turno,indice_jugador,jugador,dado1,dado2,suma,posicion_anterior,posicion_nueva,paso_salida,nombre_casilla,tipo_casilla,precio_casilla,color_casilla,compra_realizada,alquiler_realizado,alquiler_teorico,pago_real,dinero_inicial_turno,dinero_final_turno,propiedades_antes,propiedades_despues
39,1,ana,3,4,7,11,18,no,suerte3,suerte,0,ninguno,no,no,0,0,8766,8766,7,7
40,2,bob,6,1,7,4,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,7864,7864,9,9
41,1,ana,2,3,5,18,23,no,suerte4,suerte,0,ninguno,no,no,0,0,8766,8766,7,7
42,2,bob,6,2,8,11,19,no,naranja2,propiedad,180,naranja,si,no,0,0,7864,7684,9,10
43,1,ana,2,5,7,23,30,no,amarillo3,propiedad,280,amarillo,no,no,0,0,8766,8766,7,7
44,2,bob,3,5,8,19,27,no,amarillo1,propiedad,260,amarillo,no,no,0,0,7684,7684,10,10
45,1,ana,4,1,5,30,35,no,verde3,propiedad,320,verde,si,no,0,0,8766,8446,7,8
46,2,bob,2,5,7,27,34,no,suerte5,suerte,0,ninguno,no,no,0,0,7684,7684,10,10
47,1,ana,1,5,6,35,1,si,salida,salida,0,ninguno,no,no,0,0,8446,8446,8,8
48,2,bob,4,6,10,34,4,si,morado2,propiedad,60,morado,no,si,12,12,7684,7672,10,10
49,1,ana,3,1,4,1,5,no,impuesto1,impuesto,200,ninguno,no,no,0,0,8458,8458,8,8
50,2,bob,3,5,8,4,12,no,rosa1,propiedad,140,rosa,no,no,0,0,7672,7672,10,10
51,1,ana,1,4,5,5,10,no,gris3,propiedad,120,gris,si,no,0,0,8458,8338,8,9
52,2,bob,3,2,5,12,17,no,naranja1,propiedad,180,naranja,si,no,0,0,7672,7492,10,11
53,1,ana,2,4,6,10,16,no,estacion2,estacion,200,estacion,no,no,0,0,8338,8338,9,9
54,2,bob,3,3,6,17,23,no,suerte4,suerte,0,ninguno,no,no,0,0,7492,7492,11,11
55,1,ana,5,6,11,16,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,8338,8286,9,9
56,2,bob,2,4,6,23,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,7544,7544,11,11
57,1,ana,6,2,8,27,35,no,verde3,propiedad,320,verde,no,no,0,0,8286,8286,9,9
58,2,bob,2,1,3,29,32,no,verde1,propiedad,300,verde,no,no,0,0,7544,7544,11,11
59,1,ana,6,6,12,35,7,si,gris1,propiedad,100,gris,no,no,0,0,8286,8286,9,9
60,2,bob,5,4,9,32,1,si,salida,salida,0,ninguno,no,no,0,0,7544,7544,11,11
61,1,ana,1,1,2,7,9,no,gris2,propiedad,100,gris,no,si,20,20,8286,8266,9,9
62,2,bob,4,6,10,1,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,7564,7564,11,11
63,1,ana,6,3,9,9,18,no,suerte3,suerte,0,ninguno,no,no,0,0,8266,8266,9,9
64,2,bob,3,6,9,11,20,no,naranja3,propiedad,200,naranja,si,no,0,0,7564,7364,11,12
65,1,ana,5,6,11,18,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8266,8266,9,9
66,2,bob,4,4,8,20,28,no,amarillo2,propiedad,260,amarillo,si,no,0,0,7364,7104,12,13
67,1,ana,1,6,7,29,36,no,estacion4,estacion,200,estacion,si,no,0,0,8266,8066,9,10
68,2,bob,6,2,8,28,36,no,estacion4,estacion,200,estacion,no,si,40,40,7104,7064,13,13
69,1,ana,3,6,9,36,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,8106,8106,10,10
70,2,bob,3,1,4,36,40,no,azul2,propiedad,400,azul,no,no,0,0,7064,7064,13,13
71,1,ana,6,6,12,5,17,no,naranja1,propiedad,180,naranja,no,si,36,36,8106,8070,10,10
72,2,bob,6,2,8,40,8,si,suerte2,suerte,0,ninguno,no,no,0,0,7100,7100,13,13
73,1,ana,4,3,7,17,24,no,rojo2,propiedad,220,rojo,no,no,0,0,8070,8070,10,10
74,2,bob,3,3,6,8,14,no,rosa2,propiedad,140,rosa,no,no,0,0,7100,7100,13,13
75,1,ana,5,4,9,24,33,no,verde2,propiedad,300,verde,no,si,60,60,8070,8010,10,10
76,2,bob,1,4,5,14,19,no,naranja2,propiedad,180,naranja,no,no,0,0,7160,7160,13,13
77,1,ana,3,3,6,33,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,8010,8010,10,10
78,2,bob,3,3,6,19,25,no,rojo3,propiedad,240,rojo,no,no,0,0,7160,7160,13,13
79,1,ana,6,5,11,39,10,si,gris3,propiedad,120,gris,no,no,0,0,8010,8010,10,10
80,2,bob,6,3,9,25,34,no,suerte5,suerte,0,ninguno,no,no,0,0,7160,7160,13,13
81,1,ana,4,2,6,10,16,no,estacion2,estacion,200,estacion,no,no,0,0,8010,8010,10,10
82,2,bob,5,3,8,34,2,si,morado1,propiedad,60,morado,no,si,12,12,7160,7148,13,13
83,1,ana,6,1,7,16,23,no,suerte4,suerte,0,ninguno,no,no,0,0,8022,8022,10,10
84,2,bob,1,4,5,2,7,no,gris1,propiedad,100,gris,no,si,20,20,7148,7128,13,13
85,1,ana,3,4,7,23,30,no,amarillo3,propiedad,280,amarillo,no,no,0,0,8042,8042,10,10
86,2,bob,2,6,8,7,15,no,rosa3,propiedad,160,rosa,si,no,0,0,7128,6968,13,14
87,1,ana,5,1,6,30,36,no,estacion4,estacion,200,estacion,no,no,0,0,8042,8042,10,10
88,2,bob,2,2,4,15,19,no,naranja2,propiedad,180,naranja,no,no,0,0,6968,6968,14,14
89,1,ana,6,6,12,36,8,si,suerte2,suerte,0,ninguno,no,no,0,0,8042,8042,10,10
90,2,bob,2,6,8,19,27,no,amarillo1,propiedad,260,amarillo,no,no,0,0,6968,6968,14,14
91,1,ana,3,2,5,8,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,8042,8042,10,10
92,2,bob,1,3,4,27,31,no,carcel,carcel,0,ninguno,no,no,0,0,6968,6968,14,14
93,1,ana,1,5,6,13,19,no,naranja2,propiedad,180,naranja,no,si,36,36,8042,8006,10,10
94,2,bob,5,5,10,31,1,si,salida,salida,0,ninguno,no,no,0,0,7004,7004,14,14
95,1,ana,2,2,4,19,23,no,suerte4,suerte,0,ninguno,no,no,0,0,8006,8006,10,10
96,2,bob,5,4,9,1,10,no,gris3,propiedad,120,gris,no,si,24,24,7004,6980,14,14
97,1,ana,5,6,11,23,34,no,suerte5,suerte,0,ninguno,no,no,0,0,8030,8030,10,10
98,2,bob,4,2,6,10,16,no,estacion2,estacion,200,estacion,no,si,40,40,6980,6940,14,14
99,1,ana,1,4,5,34,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,8070,8070,10,10
100,2,bob,4,3,7,16,23,no,suerte4,suerte,0,ninguno,no,no,0,0,6940,6940,14,14
101,1,ana,1,1,2,39,1,si,salida,salida,0,ninguno,no,no,0,0,8070,8070,10,10
102,2,bob,5,4,9,23,32,no,verde1,propiedad,300,verde,no,no,0,0,6940,6940,14,14
103,1,ana,2,5,7,1,8,no,suerte2,suerte,0,ninguno,no,no,0,0,8070,8070,10,10
104,2,bob,4,4,8,32,40,no,azul2,propiedad,400,azul,no,no,0,0,6940,6940,14,14
105,1,ana,1,5,6,8,14,no,rosa2,propiedad,140,rosa,no,si,28,28,8070,8042,10,10
106,2,bob,4,6,10,40,10,si,gris3,propiedad,120,gris,no,si,24,24,6968,6944,14,14
107,1,ana,6,2,8,14,22,no,rojo1,propiedad,220,rojo,no,si,44,44,8066,8022,10,10
108,2,bob,3,1,4,10,14,no,rosa2,propiedad,140,rosa,no,no,0,0,6988,6988,14,14
109,1,ana,3,3,6,22,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,8022,7970,10,10
110,2,bob,1,6,7,14,21,no,parking,parking,0,ninguno,no,no,0,0,7040,7040,14,14
111,1,ana,5,4,9,28,37,no,suerte6,suerte,0,ninguno,no,no,0,0,7970,7970,10,10
112,2,bob,5,1,6,21,27,no,amarillo1,propiedad,260,amarillo,no,no,0,0,7040,7040,14,14
113,1,ana,5,1,6,37,3,si,suerte1,suerte,0,ninguno,no,no,0,0,7970,7970,10,10
114,2,bob,6,5,11,27,38,no,azul1,propiedad,350,azul,no,si,70,70,7040,6970,14,14
115,1,ana,1,3,4,3,7,no,gris1,propiedad,100,gris,no,no,0,0,8040,8040,10,10
116,2,bob,3,3,6,38,4,si,morado2,propiedad,60,morado,no,si,12,12,6970,6958,14,14
117,1,ana,2,3,5,7,12,no,rosa1,propiedad,140,rosa,no,si,28,28,8052,8024,10,10
118,2,bob,1,2,3,4,7,no,gris1,propiedad,100,gris,no,si,20,20,6986,6966,14,14
119,1,ana,5,5,10,12,22,no,rojo1,propiedad,220,rojo,no,si,44,44,8044,8000,10,10
120,2,bob,4,3,7,7,14,no,rosa2,propiedad,140,rosa,no,no,0,0,7010,7010,14,14
121,1,ana,5,2,7,22,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8000,8000,10,10
122,2,bob,6,1,7,14,21,no,parking,parking,0,ninguno,no,no,0,0,7010,7010,14,14
123,1,ana,2,1,3,29,32,no,verde1,propiedad,300,verde,no,si,60,60,8000,7940,10,10
124,2,bob,5,1,6,21,27,no,amarillo1,propiedad,260,amarillo,no,no,0,0,7070,7070,14,14
125,1,ana,5,4,9,32,1,si,salida,salida,0,ninguno,no,no,0,0,7940,7940,10,10
126,2,bob,4,2,6,27,33,no,verde2,propiedad,300,verde,no,no,0,0,7070,7070,14,14
127,1,ana,1,6,7,1,8,no,suerte2,suerte,0,ninguno,no,no,0,0,7940,7940,10,10
128,2,bob,2,1,3,33,36,no,estacion4,estacion,200,estacion,no,si,40,40,7070,7030,14,14
129,1,ana,6,2,8,8,16,no,estacion2,estacion,200,estacion,no,no,0,0,7980,7980,10,10
130,2,bob,4,1,5,36,1,si,salida,salida,0,ninguno,no,no,0,0,7030,7030,14,14
131,1,ana,2,4,6,16,22,no,rojo1,propiedad,220,rojo,no,si,44,44,7980,7936,10,10
132,2,bob,3,6,9,1,10,no,gris3,propiedad,120,gris,no,si,24,24,7074,7050,14,14
133,1,ana,4,4,8,22,30,no,amarillo3,propiedad,280,amarillo,no,no,0,0,7960,7960,10,10
134,2,bob,4,4,8,10,18,no,suerte3,suerte,0,ninguno,no,no,0,0,7050,7050,14,14
135,1,ana,6,3,9,30,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,7960,7960,10,10
136,2,bob,1,2,3,18,21,no,parking,parking,0,ninguno,no,no,0,0,7050,7050,14,14
137,1,ana,5,6,11,39,10,si,gris3,propiedad,120,gris,no,no,0,0,7960,7960,10,10
138,2,bob,5,4,9,21,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,7050,6994,14,14
139,1,ana,4,1,5,10,15,no,rosa3,propiedad,160,rosa,no,si,32,32,8016,7984,10,10
140,2,bob,2,5,7,30,37,no,suerte6,suerte,0,ninguno,no,no,0,0,7026,7026,14,14
141,1,ana,1,1,2,15,17,no,naranja1,propiedad,180,naranja,no,si,36,36,7984,7948,10,10
142,2,bob,2,5,7,37,4,si,morado2,propiedad,60,morado,no,si,12,12,7062,7050,14,14
143,1,ana,1,6,7,17,24,no,rojo2,propiedad,220,rojo,no,no,0,0,7960,7960,10,10
144,2,bob,3,5,8,4,12,no,rosa1,propiedad,140,rosa,no,no,0,0,7050,7050,14,14
145,1,ana,5,3,8,24,32,no,verde1,propiedad,300,verde,no,si,60,60,7960,7900,10,10
146,2,bob,4,3,7,12,19,no,naranja2,propiedad,180,naranja,no,no,0,0,7110,7110,14,14
147,1,ana,5,2,7,32,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,7900,7900,10,10
148,2,bob,6,4,10,19,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,7110,7110,14,14
149,1,ana,6,6,12,39,11,si,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,7900,7900,10,10
150,2,bob,5,5,10,29,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,7110,7110,14,14
151,1,ana,1,2,3,11,14,no,rosa2,propiedad,140,rosa,no,si,28,28,7900,7872,10,10
152,2,bob,2,4,6,39,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,7138,7138,14,14
153,1,ana,3,6,9,14,23,no,suerte4,suerte,0,ninguno,no,no,0,0,7872,7872,10,10
154,2,bob,4,2,6,5,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,7138,7138,14,14
155,1,ana,3,6,9,23,32,no,verde1,propiedad,300,verde,no,si,60,60,7872,7812,10,10
156,2,bob,3,5,8,11,19,no,naranja2,propiedad,180,naranja,no,no,0,0,7198,7198,14,14
157,1,ana,1,1,2,32,34,no,suerte5,suerte,0,ninguno,no,no,0,0,7812,7812,10,10
158,2,bob,3,5,8,19,27,no,amarillo1,propiedad,260,amarillo,no,no,0,0,7198,7198,14,14
159,1,ana,3,5,8,34,2,si,morado1,propiedad,60,morado,no,no,0,0,7812,7812,10,10
160,2,bob,3,2,5,27,32,no,verde1,propiedad,300,verde,no,no,0,0,7198,7198,14,14
161,1,ana,6,2,8,2,10,no,gris3,propiedad,120,gris,no,no,0,0,7812,7812,10,10
162,2,bob,3,2,5,32,37,no,suerte6,suerte,0,ninguno,no,no,0,0,7198,7198,14,14
163,1,ana,2,5,7,10,17,no,naranja1,propiedad,180,naranja,no,si,36,36,7812,7776,10,10
164,2,bob,2,1,3,37,40,no,azul2,propiedad,400,azul,no,no,0,0,7234,7234,14,14
165,1,ana,6,4,10,17,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,7776,7724,10,10
166,2,bob,3,4,7,40,7,si,gris1,propiedad,100,gris,no,si,20,20,7286,7266,14,14
167,1,ana,1,5,6,27,33,no,verde2,propiedad,300,verde,no,si,60,60,7744,7684,10,10
168,2,bob,3,3,6,7,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,7326,7326,14,14
169,1,ana,3,2,5,33,38,no,azul1,propiedad,350,azul,no,no,0,0,7684,7684,10,10
170,2,bob,5,4,9,13,22,no,rojo1,propiedad,220,rojo,no,no,0,0,7326,7326,14,14
171,1,ana,5,2,7,38,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,7684,7684,10,10
172,2,bob,4,4,8,22,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,7326,7270,14,14
173,1,ana,3,6,9,5,14,no,rosa2,propiedad,140,rosa,no,si,28,28,7740,7712,10,10
174,2,bob,6,3,9,30,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,7298,7298,14,14
175,1,ana,5,6,11,14,25,no,rojo3,propiedad,240,rojo,no,si,48,48,7712,7664,10,10
176,2,bob,5,1,6,39,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,7346,7346,14,14
177,1,ana,2,3,5,25,30,no,amarillo3,propiedad,280,amarillo,no,no,0,0,7664,7664,10,10
178,2,bob,1,6,7,5,12,no,rosa1,propiedad,140,rosa,no,no,0,0,7346,7346,14,14
179,1,ana,6,1,7,30,37,no,suerte6,suerte,0,ninguno,no,no,0,0,7664,7664,10,10
180,2,bob,1,5,6,12,18,no,suerte3,suerte,0,ninguno,no,no,0,0,7346,7346,14,14
181,1,ana,4,3,7,37,4,si,morado2,propiedad,60,morado,no,no,0,0,7664,7664,10,10
182,2,bob,5,6,11,18,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,7346,7346,14,14
183,1,ana,6,2,8,4,12,no,rosa1,propiedad,140,rosa,no,si,28,28,7664,7636,10,10
184,2,bob,2,4,6,29,35,no,verde3,propiedad,320,verde,no,si,64,64,7374,7310,14,14
185,1,ana,4,3,7,12,19,no,naranja2,propiedad,180,naranja,no,si,36,36,7700,7664,10,10
186,2,bob,1,3,4,35,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,7346,7346,14,14
187,1,ana,4,4,8,19,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,7664,7612,10,10
188,2,bob,3,2,5,39,4,si,morado2,propiedad,60,morado,no,si,12,12,7398,7386,14,14
189,1,ana,3,4,7,27,34,no,suerte5,suerte,0,ninguno,no,no,0,0,7624,7624,10,10
190,2,bob,2,3,5,4,9,no,gris2,propiedad,100,gris,no,no,0,0,7386,7386,14,14
191,1,ana,3,1,4,34,38,no,azul1,propiedad,350,azul,no,no,0,0,7624,7624,10,10
192,2,bob,6,2,8,9,17,no,naranja1,propiedad,180,naranja,no,no,0,0,7386,7386,14,14
193,1,ana,5,1,6,38,4,si,morado2,propiedad,60,morado,no,no,0,0,7624,7624,10,10
194,2,bob,1,1,2,17,19,no,naranja2,propiedad,180,naranja,no,no,0,0,7386,7386,14,14
195,1,ana,4,1,5,4,9,no,gris2,propiedad,100,gris,no,si,20,20,7624,7604,10,10
196,2,bob,1,5,6,19,25,no,rojo3,propiedad,240,rojo,no,no,0,0,7406,7406,14,14
197,1,ana,4,6,10,9,19,no,naranja2,propiedad,180,naranja,no,si,36,36,7604,7568,10,10
198,2,bob,2,1,3,25,28,no,amarillo2,propiedad,260,amarillo,no,no,0,0,7442,7442,14,14
199,1,ana,6,5,11,19,30,no,amarillo3,propiedad,280,amarillo,no,no,0,0,7568,7568,10,10
200,2,bob,2,1,3,28,31,no,carcel,carcel,0,ninguno,no,no,0,0,7442,7442,14,14
