turno,jugador,dinero_final_turno
1,ana,10000
3,ana,9860
5,ana,9860
7,ana,9860
9,ana,9560
11,ana,9500
13,ana,9472
15,ana,9292
17,ana,9248
19,ana,9196
21,ana,9196
23,ana,8796
25,ana,8696
27,ana,8696
29,ana,8696
31,ana,8644
33,ana,8644
35,ana,8704
37,ana,8704
39,ana,8704
41,ana,8544
43,ana,8344
45,ana,8304
47,ana,8304
49,ana,8304
51,ana,8304
53,ana,8156
55,ana,8104
57,ana,8104
59,ana,8064
61,ana,8064
63,ana,7804
65,ana,7804
67,ana,7804
69,ana,7864
71,ana,7864
73,ana,7824
75,ana,7824
77,ana,7824
79,ana,7784
81,ana,7844
83,ana,7844
85,ana,7844
87,ana,7876
89,ana,7876
91,ana,7876
93,ana,7876
95,ana,7876
97,ana,7832
99,ana,7772
101,ana,7422
103,ana,7402
105,ana,7402
107,ana,7430
109,ana,7386
111,ana,7326
113,ana,7326
115,ana,7314
117,ana,7314
119,ana,7314
121,ana,7274
123,ana,7246
125,ana,7246
127,ana,7246
129,ana,7246
131,ana,7210
133,ana,7210
135,ana,7210
137,ana,7198
139,ana,7258
141,ana,7258
143,ana,7214
145,ana,7250
147,ana,7238
149,ana,7298
151,ana,7298
153,ana,7298
155,ana,7298
157,ana,7298
159,ana,7298
161,ana,7350
163,ana,7350
165,ana,7318
167,ana,7254
169,ana,7290
171,ana,7270
173,ana,7242
175,ana,7198
177,ana,7218
179,ana,7218
181,ana,7218
183,ana,7218
185,ana,7190
187,ana,7250
189,ana,7250
191,ana,7250
193,ana,7226
195,ana,7226
197,ana,7266
199,ana,7222
2,bob,9800
4,bob,9660
6,bob,9460
8,bob,9240
10,bob,9000
12,bob,8740
14,bob,8568
16,bob,8568
18,bob,8612
20,bob,8664
22,bob,8384
24,bob,8084
26,bob,8084
28,bob,7984
30,bob,7984
32,bob,8036
34,bob,7976
36,bob,7976
38,bob,7976
40,bob,7976
42,bob,7776
44,bob,7776
46,bob,7816
48,bob,7816
50,bob,7816
52,bob,7784
54,bob,7784
56,bob,7836
58,bob,7776
60,bob,7696
62,bob,7696
64,bob,7696
66,bob,7696
68,bob,7636
70,bob,7636
72,bob,7636
74,bob,7676
76,bob,7676
78,bob,7676
80,bob,7656
82,bob,7656
84,bob,7656
86,bob,7624
88,bob,7404
90,bob,7404
92,bob,7404
94,bob,7404
96,bob,7404
98,bob,7448
100,bob,7508
102,bob,7188
104,bob,7208
106,bob,7180
108,bob,7180
110,bob,7224
112,bob,7284
114,bob,7284
116,bob,7296
118,bob,7296
120,bob,7296
122,bob,7304
124,bob,7364
126,bob,7364
128,bob,7364
130,bob,7352
132,bob,7400
134,bob,7400
136,bob,7400
138,bob,7352
140,bob,7352
142,bob,7352
144,bob,7360
146,bob,7360
148,bob,7312
150,bob,7312
152,bob,7312
154,bob,7312
156,bob,7312
158,bob,7312
160,bob,7260
162,bob,7260
164,bob,7248
166,bob,7292
168,bob,7320
170,bob,7320
172,bob,7340
174,bob,7368
176,bob,7392
178,bob,7392
180,bob,7392
182,bob,7392
184,bob,7392
186,bob,7360
188,bob,7360
190,bob,7360
192,bob,7360
194,bob,7384
196,bob,7344
198,bob,7344
200,bob,7308
