turno,indice_jugador,jugador,dado1,dado2,suma,posicion_anterior,posicion_nueva,paso_salida,nombre_casilla,tipo_casilla,precio_casilla,color_casilla,compra_realizada,alquiler_realizado,alquiler_teorico,pago_real,dinero_inicial_turno,dinero_final_turno,propiedades_antes,propiedades_despues
260,4,diego,5,3,8,10,18,no,suerte3,suerte,0,ninguno,no,no,0,0,8752,8752,4,4
261,1,ana,6,1,7,38,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,8734,8734,9,9
262,2,bob,1,4,5,31,36,no,estacion4,estacion,200,estacion,no,no,0,0,8542,8542,7,7
263,3,carla,3,4,7,8,15,no,rosa3,propiedad,160,rosa,no,no,0,0,8582,8582,6,6
264,4,diego,2,6,8,18,26,no,estacion3,estacion,200,estacion,no,si,40,40,8752,8712,4,4
265,1,ana,5,1,6,5,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,8774,8774,9,9
266,2,bob,2,2,4,36,40,no,azul2,propiedad,400,azul,no,si,80,80,8542,8462,7,7
267,3,carla,6,6,12,15,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,8582,8530,6,6
268,4,diego,2,6,8,26,34,no,suerte5,suerte,0,ninguno,no,no,0,0,8712,8712,4,4
269,1,ana,3,2,5,11,16,no,estacion2,estacion,200,estacion,no,no,0,0,8906,8906,9,9
270,2,bob,1,3,4,40,4,si,morado2,propiedad,60,morado,no,si,12,12,8462,8450,7,7
271,3,carla,1,5,6,27,33,no,verde2,propiedad,300,verde,no,si,60,60,8530,8470,6,6
272,4,diego,5,5,10,34,4,si,morado2,propiedad,60,morado,no,si,12,12,8772,8760,4,4
273,1,ana,2,2,4,16,20,no,naranja3,propiedad,200,naranja,no,si,40,40,8930,8890,9,9
274,2,bob,5,4,9,4,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,8490,8490,7,7
275,3,carla,5,6,11,33,4,si,morado2,propiedad,60,morado,no,si,12,12,8470,8458,6,6
276,4,diego,4,2,6,4,10,no,gris3,propiedad,120,gris,no,no,0,0,8760,8760,4,4
277,1,ana,1,4,5,20,25,no,rojo3,propiedad,240,rojo,no,si,48,48,8902,8854,9,9
278,2,bob,4,3,7,13,20,no,naranja3,propiedad,200,naranja,no,no,0,0,8490,8490,7,7
279,3,carla,1,1,2,4,6,no,estacion1,estacion,200,estacion,no,no,0,0,8506,8506,6,6
280,4,diego,5,4,9,10,19,no,naranja2,propiedad,180,naranja,no,no,0,0,8760,8760,4,4
281,1,ana,2,5,7,25,32,no,verde1,propiedad,300,verde,no,si,60,60,8854,8794,9,9
282,2,bob,4,4,8,20,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,8550,8498,7,7
283,3,carla,1,5,6,6,12,no,rosa1,propiedad,140,rosa,no,si,28,28,8506,8478,6,6
284,4,diego,4,6,10,19,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8760,8760,4,4
285,1,ana,6,2,8,32,40,no,azul2,propiedad,400,azul,no,no,0,0,8846,8846,9,9
286,2,bob,3,1,4,28,32,no,verde1,propiedad,300,verde,no,no,0,0,8526,8526,7,7
287,3,carla,3,3,6,12,18,no,suerte3,suerte,0,ninguno,no,no,0,0,8478,8478,6,6
288,4,diego,1,6,7,29,36,no,estacion4,estacion,200,estacion,no,si,40,40,8760,8720,4,4
289,1,ana,5,4,9,40,9,si,gris2,propiedad,100,gris,no,no,0,0,8846,8846,9,9
290,2,bob,5,1,6,32,38,no,azul1,propiedad,350,azul,no,si,70,70,8566,8496,7,7
291,3,carla,5,1,6,18,24,no,rojo2,propiedad,220,rojo,no,si,44,44,8478,8434,6,6
292,4,diego,6,5,11,36,7,si,gris1,propiedad,100,gris,no,si,20,20,8720,8700,4,4
293,1,ana,1,3,4,9,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,8916,8916,9,9
294,2,bob,3,3,6,38,4,si,morado2,propiedad,60,morado,no,si,12,12,8560,8548,7,7
295,3,carla,2,3,5,24,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8434,8434,6,6
296,4,diego,1,2,3,7,10,no,gris3,propiedad,120,gris,no,no,0,0,8700,8700,4,4
297,1,ana,5,5,10,13,23,no,suerte4,suerte,0,ninguno,no,no,0,0,8928,8928,9,9
298,2,bob,4,3,7,4,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,8548,8548,7,7
299,3,carla,5,2,7,29,36,no,estacion4,estacion,200,estacion,no,si,40,40,8434,8394,6,6
300,4,diego,6,1,7,10,17,no,naranja1,propiedad,180,naranja,no,si,36,36,8700,8664,4,4
301,1,ana,2,1,3,23,26,no,estacion3,estacion,200,estacion,no,no,0,0,8964,8964,9,9
302,2,bob,5,1,6,11,17,no,naranja1,propiedad,180,naranja,no,si,36,36,8588,8552,7,7
303,3,carla,5,4,9,36,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,8394,8394,6,6
304,4,diego,4,2,6,17,23,no,suerte4,suerte,0,ninguno,no,no,0,0,8664,8664,4,4
305,1,ana,1,6,7,26,33,no,verde2,propiedad,300,verde,no,si,60,60,9000,8940,9,9
306,2,bob,2,1,3,17,20,no,naranja3,propiedad,200,naranja,no,no,0,0,8552,8552,7,7
307,3,carla,6,2,8,5,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,8394,8394,6,6
308,4,diego,4,1,5,23,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,8724,8672,4,4
309,1,ana,2,4,6,33,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,8992,8992,9,9
310,2,bob,3,6,9,20,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8552,8552,7,7
311,3,carla,4,4,8,13,21,no,parking,parking,0,ninguno,no,no,0,0,8394,8394,6,6
312,4,diego,4,4,8,28,36,no,estacion4,estacion,200,estacion,no,si,40,40,8672,8632,4,4
313,1,ana,6,3,9,39,8,si,suerte2,suerte,0,ninguno,no,no,0,0,8992,8992,9,9
314,2,bob,1,2,3,29,32,no,verde1,propiedad,300,verde,no,no,0,0,8592,8592,7,7
315,3,carla,5,6,11,21,32,no,verde1,propiedad,300,verde,no,si,60,60,8394,8334,6,6
316,4,diego,5,4,9,36,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,8632,8632,4,4
317,1,ana,4,1,5,8,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,8992,8992,9,9
318,2,bob,2,5,7,32,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,8652,8652,7,7
319,3,carla,1,1,2,32,34,no,suerte5,suerte,0,ninguno,no,no,0,0,8334,8334,6,6
320,4,diego,2,5,7,5,12,no,rosa1,propiedad,140,rosa,no,si,28,28,8632,8604,4,4
321,1,ana,1,6,7,13,20,no,naranja3,propiedad,200,naranja,no,si,40,40,8992,8952,9,9
322,2,bob,3,5,8,39,7,si,gris1,propiedad,100,gris,no,no,0,0,8720,8720,7,7
323,3,carla,5,3,8,34,2,si,morado1,propiedad,60,morado,no,si,12,12,8334,8322,6,6
324,4,diego,4,3,7,12,19,no,naranja2,propiedad,180,naranja,no,no,0,0,8616,8616,4,4
325,1,ana,5,2,7,20,27,no,amarillo1,propiedad,260,amarillo,no,no,0,0,8952,8952,9,9
326,2,bob,6,4,10,7,17,no,naranja1,propiedad,180,naranja,no,si,36,36,8720,8684,7,7
327,3,carla,6,6,12,2,14,no,rosa2,propiedad,140,rosa,no,no,0,0,8322,8322,6,6
328,4,diego,5,5,10,19,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8616,8616,4,4
329,1,ana,1,2,3,27,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,8988,8932,9,9
330,2,bob,2,4,6,17,23,no,suerte4,suerte,0,ninguno,no,no,0,0,8684,8684,7,7
331,3,carla,3,6,9,14,23,no,suerte4,suerte,0,ninguno,no,no,0,0,8378,8378,6,6
332,4,diego,4,2,6,29,35,no,verde3,propiedad,320,verde,no,si,64,64,8616,8552,4,4
333,1,ana,3,6,9,30,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,8932,8932,9,9
334,2,bob,3,5,8,23,31,no,carcel,carcel,0,ninguno,no,no,0,0,8684,8684,7,7
335,3,carla,1,1,2,23,25,no,rojo3,propiedad,240,rojo,no,no,0,0,8442,8442,6,6
336,4,diego,3,5,8,35,3,si,suerte1,suerte,0,ninguno,no,no,0,0,8552,8552,4,4
337,1,ana,3,5,8,39,7,si,gris1,propiedad,100,gris,no,si,20,20,8932,8912,9,9
338,2,bob,3,2,5,31,36,no,estacion4,estacion,200,estacion,no,no,0,0,8704,8704,7,7
339,3,carla,6,2,8,25,33,no,verde2,propiedad,300,verde,no,si,60,60,8442,8382,6,6
340,4,diego,3,2,5,3,8,no,suerte2,suerte,0,ninguno,no,no,0,0,8612,8612,4,4
341,1,ana,2,5,7,7,14,no,rosa2,propiedad,140,rosa,no,si,28,28,8912,8884,9,9
342,2,bob,2,1,3,36,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,8704,8704,7,7
343,3,carla,6,4,10,33,3,si,suerte1,suerte,0,ninguno,no,no,0,0,8410,8410,6,6
344,4,diego,3,4,7,8,15,no,rosa3,propiedad,160,rosa,no,si,32,32,8612,8580,4,4
345,1,ana,1,5,6,14,20,no,naranja3,propiedad,200,naranja,no,si,40,40,8884,8844,9,9
346,2,bob,3,3,6,39,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,8744,8744,7,7
347,3,carla,3,2,5,3,8,no,suerte2,suerte,0,ninguno,no,no,0,0,8442,8442,6,6
348,4,diego,5,4,9,15,24,no,rojo2,propiedad,220,rojo,no,si,44,44,8580,8536,4,4
349,1,ana,5,2,7,20,27,no,amarillo1,propiedad,260,amarillo,no,no,0,0,8844,8844,9,9
350,2,bob,4,4,8,5,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,8788,8788,7,7
351,3,carla,3,6,9,8,17,no,naranja1,propiedad,180,naranja,no,si,36,36,8442,8406,6,6
352,4,diego,6,3,9,24,33,no,verde2,propiedad,300,verde,no,no,0,0,8536,8536,4,4
353,1,ana,5,6,11,27,38,no,azul1,propiedad,350,azul,no,no,0,0,8880,8880,9,9
354,2,bob,5,1,6,13,19,no,naranja2,propiedad,180,naranja,no,si,36,36,8788,8752,7,7
355,3,carla,2,3,5,17,22,no,rojo1,propiedad,220,rojo,no,si,44,44,8406,8362,6,6
356,4,diego,1,6,7,33,40,no,azul2,propiedad,400,azul,no,si,80,80,8572,8492,4,4
357,1,ana,6,1,7,38,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,8960,8960,9,9
358,2,bob,1,5,6,19,25,no,rojo3,propiedad,240,rojo,no,si,48,48,8796,8748,7,7
359,3,carla,4,3,7,22,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8410,8410,6,6
360,4,diego,5,6,11,40,11,si,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,8492,8492,4,4
361,1,ana,6,2,8,5,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,8960,8960,9,9
362,2,bob,2,4,6,25,31,no,carcel,carcel,0,ninguno,no,no,0,0,8748,8748,7,7
363,3,carla,4,3,7,29,36,no,estacion4,estacion,200,estacion,no,si,40,40,8410,8370,6,6
364,4,diego,1,3,4,11,15,no,rosa3,propiedad,160,rosa,no,si,32,32,8492,8460,4,4
365,1,ana,4,4,8,13,21,no,parking,parking,0,ninguno,no,no,0,0,8960,8960,9,9
366,2,bob,3,2,5,31,36,no,estacion4,estacion,200,estacion,no,no,0,0,8788,8788,7,7
367,3,carla,3,4,7,36,3,si,suerte1,suerte,0,ninguno,no,no,0,0,8402,8402,6,6
368,4,diego,2,3,5,15,20,no,naranja3,propiedad,200,naranja,no,si,40,40,8460,8420,4,4
369,1,ana,3,1,4,21,25,no,rojo3,propiedad,240,rojo,no,si,48,48,8960,8912,9,9
370,2,bob,6,2,8,36,4,si,morado2,propiedad,60,morado,no,si,12,12,8828,8816,7,7
371,3,carla,5,1,6,3,9,no,gris2,propiedad,100,gris,no,si,20,20,8450,8430,6,6
372,4,diego,1,1,2,20,22,no,rojo1,propiedad,220,rojo,no,si,44,44,8420,8376,4,4
373,1,ana,4,1,5,25,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,8944,8888,9,9
374,2,bob,1,5,6,4,10,no,gris3,propiedad,120,gris,no,si,24,24,8860,8836,7,7
375,3,carla,4,6,10,9,19,no,naranja2,propiedad,180,naranja,no,si,36,36,8486,8450,6,6
376,4,diego,2,1,3,22,25,no,rojo3,propiedad,240,rojo,no,si,48,48,8436,8388,4,4
377,1,ana,6,5,11,30,1,si,salida,salida,0,ninguno,no,no,0,0,8888,8888,9,9
378,2,bob,2,1,3,10,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,8836,8836,7,7
379,3,carla,6,4,10,19,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8498,8498,6,6
380,4,diego,5,3,8,25,33,no,verde2,propiedad,300,verde,no,no,0,0,8388,8388,4,4
381,1,ana,1,2,3,1,4,no,morado2,propiedad,60,morado,no,no,0,0,8888,8888,9,9
382,2,bob,3,4,7,13,20,no,naranja3,propiedad,200,naranja,no,no,0,0,8836,8836,7,7
383,3,carla,1,4,5,29,34,no,suerte5,suerte,0,ninguno,no,no,0,0,8498,8498,6,6
384,4,diego,5,6,11,33,4,si,morado2,propiedad,60,morado,no,si,12,12,8388,8376,4,4
385,1,ana,4,2,6,4,10,no,gris3,propiedad,120,gris,no,si,24,24,8900,8876,9,9
386,2,bob,3,6,9,20,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8836,8836,7,7
387,3,carla,2,4,6,34,40,no,azul2,propiedad,400,azul,no,si,80,80,8498,8418,6,6
388,4,diego,6,1,7,4,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,8400,8400,4,4
389,1,ana,5,1,6,10,16,no,estacion2,estacion,200,estacion,no,no,0,0,8956,8956,9,9
390,2,bob,1,1,2,29,31,no,carcel,carcel,0,ninguno,no,no,0,0,8836,8836,7,7
391,3,carla,4,5,9,40,9,si,gris2,propiedad,100,gris,no,si,20,20,8418,8398,6,6
392,4,diego,2,5,7,11,18,no,suerte3,suerte,0,ninguno,no,no,0,0,8400,8400,4,4
393,1,ana,3,5,8,16,24,no,rojo2,propiedad,220,rojo,no,si,44,44,8976,8932,9,9
394,2,bob,2,6,8,31,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,8880,8880,7,7
395,3,carla,2,2,4,9,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,8398,8398,6,6
396,4,diego,5,6,11,18,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8400,8400,4,4
397,1,ana,3,4,7,24,31,no,carcel,carcel,0,ninguno,no,no,0,0,8932,8932,9,9
398,2,bob,6,1,7,39,6,si,estacion1,estacion,200,estacion,no,si,40,40,8880,8840,7,7
399,3,carla,2,3,5,13,18,no,suerte3,suerte,0,ninguno,no,no,0,0,8438,8438,6,6
400,4,diego,6,2,8,29,37,no,suerte6,suerte,0,ninguno,no,no,0,0,8400,8400,4,4
