turno,indice_jugador,jugador,dado1,dado2,suma,posicion_anterior,posicion_nueva,paso_salida,nombre_casilla,tipo_casilla,precio_casilla,color_casilla,compra_realizada,dinero_antes_compra,dinero_despues_compra,propiedades_antes,propiedades_despues
1,1,ana,3,4,7,1,8,no,suerte2,suerte,0,ninguno,no,10000,10000,0,0
2,2,bob,2,3,5,1,6,no,estacion1,estacion,200,estacion,si,10000,9800,0,1
3,1,ana,3,1,4,8,12,no,rosa1,propiedad,140,rosa,si,10000,9860,0,1
4,2,bob,6,2,8,6,14,no,rosa2,propiedad,140,rosa,si,9800,9660,1,2
5,1,ana,5,1,6,12,18,no,suerte3,suerte,0,ninguno,no,9860,9860,1,1
6,2,bob,1,1,2,14,16,no,estacion2,estacion,200,estacion,si,9660,9460,2,3
7,1,ana,4,1,5,18,23,no,suerte4,suerte,0,ninguno,no,9860,9860,1,1
8,2,bob,1,5,6,16,22,no,rojo1,propiedad,220,rojo,si,9460,9240,3,4
9,1,ana,4,6,10,23,33,no,verde2,propiedad,300,verde,si,9860,9560,1,2
10,2,bob,2,1,3,22,25,no,rojo3,propiedad,240,rojo,si,9240,9000,4,5
11,1,ana,6,5,11,33,4,si,morado2,propiedad,60,morado,si,9560,9500,2,3
12,2,bob,2,1,3,25,28,no,amarillo2,propiedad,260,amarillo,si,9000,8740,5,6
13,1,ana,6,4,10,4,14,no,rosa2,propiedad,140,rosa,no,9500,9500,3,3
14,2,bob,5,3,8,28,36,no,estacion4,estacion,200,estacion,si,8740,8540,6,7
15,1,ana,1,2,3,14,17,no,naranja1,propiedad,180,naranja,si,9500,9320,3,4
16,2,bob,3,4,7,36,3,si,suerte1,suerte,0,ninguno,no,8540,8540,7,7
17,1,ana,1,4,5,17,22,no,rojo1,propiedad,220,rojo,no,9320,9320,4,4
18,2,bob,5,6,11,3,14,no,rosa2,propiedad,140,rosa,no,8540,8540,7,7
19,1,ana,4,2,6,22,28,no,amarillo2,propiedad,260,amarillo,no,9320,9320,4,4
20,2,bob,3,6,9,14,23,no,suerte4,suerte,0,ninguno,no,8540,8540,7,7
21,1,ana,2,4,6,28,34,no,suerte5,suerte,0,ninguno,no,9320,9320,4,4
22,2,bob,6,1,7,23,30,no,amarillo3,propiedad,280,amarillo,si,8540,8260,7,8
23,1,ana,5,1,6,34,40,no,azul2,propiedad,400,azul,si,9320,8920,4,5
24,2,bob,1,1,2,30,32,no,verde1,propiedad,300,verde,si,8260,7960,8,9
25,1,ana,4,5,9,40,9,si,gris2,propiedad,100,gris,si,8920,8820,5,6
26,2,bob,2,5,7,32,39,no,impuesto4,impuesto,100,ninguno,no,7960,7960,9,9
27,1,ana,3,5,8,9,17,no,naranja1,propiedad,180,naranja,no,8820,8820,6,6
28,2,bob,2,6,8,39,7,si,gris1,propiedad,100,gris,si,7960,7860,9,10
29,1,ana,2,2,4,17,21,no,parking,parking,0,ninguno,no,8820,8820,6,6
30,2,bob,5,6,11,7,18,no,suerte3,suerte,0,ninguno,no,7860,7860,10,10
31,1,ana,3,4,7,21,28,no,amarillo2,propiedad,260,amarillo,no,8820,8820,6,6
32,2,bob,6,1,7,18,25,no,rojo3,propiedad,240,rojo,no,7860,7860,10,10
33,1,ana,2,3,5,28,33,no,verde2,propiedad,300,verde,no,8820,8820,6,6
34,2,bob,6,2,8,25,33,no,verde2,propiedad,300,verde,no,7860,7860,10,10
35,1,ana,2,5,7,33,40,no,azul2,propiedad,400,azul,no,8820,8820,6,6
36,2,bob,3,5,8,33,1,si,salida,salida,0,ninguno,no,7860,7860,10,10
37,1,ana,4,1,5,40,5,si,impuesto1,impuesto,200,ninguno,no,8820,8820,6,6
38,2,bob,2,5,7,1,8,no,suerte2,suerte,0,ninguno,no,7860,7860,10,10
39,1,ana,1,5,6,5,11,no,visita_carcel,visita_carcel,0,ninguno,no,8820,8820,6,6
40,2,bob,4,6,10,8,18,no,suerte3,suerte,0,ninguno,no,7860,7860,10,10
41,1,ana,3,1,4,11,15,no,rosa3,propiedad,160,rosa,si,8820,8660,6,7
42,2,bob,3,5,8,18,26,no,estacion3,estacion,200,estacion,si,7860,7660,10,11
43,1,ana,1,4,5,15,20,no,naranja3,propiedad,200,naranja,si,8660,8460,7,8
44,2,bob,3,2,5,26,31,no,carcel,carcel,0,ninguno,no,7660,7660,11,11
45,1,ana,2,4,6,20,26,no,estacion3,estacion,200,estacion,no,8460,8460,8,8
46,2,bob,3,3,6,31,37,no,suerte6,suerte,0,ninguno,no,7660,7660,11,11
47,1,ana,5,6,11,26,37,no,suerte6,suerte,0,ninguno,no,8460,8460,8,8
48,2,bob,2,4,6,37,3,si,suerte1,suerte,0,ninguno,no,7660,7660,11,11
49,1,ana,6,2,8,37,5,si,impuesto1,impuesto,200,ninguno,no,8460,8460,8,8
50,2,bob,2,1,3,3,6,no,estacion1,estacion,200,estacion,no,7660,7660,11,11
51,1,ana,6,6,12,5,17,no,naranja1,propiedad,180,naranja,no,8460,8460,8,8
52,2,bob,5,4,9,6,15,no,rosa3,propiedad,160,rosa,no,7660,7660,11,11
53,1,ana,1,1,2,17,19,no,naranja2,propiedad,180,naranja,si,8460,8280,8,9
54,2,bob,4,6,10,15,25,no,rojo3,propiedad,240,rojo,no,7660,7660,11,11
55,1,ana,6,3,9,19,28,no,amarillo2,propiedad,260,amarillo,no,8280,8280,9,9
56,2,bob,3,6,9,25,34,no,suerte5,suerte,0,ninguno,no,7660,7660,11,11
57,1,ana,5,6,11,28,39,no,impuesto4,impuesto,100,ninguno,no,8280,8280,9,9
58,2,bob,4,4,8,34,2,si,morado1,propiedad,60,morado,si,7660,7600,11,12
59,1,ana,1,6,7,39,6,si,estacion1,estacion,200,estacion,no,8280,8280,9,9
60,2,bob,6,2,8,2,10,no,gris3,propiedad,120,gris,si,7600,7480,12,13
61,1,ana,3,6,9,6,15,no,rosa3,propiedad,160,rosa,no,8280,8280,9,9
62,2,bob,3,1,4,10,14,no,rosa2,propiedad,140,rosa,no,7480,7480,13,13
63,1,ana,6,6,12,15,27,no,amarillo1,propiedad,260,amarillo,si,8280,8020,9,10
64,2,bob,6,2,8,14,22,no,rojo1,propiedad,220,rojo,no,7480,7480,13,13
65,1,ana,4,3,7,27,34,no,suerte5,suerte,0,ninguno,no,8020,8020,10,10
66,2,bob,3,3,6,22,28,no,amarillo2,propiedad,260,amarillo,no,7480,7480,13,13
67,1,ana,5,4,9,34,3,si,suerte1,suerte,0,ninguno,no,8020,8020,10,10
68,2,bob,1,4,5,28,33,no,verde2,propiedad,300,verde,no,7480,7480,13,13
69,1,ana,3,3,6,3,9,no,gris2,propiedad,100,gris,no,8020,8020,10,10
70,2,bob,3,3,6,33,39,no,impuesto4,impuesto,100,ninguno,no,7480,7480,13,13
71,1,ana,6,5,11,9,20,no,naranja3,propiedad,200,naranja,no,8020,8020,10,10
72,2,bob,6,3,9,39,8,si,suerte2,suerte,0,ninguno,no,7480,7480,13,13
73,1,ana,4,2,6,20,26,no,estacion3,estacion,200,estacion,no,8020,8020,10,10
74,2,bob,5,3,8,8,16,no,estacion2,estacion,200,estacion,no,7480,7480,13,13
75,1,ana,6,1,7,26,33,no,verde2,propiedad,300,verde,no,8020,8020,10,10
76,2,bob,1,4,5,16,21,no,parking,parking,0,ninguno,no,7480,7480,13,13
77,1,ana,3,4,7,33,40,no,azul2,propiedad,400,azul,no,8020,8020,10,10
78,2,bob,2,6,8,21,29,no,impuesto3,impuesto,100,ninguno,no,7480,7480,13,13
79,1,ana,5,1,6,40,6,si,estacion1,estacion,200,estacion,no,8020,8020,10,10
80,2,bob,2,2,4,29,33,no,verde2,propiedad,300,verde,no,7480,7480,13,13
81,1,ana,6,6,12,6,18,no,suerte3,suerte,0,ninguno,no,8020,8020,10,10
82,2,bob,2,6,8,33,1,si,salida,salida,0,ninguno,no,7480,7480,13,13
83,1,ana,3,2,5,18,23,no,suerte4,suerte,0,ninguno,no,8020,8020,10,10
84,2,bob,1,3,4,1,5,no,impuesto1,impuesto,200,ninguno,no,7480,7480,13,13
85,1,ana,1,5,6,23,29,no,impuesto3,impuesto,100,ninguno,no,8020,8020,10,10
86,2,bob,5,5,10,5,15,no,rosa3,propiedad,160,rosa,no,7480,7480,13,13
87,1,ana,2,2,4,29,33,no,verde2,propiedad,300,verde,no,8020,8020,10,10
88,2,bob,5,4,9,15,24,no,rojo2,propiedad,220,rojo,si,7480,7260,13,14
89,1,ana,5,6,11,33,4,si,morado2,propiedad,60,morado,no,8020,8020,10,10
90,2,bob,4,2,6,24,30,no,amarillo3,propiedad,280,amarillo,no,7260,7260,14,14
91,1,ana,1,4,5,4,9,no,gris2,propiedad,100,gris,no,8020,8020,10,10
92,2,bob,4,3,7,30,37,no,suerte6,suerte,0,ninguno,no,7260,7260,14,14
93,1,ana,1,1,2,9,11,no,visita_carcel,visita_carcel,0,ninguno,no,8020,8020,10,10
94,2,bob,5,4,9,37,6,si,estacion1,estacion,200,estacion,no,7260,7260,14,14
95,1,ana,2,5,7,11,18,no,suerte3,suerte,0,ninguno,no,8020,8020,10,10
96,2,bob,4,4,8,6,14,no,rosa2,propiedad,140,rosa,no,7260,7260,14,14
97,1,ana,1,5,6,18,24,no,rojo2,propiedad,220,rojo,no,8020,8020,10,10
98,2,bob,4,6,10,14,24,no,rojo2,propiedad,220,rojo,no,7260,7260,14,14
99,1,ana,6,2,8,24,32,no,verde1,propiedad,300,verde,no,8020,8020,10,10
100,2,bob,3,1,4,24,28,no,amarillo2,propiedad,260,amarillo,no,7260,7260,14,14
101,1,ana,3,3,6,32,38,no,azul1,propiedad,350,azul,si,8020,7670,10,11
102,2,bob,1,6,7,28,35,no,verde3,propiedad,320,verde,si,7260,6940,14,15
103,1,ana,5,4,9,38,7,si,gris1,propiedad,100,gris,no,7670,7670,11,11
104,2,bob,5,1,6,35,1,si,salida,salida,0,ninguno,no,6940,6940,15,15
105,1,ana,5,1,6,7,13,no,impuesto2,impuesto,150,ninguno,no,7670,7670,11,11
106,2,bob,6,5,11,1,12,no,rosa1,propiedad,140,rosa,no,6940,6940,15,15
107,1,ana,1,3,4,13,17,no,naranja1,propiedad,180,naranja,no,7670,7670,11,11
108,2,bob,3,3,6,12,18,no,suerte3,suerte,0,ninguno,no,6940,6940,15,15
109,1,ana,2,3,5,17,22,no,rojo1,propiedad,220,rojo,no,7670,7670,11,11
110,2,bob,1,2,3,18,21,no,parking,parking,0,ninguno,no,6940,6940,15,15
111,1,ana,5,5,10,22,32,no,verde1,propiedad,300,verde,no,7670,7670,11,11
112,2,bob,4,3,7,21,28,no,amarillo2,propiedad,260,amarillo,no,6940,6940,15,15
113,1,ana,5,2,7,32,39,no,impuesto4,impuesto,100,ninguno,no,7670,7670,11,11
