turno,indice_jugador,jugador,dado1,dado2,suma,posicion_anterior,posicion_nueva,paso_salida,nombre_casilla,tipo_casilla,precio_casilla,color_casilla,compra_realizada,dinero_antes_compra,dinero_despues_compra,propiedades_antes,propiedades_despues
114,2,bob,6,1,7,1,8,no,suerte2,suerte,0,ninguno,no,8650,8650,7,7
115,3,carla,2,1,3,5,8,no,suerte2,suerte,0,ninguno,no,8100,8100,9,9
116,4,diego,5,1,6,28,34,no,suerte5,suerte,0,ninguno,no,9300,9300,4,4
117,1,ana,5,4,9,35,4,si,morado2,propiedad,60,morado,no,8760,8760,5,5
118,2,bob,4,2,6,8,14,no,rosa2,propiedad,140,rosa,no,8650,8650,7,7
119,3,carla,1,6,7,8,15,no,rosa3,propiedad,160,rosa,no,8100,8100,9,9
120,4,diego,2,1,3,34,37,no,suerte6,suerte,0,ninguno,no,9300,9300,4,4
121,1,ana,6,2,8,4,12,no,rosa1,propiedad,140,rosa,no,8760,8760,5,5
122,2,bob,4,1,5,14,19,no,naranja2,propiedad,180,naranja,no,8650,8650,7,7
123,3,carla,2,4,6,15,21,no,parking,parking,0,ninguno,no,8100,8100,9,9
124,4,diego,3,6,9,37,6,si,estacion1,estacion,200,estacion,no,9300,9300,4,4
125,1,ana,4,4,8,12,20,no,naranja3,propiedad,200,naranja,no,8760,8760,5,5
126,2,bob,4,4,8,19,27,no,amarillo1,propiedad,260,amarillo,no,8650,8650,7,7
127,3,carla,6,3,9,21,30,no,amarillo3,propiedad,280,amarillo,no,8100,8100,9,9
128,4,diego,1,2,3,6,9,no,gris2,propiedad,100,gris,no,9300,9300,4,4
129,1,ana,5,6,11,20,31,no,carcel,carcel,0,ninguno,no,8760,8760,5,5
130,2,bob,5,4,9,27,36,no,estacion4,estacion,200,estacion,no,8650,8650,7,7
131,3,carla,4,1,5,30,35,no,verde3,propiedad,320,verde,no,8100,8100,9,9
132,4,diego,2,5,7,9,16,no,estacion2,estacion,200,estacion,si,9300,9100,4,5
133,1,ana,1,1,2,31,33,no,verde2,propiedad,300,verde,no,8760,8760,5,5
134,2,bob,2,5,7,36,3,si,suerte1,suerte,0,ninguno,no,8650,8650,7,7
135,3,carla,1,6,7,35,2,si,morado1,propiedad,60,morado,no,8100,8100,9,9
136,4,diego,3,5,8,16,24,no,rojo2,propiedad,220,rojo,no,9100,9100,5,5
137,1,ana,5,3,8,33,1,si,salida,salida,0,ninguno,no,8760,8760,5,5
138,2,bob,4,3,7,3,10,no,gris3,propiedad,120,gris,no,8650,8650,7,7
139,3,carla,5,2,7,2,9,no,gris2,propiedad,100,gris,no,8100,8100,9,9
140,4,diego,6,4,10,24,34,no,suerte5,suerte,0,ninguno,no,9100,9100,5,5
141,1,ana,6,6,12,1,13,no,impuesto2,impuesto,150,ninguno,no,8760,8760,5,5
142,2,bob,5,5,10,10,20,no,naranja3,propiedad,200,naranja,no,8650,8650,7,7
143,3,carla,1,2,3,9,12,no,rosa1,propiedad,140,rosa,no,8100,8100,9,9
144,4,diego,2,4,6,34,40,no,azul2,propiedad,400,azul,no,9100,9100,5,5
145,1,ana,3,6,9,13,22,no,rojo1,propiedad,220,rojo,no,8760,8760,5,5
146,2,bob,4,2,6,20,26,no,estacion3,estacion,200,estacion,no,8650,8650,7,7
147,3,carla,3,6,9,12,21,no,parking,parking,0,ninguno,no,8100,8100,9,9
148,4,diego,3,5,8,40,8,si,suerte2,suerte,0,ninguno,no,9100,9100,5,5
149,1,ana,1,1,2,22,24,no,rojo2,propiedad,220,rojo,no,8760,8760,5,5
150,2,bob,3,5,8,26,34,no,suerte5,suerte,0,ninguno,no,8650,8650,7,7
151,3,carla,3,5,8,21,29,no,impuesto3,impuesto,100,ninguno,no,8100,8100,9,9
152,4,diego,3,2,5,8,13,no,impuesto2,impuesto,150,ninguno,no,9100,9100,5,5
153,1,ana,6,2,8,24,32,no,verde1,propiedad,300,verde,no,8760,8760,5,5
154,2,bob,3,2,5,34,39,no,impuesto4,impuesto,100,ninguno,no,8650,8650,7,7
155,3,carla,2,5,7,29,36,no,estacion4,estacion,200,estacion,no,8100,8100,9,9
156,4,diego,2,1,3,13,16,no,estacion2,estacion,200,estacion,no,9100,9100,5,5
157,1,ana,6,4,10,32,2,si,morado1,propiedad,60,morado,no,8760,8760,5,5
158,2,bob,3,4,7,39,6,si,estacion1,estacion,200,estacion,no,8650,8650,7,7
159,3,carla,1,5,6,36,2,si,morado1,propiedad,60,morado,no,8100,8100,9,9
160,4,diego,3,3,6,16,22,no,rojo1,propiedad,220,rojo,no,9100,9100,5,5
161,1,ana,3,2,5,2,7,no,gris1,propiedad,100,gris,no,8760,8760,5,5
162,2,bob,5,4,9,6,15,no,rosa3,propiedad,160,rosa,no,8650,8650,7,7
163,3,carla,5,2,7,2,9,no,gris2,propiedad,100,gris,no,8100,8100,9,9
164,4,diego,4,4,8,22,30,no,amarillo3,propiedad,280,amarillo,no,9100,9100,5,5
165,1,ana,3,6,9,7,16,no,estacion2,estacion,200,estacion,no,8760,8760,5,5
166,2,bob,6,3,9,15,24,no,rojo2,propiedad,220,rojo,no,8650,8650,7,7
167,3,carla,5,6,11,9,20,no,naranja3,propiedad,200,naranja,no,8100,8100,9,9
168,4,diego,5,1,6,30,36,no,estacion4,estacion,200,estacion,no,9100,9100,5,5
169,1,ana,2,3,5,16,21,no,parking,parking,0,ninguno,no,8760,8760,5,5
170,2,bob,1,6,7,24,31,no,carcel,carcel,0,ninguno,no,8650,8650,7,7
171,3,carla,6,1,7,20,27,no,amarillo1,propiedad,260,amarillo,no,8100,8100,9,9
172,4,diego,1,5,6,36,2,si,morado1,propiedad,60,morado,no,9100,9100,5,5
173,1,ana,4,3,7,21,28,no,amarillo2,propiedad,260,amarillo,no,8760,8760,5,5
174,2,bob,5,6,11,31,2,si,morado1,propiedad,60,morado,no,8650,8650,7,7
175,3,carla,6,2,8,27,35,no,verde3,propiedad,320,verde,no,8100,8100,9,9
176,4,diego,2,4,6,2,8,no,suerte2,suerte,0,ninguno,no,9100,9100,5,5
177,1,ana,4,3,7,28,35,no,verde3,propiedad,320,verde,no,8760,8760,5,5
178,2,bob,1,3,4,2,6,no,estacion1,estacion,200,estacion,no,8650,8650,7,7
179,3,carla,4,4,8,35,3,si,suerte1,suerte,0,ninguno,no,8100,8100,9,9
180,4,diego,3,2,5,8,13,no,impuesto2,impuesto,150,ninguno,no,9100,9100,5,5
181,1,ana,3,4,7,35,2,si,morado1,propiedad,60,morado,no,8760,8760,5,5
182,2,bob,2,3,5,6,11,no,visita_carcel,visita_carcel,0,ninguno,no,8650,8650,7,7
183,3,carla,3,1,4,3,7,no,gris1,propiedad,100,gris,no,8100,8100,9,9
184,4,diego,6,2,8,13,21,no,parking,parking,0,ninguno,no,9100,9100,5,5
185,1,ana,5,1,6,2,8,no,suerte2,suerte,0,ninguno,no,8760,8760,5,5
186,2,bob,1,1,2,11,13,no,impuesto2,impuesto,150,ninguno,no,8650,8650,7,7
187,3,carla,4,1,5,7,12,no,rosa1,propiedad,140,rosa,no,8100,8100,9,9
188,4,diego,1,5,6,21,27,no,amarillo1,propiedad,260,amarillo,no,9100,9100,5,5
189,1,ana,4,6,10,8,18,no,suerte3,suerte,0,ninguno,no,8760,8760,5,5
190,2,bob,2,1,3,13,16,no,estacion2,estacion,200,estacion,no,8650,8650,7,7
191,3,carla,6,5,11,12,23,no,suerte4,suerte,0,ninguno,no,8100,8100,9,9
192,4,diego,2,1,3,27,30,no,amarillo3,propiedad,280,amarillo,no,9100,9100,5,5
193,1,ana,6,4,10,18,28,no,amarillo2,propiedad,260,amarillo,no,8760,8760,5,5
194,2,bob,5,3,8,16,24,no,rojo2,propiedad,220,rojo,no,8650,8650,7,7
195,3,carla,1,2,3,23,26,no,estacion3,estacion,200,estacion,no,8100,8100,9,9
196,4,diego,3,4,7,30,37,no,suerte6,suerte,0,ninguno,no,9100,9100,5,5
197,1,ana,1,4,5,28,33,no,verde2,propiedad,300,verde,no,8760,8760,5,5
198,2,bob,5,6,11,24,35,no,verde3,propiedad,320,verde,no,8650,8650,7,7
199,3,carla,4,2,6,26,32,no,verde1,propiedad,300,verde,no,8100,8100,9,9
200,4,diego,3,6,9,37,6,si,estacion1,estacion,200,estacion,no,9100,9100,5,5
201,1,ana,2,4,6,33,39,no,impuesto4,impuesto,100,ninguno,no,8760,8760,5,5
202,2,bob,6,1,7,35,2,si,morado1,propiedad,60,morado,no,8650,8650,7,7
203,3,carla,5,1,6,32,38,no,azul1,propiedad,350,azul,no,8100,8100,9,9
204,4,diego,1,1,2,6,8,no,suerte2,suerte,0,ninguno,no,9100,9100,5,5
205,1,ana,4,5,9,39,8,si,suerte2,suerte,0,ninguno,no,8760,8760,5,5
206,2,bob,2,5,7,2,9,no,gris2,propiedad,100,gris,no,8650,8650,7,7
207,3,carla,3,5,8,38,6,si,estacion1,estacion,200,estacion,no,8100,8100,9,9
208,4,diego,2,6,8,8,16,no,estacion2,estacion,200,estacion,no,9100,9100,5,5
209,1,ana,2,2,4,8,12,no,rosa1,propiedad,140,rosa,no,8760,8760,5,5
210,2,bob,5,6,11,9,20,no,naranja3,propiedad,200,naranja,no,8650,8650,7,7
211,3,carla,3,4,7,6,13,no,impuesto2,impuesto,150,ninguno,no,8100,8100,9,9
212,4,diego,6,1,7,16,23,no,suerte4,suerte,0,ninguno,no,9100,9100,5,5
213,1,ana,2,3,5,12,17,no,naranja1,propiedad,180,naranja,no,8760,8760,5,5
214,2,bob,6,2,8,20,28,no,amarillo2,propiedad,260,amarillo,no,8650,8650,7,7
215,3,carla,2,5,7,13,20,no,naranja3,propiedad,200,naranja,no,8100,8100,9,9
216,4,diego,3,5,8,23,31,no,carcel,carcel,0,ninguno,no,9100,9100,5,5
217,1,ana,4,1,5,17,22,no,rojo1,propiedad,220,rojo,no,8760,8760,5,5
218,2,bob,2,5,7,28,35,no,verde3,propiedad,320,verde,no,8650,8650,7,7
219,3,carla,1,5,6,20,26,no,estacion3,estacion,200,estacion,no,8100,8100,9,9
220,4,diego,4,6,10,31,1,si,salida,salida,0,ninguno,no,9100,9100,5,5
221,1,ana,3,1,4,22,26,no,estacion3,estacion,200,estacion,no,8760,8760,5,5
222,2,bob,3,5,8,35,3,si,suerte1,suerte,0,ninguno,no,8650,8650,7,7
223,3,carla,1,4,5,26,31,no,carcel,carcel,0,ninguno,no,8100,8100,9,9
224,4,diego,3,2,5,1,6,no,estacion1,estacion,200,estacion,no,9100,9100,5,5
225,1,ana,2,4,6,26,32,no,verde1,propiedad,300,verde,no,8760,8760,5,5
226,2,bob,3,3,6,3,9,no,gris2,propiedad,100,gris,no,8650,8650,7,7
227,3,carla,5,6,11,31,2,si,morado1,propiedad,60,morado,no,8100,8100,9,9
228,4,diego,2,4,6,6,12,no,rosa1,propiedad,140,rosa,no,9100,9100,5,5
229,1,ana,6,2,8,32,40,no,azul2,propiedad,400,azul,no,8760,8760,5,5
230,2,bob,2,1,3,9,12,no,rosa1,propiedad,140,rosa,no,8650,8650,7,7
231,3,carla,6,6,12,2,14,no,rosa2,propiedad,140,rosa,no,8100,8100,9,9
232,4,diego,5,4,9,12,21,no,parking,parking,0,ninguno,no,9100,9100,5,5
233,1,ana,1,1,2,40,2,si,morado1,propiedad,60,morado,no,8760,8760,5,5
234,2,bob,4,6,10,12,22,no,rojo1,propiedad,220,rojo,no,8650,8650,7,7
235,3,carla,6,3,9,14,23,no,suerte4,suerte,0,ninguno,no,8100,8100,9,9
236,4,diego,3,6,9,21,30,no,amarillo3,propiedad,280,amarillo,no,9100,9100,5,5
237,1,ana,5,6,11,2,13,no,impuesto2,impuesto,150,ninguno,no,8760,8760,5,5
238,2,bob,4,4,8,22,30,no,amarillo3,propiedad,280,amarillo,no,8650,8650,7,7
239,3,carla,1,6,7,23,30,no,amarillo3,propiedad,280,amarillo,no,8100,8100,9,9
240,4,diego,6,2,8,30,38,no,azul1,propiedad,350,azul,no,9100,9100,5,5
241,1,ana,3,6,9,13,22,no,rojo1,propiedad,220,rojo,no,8760,8760,5,5
242,2,bob,3,1,4,30,34,no,suerte5,suerte,0,ninguno,no,8650,8650,7,7
243,3,carla,6,6,12,30,2,si,morado1,propiedad,60,morado,no,8100,8100,9,9
244,4,diego,6,2,8,38,6,si,estacion1,estacion,200,estacion,no,9100,9100,5,5
245,1,ana,4,3,7,22,29,no,impuesto3,impuesto,100,ninguno,no,8760,8760,5,5
246,2,bob,3,3,6,34,40,no,azul2,propiedad,400,azul,no,8650,8650,7,7
247,3,carla,5,4,9,2,11,no,visita_carcel,visita_carcel,0,ninguno,no,8100,8100,9,9
248,4,diego,1,4,5,6,11,no,visita_carcel,visita_carcel,0,ninguno,no,9100,9100,5,5
249,1,ana,3,3,6,29,35,no,verde3,propiedad,320,verde,no,8760,8760,5,5
250,2,bob,3,3,6,40,6,si,estacion1,estacion,200,estacion,no,8650,8650,7,7
251,3,carla,6,5,11,11,22,no,rojo1,propiedad,220,rojo,no,8100,8100,9,9
252,4,diego,6,3,9,11,20,no,naranja3,propiedad,200,naranja,no,9100,9100,5,5
253,1,ana,4,2,6,35,1,si,salida,salida,0,ninguno,no,8760,8760,5,5
254,2,bob,5,3,8,6,14,no,rosa2,propiedad,140,rosa,no,8650,8650,7,7
255,3,carla,6,1,7,22,29,no,impuesto3,impuesto,100,ninguno,no,8100,8100,9,9
256,4,diego,1,4,5,20,25,no,rojo3,propiedad,240,rojo,no,9100,9100,5,5
257,1,ana,3,4,7,1,8,no,suerte2,suerte,0,ninguno,no,8760,8760,5,5
258,2,bob,2,6,8,14,22,no,rojo1,propiedad,220,rojo,no,8650,8650,7,7
259,3,carla,5,1,6,29,35,no,verde3,propiedad,320,verde,no,8100,8100,9,9
260,4,diego,2,2,4,25,29,no,impuesto3,impuesto,100,ninguno,no,9100,9100,5,5
261,1,ana,6,6,12,8,20,no,naranja3,propiedad,200,naranja,no,8760,8760,5,5
262,2,bob,2,6,8,22,30,no,amarillo3,propiedad,280,amarillo,no,8650,8650,7,7
263,3,carla,3,2,5,35,40,no,azul2,propiedad,400,azul,no,8100,8100,9,9
264,4,diego,1,3,4,29,33,no,verde2,propiedad,300,verde,no,9100,9100,5,5
265,1,ana,1,5,6,20,26,no,estacion3,estacion,200,estacion,no,8760,8760,5,5
266,2,bob,5,5,10,30,40,no,azul2,propiedad,400,azul,no,8650,8650,7,7
267,3,carla,2,2,4,40,4,si,morado2,propiedad,60,morado,no,8100,8100,9,9
268,4,diego,5,4,9,33,2,si,morado1,propiedad,60,morado,no,9100,9100,5,5
269,1,ana,5,6,11,26,37,no,suerte6,suerte,0,ninguno,no,8760,8760,5,5
270,2,bob,4,2,6,40,6,si,estacion1,estacion,200,estacion,no,8650,8650,7,7
271,3,carla,1,4,5,4,9,no,gris2,propiedad,100,gris,no,8100,8100,9,9
272,4,diego,4,3,7,2,9,no,gris2,propiedad,100,gris,no,9100,9100,5,5
273,1,ana,1,1,2,37,39,no,impuesto4,impuesto,100,ninguno,no,8760,8760,5,5
274,2,bob,5,4,9,6,15,no,rosa3,propiedad,160,rosa,no,8650,8650,7,7
275,3,carla,2,5,7,9,16,no,estacion2,estacion,200,estacion,no,8100,8100,9,9
276,4,diego,4,4,8,9,17,no,naranja1,propiedad,180,naranja,no,9100,9100,5,5
277,1,ana,1,5,6,39,5,si,impuesto1,impuesto,200,ninguno,no,8760,8760,5,5
278,2,bob,4,6,10,15,25,no,rojo3,propiedad,240,rojo,no,8650,8650,7,7
279,3,carla,6,2,8,16,24,no,rojo2,propiedad,220,rojo,no,8100,8100,9,9
280,4,diego,3,1,4,17,21,no,parking,parking,0,ninguno,no,9100,9100,5,5
281,1,ana,3,3,6,5,11,no,visita_carcel,visita_carcel,0,ninguno,no,8760,8760,5,5
282,2,bob,1,6,7,25,32,no,verde1,propiedad,300,verde,no,8650,8650,7,7
283,3,carla,5,4,9,24,33,no,verde2,propiedad,300,verde,no,8100,8100,9,9
284,4,diego,5,1,6,21,27,no,amarillo1,propiedad,260,amarillo,no,9100,9100,5,5
285,1,ana,5,1,6,11,17,no,naranja1,propiedad,180,naranja,no,8760,8760,5,5
286,2,bob,6,5,11,32,3,si,suerte1,suerte,0,ninguno,no,8650,8650,7,7
287,3,carla,1,3,4,33,37,no,suerte6,suerte,0,ninguno,no,8100,8100,9,9
288,4,diego,3,3,6,27,33,no,verde2,propiedad,300,verde,no,9100,9100,5,5
289,1,ana,2,3,5,17,22,no,rojo1,propiedad,220,rojo,no,8760,8760,5,5
290,2,bob,1,2,3,3,6,no,estacion1,estacion,200,estacion,no,8650,8650,7,7
291,3,carla,5,5,10,37,7,si,gris1,propiedad,100,gris,no,8100,8100,9,9
292,4,diego,4,3,7,33,40,no,azul2,propiedad,400,azul,no,9100,9100,5,5
293,1,ana,5,2,7,22,29,no,impuesto3,impuesto,100,ninguno,no,8760,8760,5,5
294,2,bob,6,1,7,6,13,no,impuesto2,impuesto,150,ninguno,no,8650,8650,7,7
