turno,indice_jugador,jugador,dado1,dado2,suma,posicion_anterior,posicion_nueva,paso_salida,casilla_destino,nombre_casilla
1065,3,carla,4,4,8,18,26,no,26,estacion3
1066,4,diego,3,6,9,32,1,si,1,salida
1067,5,elena,6,3,9,28,37,no,37,suerte6
1068,6,fernando,5,6,11,9,20,no,20,naranja3
1069,1,ana,5,1,6,2,8,no,8,suerte2
1070,2,bob,2,3,5,36,1,si,1,salida
1071,3,carla,1,6,7,26,33,no,33,verde2
1072,4,diego,6,1,7,1,8,no,8,suerte2
1073,5,elena,1,5,6,37,3,si,3,suerte1
1074,6,fernando,4,3,7,20,27,no,27,amarillo1
1075,1,ana,5,6,11,8,19,no,19,naranja2
1076,2,bob,6,2,8,1,9,no,9,gris2
1077,3,carla,2,4,6,33,39,no,39,impuesto4
1078,4,diego,4,3,7,8,15,no,15,rosa3
1079,5,elena,1,3,4,3,7,no,7,gris1
1080,6,fernando,4,4,8,27,35,no,35,verde3
1081,1,ana,3,2,5,19,24,no,24,rojo2
1082,2,bob,3,4,7,9,16,no,16,estacion2
1083,3,carla,2,3,5,39,4,si,4,morado2
1084,4,diego,3,1,4,15,19,no,19,naranja2
1085,5,elena,6,2,8,7,15,no,15,rosa3
1086,6,fernando,5,1,6,35,1,si,1,salida
1087,1,ana,1,1,2,24,26,no,26,estacion3
1088,2,bob,4,1,5,16,21,no,21,parking
1089,3,carla,1,5,6,4,10,no,10,gris3
1090,4,diego,4,6,10,19,29,no,29,impuesto3
1091,5,elena,2,1,3,15,18,no,18,suerte3
1092,6,fernando,6,5,11,1,12,no,12,rosa1
1093,1,ana,2,1,3,26,29,no,29,impuesto3
1094,2,bob,6,4,10,21,31,no,31,carcel
1095,3,carla,5,3,8,10,18,no,18,suerte3
1096,4,diego,1,2,3,29,32,no,32,verde1
1097,5,elena,3,4,7,18,25,no,25,rojo3
1098,6,fernando,1,4,5,12,17,no,17,naranja1
1099,1,ana,5,6,11,29,40,no,40,azul2
1100,2,bob,4,2,6,31,37,no,37,suerte6
1101,3,carla,3,6,9,18,27,no,27,amarillo1
1102,4,diego,2,4,6,32,38,no,38,azul1
1103,5,elena,6,1,7,25,32,no,32,verde1
1104,6,fernando,5,1,6,17,23,no,23,suerte4
1105,1,ana,1,1,2,40,2,si,2,morado1
1106,2,bob,4,5,9,37,6,si,6,estacion1
1107,3,carla,2,5,7,27,34,no,34,suerte5
1108,4,diego,3,5,8,38,6,si,6,estacion1
1109,5,elena,2,6,8,32,40,no,40,azul2
1110,6,fernando,2,2,4,23,27,no,27,amarillo1
1111,1,ana,5,6,11,2,13,no,13,impuesto2
1112,2,bob,3,4,7,6,13,no,13,impuesto2
1113,3,carla,6,1,7,34,1,si,1,salida
1114,4,diego,2,3,5,6,11,no,11,visita_carcel
1115,5,elena,6,2,8,40,8,si,8,suerte2
1116,6,fernando,2,5,7,27,34,no,34,suerte5
1117,1,ana,3,5,8,13,21,no,21,parking
1118,2,bob,4,1,5,13,18,no,18,suerte3
1119,3,carla,2,5,7,1,8,no,8,suerte2
1120,4,diego,1,5,6,11,17,no,17,naranja1
1121,5,elena,4,6,10,8,18,no,18,suerte3
1122,6,fernando,3,1,4,34,38,no,38,azul1
1123,1,ana,3,5,8,21,29,no,29,impuesto3
1124,2,bob,1,4,5,18,23,no,23,suerte4
1125,3,carla,3,2,5,8,13,no,13,impuesto2
1126,4,diego,2,4,6,17,23,no,23,suerte4
1127,5,elena,3,3,6,18,24,no,24,rojo2
1128,6,fernando,5,6,11,38,9,si,9,gris2
1129,1,ana,2,4,6,29,35,no,35,verde3
1130,2,bob,6,2,8,23,31,no,31,carcel
1131,3,carla,2,1,3,13,16,no,16,estacion2
1132,4,diego,6,6,12,23,35,no,35,verde3
1133,5,elena,5,4,9,24,33,no,33,verde2
1134,6,fernando,1,1,2,9,11,no,11,visita_carcel
1135,1,ana,4,6,10,35,5,si,5,impuesto1
1136,2,bob,6,3,9,31,40,no,40,azul2
1137,3,carla,3,6,9,16,25,no,25,rojo3
1138,4,diego,5,6,11,35,6,si,6,estacion1
1139,5,elena,4,4,8,33,1,si,1,salida
1140,6,fernando,1,6,7,11,18,no,18,suerte3
1141,1,ana,6,2,8,5,13,no,13,impuesto2
1142,2,bob,3,6,9,40,9,si,9,gris2
1143,3,carla,3,1,4,25,29,no,29,impuesto3
1144,4,diego,6,6,12,6,18,no,18,suerte3
1145,5,elena,6,2,8,1,9,no,9,gris2
1146,6,fernando,4,3,7,18,25,no,25,rojo3
1147,1,ana,3,3,6,13,19,no,19,naranja2
1148,2,bob,5,4,9,9,18,no,18,suerte3
1149,3,carla,1,4,5,29,34,no,34,suerte5
1150,4,diego,3,3,6,18,24,no,24,rojo2
1151,5,elena,3,3,6,9,15,no,15,rosa3
1152,6,fernando,6,5,11,25,36,no,36,estacion4
1153,1,ana,6,3,9,19,28,no,28,amarillo2
1154,2,bob,4,2,6,18,24,no,24,rojo2
1155,3,carla,5,3,8,34,2,si,2,morado1
1156,4,diego,6,1,7,24,31,no,31,carcel
1157,5,elena,1,4,5,15,20,no,20,naranja3
1158,6,fernando,3,4,7,36,3,si,3,suerte1
1159,1,ana,2,6,8,28,36,no,36,estacion4
1160,2,bob,5,1,6,24,30,no,30,amarillo3
1161,3,carla,2,2,4,2,6,no,6,estacion1
1162,4,diego,6,6,12,31,3,si,3,suerte1
1163,5,elena,2,6,8,20,28,no,28,amarillo2
1164,6,fernando,3,2,5,3,8,no,8,suerte2
1165,1,ana,1,3,4,36,40,no,40,azul2
1166,2,bob,1,5,6,30,36,no,36,estacion4
1167,3,carla,5,5,10,6,16,no,16,estacion2
1168,4,diego,2,2,4,3,7,no,7,gris1
1169,5,elena,5,4,9,28,37,no,37,suerte6
1170,6,fernando,5,6,11,8,19,no,19,naranja2
1171,1,ana,4,2,6,40,6,si,6,estacion1
1172,2,bob,1,4,5,36,1,si,1,salida
1173,3,carla,4,3,7,16,23,no,23,suerte4
1174,4,diego,1,1,2,7,9,no,9,gris2
1175,5,elena,5,4,9,37,6,si,6,estacion1
1176,6,fernando,2,5,7,19,26,no,26,estacion3
1177,1,ana,4,4,8,6,14,no,14,rosa2
1178,2,bob,1,5,6,1,7,no,7,gris1
1179,3,carla,4,6,10,23,33,no,33,verde2
1180,4,diego,6,2,8,9,17,no,17,naranja1
1181,5,elena,3,1,4,6,10,no,10,gris3
1182,6,fernando,3,3,6,26,32,no,32,verde1
1183,1,ana,1,6,7,14,21,no,21,parking
1184,2,bob,5,4,9,7,16,no,16,estacion2
1185,3,carla,5,1,6,33,39,no,39,impuesto4
1186,4,diego,5,1,6,17,23,no,23,suerte4
1187,5,elena,6,5,11,10,21,no,21,parking
1188,6,fernando,1,3,4,32,36,no,36,estacion4
1189,1,ana,3,3,6,21,27,no,27,amarillo1
1190,2,bob,2,3,5,16,21,no,21,parking
1191,3,carla,1,2,3,39,2,si,2,morado1
1192,4,diego,5,5,10,23,33,no,33,verde2
1193,5,elena,4,3,7,21,28,no,28,amarillo2
1194,6,fernando,5,2,7,36,3,si,3,suerte1
1195,1,ana,6,1,7,27,34,no,34,suerte5
1196,2,bob,2,1,3,21,24,no,24,rojo2
1197,3,carla,5,1,6,2,8,no,8,suerte2
1198,4,diego,5,4,9,33,2,si,2,morado1
1199,5,elena,4,2,6,28,34,no,34,suerte5
1200,6,fernando,1,6,7,3,10,no,10,gris3
1201,1,ana,2,1,3,34,37,no,37,suerte6
1202,2,bob,6,2,8,24,32,no,32,verde1
1203,3,carla,4,1,5,8,13,no,13,impuesto2
1204,4,diego,2,4,6,2,8,no,8,suerte2
1205,5,elena,3,6,9,34,3,si,3,suerte1
1206,6,fernando,4,4,8,10,18,no,18,suerte3
1207,1,ana,4,4,8,37,5,si,5,impuesto1
1208,2,bob,6,3,9,32,1,si,1,salida
1209,3,carla,1,2,3,13,16,no,16,estacion2
1210,4,diego,5,6,11,8,19,no,19,naranja2
1211,5,elena,5,4,9,3,12,no,12,rosa1
1212,6,fernando,4,1,5,18,23,no,23,suerte4
1213,1,ana,2,5,7,5,12,no,12,rosa1
1214,2,bob,1,1,2,1,3,no,3,suerte1
1215,3,carla,2,5,7,16,23,no,23,suerte4
1216,4,diego,1,6,7,19,26,no,26,estacion3
1217,5,elena,3,5,8,12,20,no,20,naranja3
1218,6,fernando,5,3,8,23,31,no,31,carcel
1219,1,ana,4,3,7,12,19,no,19,naranja2
1220,2,bob,5,2,7,3,10,no,10,gris3
1221,3,carla,6,4,10,23,33,no,33,verde2
1222,4,diego,6,6,12,26,38,no,38,azul1
1223,5,elena,5,5,10,20,30,no,30,amarillo3
1224,6,fernando,1,2,3,31,34,no,34,suerte5
1225,1,ana,2,4,6,19,25,no,25,rojo3
1226,2,bob,3,6,9,10,19,no,19,naranja2
1227,3,carla,4,2,6,33,39,no,39,impuesto4
1228,4,diego,3,6,9,38,7,si,7,gris1
1229,5,elena,3,5,8,30,38,no,38,azul1
1230,6,fernando,1,1,2,34,36,no,36,estacion4
1231,1,ana,3,5,8,25,33,no,33,verde2
1232,2,bob,3,5,8,19,27,no,27,amarillo1
1233,3,carla,3,2,5,39,4,si,4,morado2
1234,4,diego,6,2,8,7,15,no,15,rosa3
1235,5,elena,3,2,5,38,3,si,3,suerte1
1236,6,fernando,2,5,7,36,3,si,3,suerte1
1237,1,ana,2,1,3,33,36,no,36,estacion4
1238,2,bob,6,4,10,27,37,no,37,suerte6
1239,3,carla,3,4,7,4,11,no,11,visita_carcel
1240,4,diego,1,5,6,15,21,no,21,parking
1241,5,elena,3,3,6,3,9,no,9,gris2
1242,6,fernando,3,2,5,3,8,no,8,suerte2
1243,1,ana,5,4,9,36,5,si,5,impuesto1
1244,2,bob,5,2,7,37,4,si,4,morado2
1245,3,carla,4,4,8,11,19,no,19,naranja2
1246,4,diego,3,6,9,21,30,no,30,amarillo3
1247,5,elena,6,3,9,9,18,no,18,suerte3
1248,6,fernando,5,6,11,8,19,no,19,naranja2
1249,1,ana,5,1,6,5,11,no,11,visita_carcel
1250,2,bob,2,3,5,4,9,no,9,gris2
1251,3,carla,1,6,7,19,26,no,26,estacion3
1252,4,diego,6,1,7,30,37,no,37,suerte6
1253,5,elena,1,5,6,18,24,no,24,rojo2
1254,6,fernando,4,3,7,19,26,no,26,estacion3
1255,1,ana,5,6,11,11,22,no,22,rojo1
1256,2,bob,6,2,8,9,17,no,17,naranja1
1257,3,carla,2,4,6,26,32,no,32,verde1
1258,4,diego,4,3,7,37,4,si,4,morado2
1259,5,elena,1,3,4,24,28,no,28,amarillo2
1260,6,fernando,4,4,8,26,34,no,34,suerte5
1261,1,ana,3,2,5,22,27,no,27,amarillo1
1262,2,bob,3,4,7,17,24,no,24,rojo2
1263,3,carla,2,3,5,32,37,no,37,suerte6
1264,4,diego,3,1,4,4,8,no,8,suerte2
1265,5,elena,6,2,8,28,36,no,36,estacion4
1266,6,fernando,5,1,6,34,40,no,40,azul2
1267,1,ana,1,1,2,27,29,no,29,impuesto3
1268,2,bob,4,1,5,24,29,no,29,impuesto3
1269,3,carla,1,5,6,37,3,si,3,suerte1
1270,4,diego,4,6,10,8,18,no,18,suerte3
1271,5,elena,2,1,3,36,39,no,39,impuesto4
1272,6,fernando,6,5,11,40,11,si,11,visita_carcel
1273,1,ana,2,1,3,29,32,no,32,verde1
1274,2,bob,6,4,10,29,39,no,39,impuesto4
1275,3,carla,5,3,8,3,11,no,11,visita_carcel
1276,4,diego,1,2,3,18,21,no,21,parking
1277,5,elena,3,4,7,39,6,si,6,estacion1
1278,6,fernando,1,4,5,11,16,no,16,estacion2
1279,1,ana,5,6,11,32,3,si,3,suerte1
1280,2,bob,4,2,6,39,5,si,5,impuesto1
1281,3,carla,3,6,9,11,20,no,20,naranja3
1282,4,diego,2,4,6,21,27,no,27,amarillo1
1283,5,elena,6,1,7,6,13,no,13,impuesto2
1284,6,fernando,5,1,6,16,22,no,22,rojo1
1285,1,ana,1,1,2,3,5,no,5,impuesto1
1286,2,bob,4,5,9,5,14,no,14,rosa2
1287,3,carla,2,5,7,20,27,no,27,amarillo1
1288,4,diego,3,5,8,27,35,no,35,verde3
1289,5,elena,2,6,8,13,21,no,21,parking
1290,6,fernando,2,2,4,22,26,no,26,estacion3
1291,1,ana,5,6,11,5,16,no,16,estacion2
1292,2,bob,3,4,7,14,21,no,21,parking
1293,3,carla,6,1,7,27,34,no,34,suerte5
1294,4,diego,2,3,5,35,40,no,40,azul2
1295,5,elena,6,2,8,21,29,no,29,impuesto3
1296,6,fernando,2,5,7,26,33,no,33,verde2
1297,1,ana,3,5,8,16,24,no,24,rojo2
1298,2,bob,4,1,5,21,26,no,26,estacion3
1299,3,carla,2,5,7,34,1,si,1,salida
1300,4,diego,1,5,6,40,6,si,6,estacion1
1301,5,elena,4,6,10,29,39,no,39,impuesto4
1302,6,fernando,3,1,4,33,37,no,37,suerte6
1303,1,ana,3,5,8,24,32,no,32,verde1
1304,2,bob,1,4,5,26,31,no,31,carcel
1305,3,carla,3,2,5,1,6,no,6,estacion1
1306,4,diego,2,4,6,6,12,no,12,rosa1
1307,5,elena,3,3,6,39,5,si,5,impuesto1
1308,6,fernando,5,6,11,37,8,si,8,suerte2
1309,1,ana,2,4,6,32,38,no,38,azul1
1310,2,bob,6,2,8,31,39,no,39,impuesto4
1311,3,carla,2,1,3,6,9,no,9,gris2
1312,4,diego,6,6,12,12,24,no,24,rojo2
1313,5,elena,5,4,9,5,14,no,14,rosa2
1314,6,fernando,1,1,2,8,10,no,10,gris3
1315,1,ana,4,6,10,38,8,si,8,suerte2
1316,2,bob,6,3,9,39,8,si,8,suerte2
1317,3,carla,3,6,9,9,18,no,18,suerte3
1318,4,diego,5,6,11,24,35,no,35,verde3
1319,5,elena,4,4,8,14,22,no,22,rojo1
1320,6,fernando,1,6,7,10,17,no,17,naranja1
1321,1,ana,6,2,8,8,16,no,16,estacion2
1322,2,bob,3,6,9,8,17,no,17,naranja1
1323,3,carla,3,1,4,18,22,no,22,rojo1
1324,4,diego,6,6,12,35,7,si,7,gris1
1325,5,elena,6,2,8,22,30,no,30,amarillo3
1326,6,fernando,4,3,7,17,24,no,24,rojo2
1327,1,ana,3,3,6,16,22,no,22,rojo1
1328,2,bob,5,4,9,17,26,no,26,estacion3
1329,3,carla,1,4,5,22,27,no,27,amarillo1
1330,4,diego,3,3,6,7,13,no,13,impuesto2
1331,5,elena,3,3,6,30,36,no,36,estacion4
1332,6,fernando,6,5,11,24,35,no,35,verde3
1333,1,ana,6,3,9,22,31,no,31,carcel
1334,2,bob,4,2,6,26,32,no,32,verde1
1335,3,carla,5,3,8,27,35,no,35,verde3
1336,4,diego,6,1,7,13,20,no,20,naranja3
1337,5,elena,1,4,5,36,1,si,1,salida
1338,6,fernando,3,4,7,35,2,si,2,morado1
1339,1,ana,2,6,8,31,39,no,39,impuesto4
1340,2,bob,5,1,6,32,38,no,38,azul1
1341,3,carla,2,2,4,35,39,no,39,impuesto4
1342,4,diego,6,6,12,20,32,no,32,verde1
1343,5,elena,2,6,8,1,9,no,9,gris2
1344,6,fernando,3,2,5,2,7,no,7,gris1
1345,1,ana,1,3,4,39,3,si,3,suerte1
1346,2,bob,1,5,6,38,4,si,4,morado2
1347,3,carla,5,5,10,39,9,si,9,gris2
1348,4,diego,2,2,4,32,36,no,36,estacion4
1349,5,elena,5,4,9,9,18,no,18,suerte3
1350,6,fernando,5,6,11,7,18,no,18,suerte3
1351,1,ana,4,2,6,3,9,no,9,gris2
1352,2,bob,1,4,5,4,9,no,9,gris2
1353,3,carla,4,3,7,9,16,no,16,estacion2
1354,4,diego,1,1,2,36,38,no,38,azul1
1355,5,elena,5,4,9,18,27,no,27,amarillo1
1356,6,fernando,2,5,7,18,25,no,25,rojo3
1357,1,ana,4,4,8,9,17,no,17,naranja1
1358,2,bob,1,5,6,9,15,no,15,rosa3
1359,3,carla,4,6,10,16,26,no,26,estacion3
1360,4,diego,6,2,8,38,6,si,6,estacion1
1361,5,elena,3,1,4,27,31,no,31,carcel
1362,6,fernando,3,3,6,25,31,no,31,carcel
1363,1,ana,1,6,7,17,24,no,24,rojo2
1364,2,bob,5,4,9,15,24,no,24,rojo2
1365,3,carla,5,1,6,26,32,no,32,verde1
1366,4,diego,5,1,6,6,12,no,12,rosa1
1367,5,elena,6,5,11,31,2,si,2,morado1
1368,6,fernando,1,3,4,31,35,no,35,verde3
1369,1,ana,3,3,6,24,30,no,30,amarillo3
1370,2,bob,2,3,5,24,29,no,29,impuesto3
1371,3,carla,1,2,3,32,35,no,35,verde3
1372,4,diego,5,5,10,12,22,no,22,rojo1
1373,5,elena,4,3,7,2,9,no,9,gris2
1374,6,fernando,5,2,7,35,2,si,2,morado1
1375,1,ana,6,1,7,30,37,no,37,suerte6
1376,2,bob,2,1,3,29,32,no,32,verde1
1377,3,carla,5,1,6,35,1,si,1,salida
1378,4,diego,5,4,9,22,31,no,31,carcel
1379,5,elena,4,2,6,9,15,no,15,rosa3
1380,6,fernando,1,6,7,2,9,no,9,gris2
1381,1,ana,2,1,3,37,40,no,40,azul2
1382,2,bob,6,2,8,32,40,no,40,azul2
1383,3,carla,4,1,5,1,6,no,6,estacion1
1384,4,diego,2,4,6,31,37,no,37,suerte6
1385,5,elena,3,6,9,15,24,no,24,rojo2
1386,6,fernando,4,4,8,9,17,no,17,naranja1
1387,1,ana,4,4,8,40,8,si,8,suerte2
1388,2,bob,6,3,9,40,9,si,9,gris2
1389,3,carla,1,2,3,6,9,no,9,gris2
1390,4,diego,5,6,11,37,8,si,8,suerte2
1391,5,elena,5,4,9,24,33,no,33,verde2
1392,6,fernando,4,1,5,17,22,no,22,rojo1
1393,1,ana,2,5,7,8,15,no,15,rosa3
1394,2,bob,1,1,2,9,11,no,11,visita_carcel
1395,3,carla,2,5,7,9,16,no,16,estacion2
1396,4,diego,1,6,7,8,15,no,15,rosa3
1397,5,elena,3,5,8,33,1,si,1,salida
1398,6,fernando,5,3,8,22,30,no,30,amarillo3
1399,1,ana,4,3,7,15,22,no,22,rojo1
1400,2,bob,5,2,7,11,18,no,18,suerte3
1401,3,carla,6,4,10,16,26,no,26,estacion3
1402,4,diego,6,6,12,15,27,no,27,amarillo1
1403,5,elena,5,5,10,1,11,no,11,visita_carcel
1404,6,fernando,1,2,3,30,33,no,33,verde2
1405,1,ana,2,4,6,22,28,no,28,amarillo2
1406,2,bob,3,6,9,18,27,no,27,amarillo1
1407,3,carla,4,2,6,26,32,no,32,verde1
1408,4,diego,3,6,9,27,36,no,36,estacion4
1409,5,elena,3,5,8,11,19,no,19,naranja2
1410,6,fernando,1,1,2,33,35,no,35,verde3
1411,1,ana,3,5,8,28,36,no,36,estacion4
1412,2,bob,3,5,8,27,35,no,35,verde3
1413,3,carla,3,2,5,32,37,no,37,suerte6
1414,4,diego,6,2,8,36,4,si,4,morado2
1415,5,elena,3,2,5,19,24,no,24,rojo2
1416,6,fernando,2,5,7,35,2,si,2,morado1
1417,1,ana,2,1,3,36,39,no,39,impuesto4
1418,2,bob,6,4,10,35,5,si,5,impuesto1
1419,3,carla,3,4,7,37,4,si,4,morado2
1420,4,diego,1,5,6,4,10,no,10,gris3
1421,5,elena,3,3,6,24,30,no,30,amarillo3
1422,6,fernando,3,2,5,2,7,no,7,gris1
1423,1,ana,5,4,9,39,8,si,8,suerte2
1424,2,bob,5,2,7,5,12,no,12,rosa1
1425,3,carla,4,4,8,4,12,no,12,rosa1
1426,4,diego,3,6,9,10,19,no,19,naranja2
1427,5,elena,6,3,9,30,39,no,39,impuesto4
1428,6,fernando,5,6,11,7,18,no,18,suerte3
1429,1,ana,5,1,6,8,14,no,14,rosa2
1430,2,bob,2,3,5,12,17,no,17,naranja1
1431,3,carla,1,6,7,12,19,no,19,naranja2
1432,4,diego,6,1,7,19,26,no,26,estacion3
1433,5,elena,1,5,6,39,5,si,5,impuesto1
1434,6,fernando,4,3,7,18,25,no,25,rojo3
1435,1,ana,5,6,11,14,25,no,25,rojo3
1436,2,bob,6,2,8,17,25,no,25,rojo3
1437,3,carla,2,4,6,19,25,no,25,rojo3
1438,4,diego,4,3,7,26,33,no,33,verde2
1439,5,elena,1,3,4,5,9,no,9,gris2
1440,6,fernando,4,4,8,25,33,no,33,verde2
1441,1,ana,3,2,5,25,30,no,30,amarillo3
1442,2,bob,3,4,7,25,32,no,32,verde1
1443,3,carla,2,3,5,25,30,no,30,amarillo3
1444,4,diego,3,1,4,33,37,no,37,suerte6
1445,5,elena,6,2,8,9,17,no,17,naranja1
1446,6,fernando,5,1,6,33,39,no,39,impuesto4
1447,1,ana,1,1,2,30,32,no,32,verde1
1448,2,bob,4,1,5,32,37,no,37,suerte6
1449,3,carla,1,5,6,30,36,no,36,estacion4
1450,4,diego,4,6,10,37,7,si,7,gris1
1451,5,elena,2,1,3,17,20,no,20,naranja3
1452,6,fernando,6,5,11,39,10,si,10,gris3
1453,1,ana,2,1,3,32,35,no,35,verde3
1454,2,bob,6,4,10,37,7,si,7,gris1
1455,3,carla,5,3,8,36,4,si,4,morado2
1456,4,diego,1,2,3,7,10,no,10,gris3
1457,5,elena,3,4,7,20,27,no,27,amarillo1
1458,6,fernando,1,4,5,10,15,no,15,rosa3
1459,1,ana,5,6,11,35,6,si,6,estacion1
1460,2,bob,4,2,6,7,13,no,13,impuesto2
1461,3,carla,3,6,9,4,13,no,13,impuesto2
1462,4,diego,2,4,6,10,16,no,16,estacion2
1463,5,elena,6,1,7,27,34,no,34,suerte5
1464,6,fernando,5,1,6,15,21,no,21,parking
1465,1,ana,1,1,2,6,8,no,8,suerte2
1466,2,bob,4,5,9,13,22,no,22,rojo1
1467,3,carla,2,5,7,13,20,no,20,naranja3
1468,4,diego,3,5,8,16,24,no,24,rojo2
1469,5,elena,2,6,8,34,2,si,2,morado1
1470,6,fernando,2,2,4,21,25,no,25,rojo3
1471,1,ana,5,6,11,8,19,no,19,naranja2
1472,2,bob,3,4,7,22,29,no,29,impuesto3
1473,3,carla,6,1,7,20,27,no,27,amarillo1
1474,4,diego,2,3,5,24,29,no,29,impuesto3
1475,5,elena,6,2,8,2,10,no,10,gris3
1476,6,fernando,2,5,7,25,32,no,32,verde1
1477,1,ana,3,5,8,19,27,no,27,amarillo1
1478,2,bob,4,1,5,29,34,no,34,suerte5
1479,3,carla,2,5,7,27,34,no,34,suerte5
1480,4,diego,1,5,6,29,35,no,35,verde3
1481,5,elena,4,6,10,10,20,no,20,naranja3
1482,6,fernando,3,1,4,32,36,no,36,estacion4
1483,1,ana,3,5,8,27,35,no,35,verde3
1484,2,bob,1,4,5,34,39,no,39,impuesto4
1485,3,carla,3,2,5,34,39,no,39,impuesto4
1486,4,diego,2,4,6,35,1,si,1,salida
1487,5,elena,3,3,6,20,26,no,26,estacion3
1488,6,fernando,5,6,11,36,7,si,7,gris1
1489,1,ana,2,4,6,35,1,si,1,salida
1490,2,bob,6,2,8,39,7,si,7,gris1
1491,3,carla,2,1,3,39,2,si,2,morado1
1492,4,diego,6,6,12,1,13,no,13,impuesto2
1493,5,elena,5,4,9,26,35,no,35,verde3
1494,6,fernando,1,1,2,7,9,no,9,gris2
1495,1,ana,4,6,10,1,11,no,11,visita_carcel
1496,2,bob,6,3,9,7,16,no,16,estacion2
1497,3,carla,3,6,9,2,11,no,11,visita_carcel
1498,4,diego,5,6,11,13,24,no,24,rojo2
1499,5,elena,4,4,8,35,3,si,3,suerte1
1500,6,fernando,1,6,7,9,16,no,16,estacion2
1501,1,ana,6,2,8,11,19,no,19,naranja2
1502,2,bob,3,6,9,16,25,no,25,rojo3
1503,3,carla,3,1,4,11,15,no,15,rosa3
1504,4,diego,6,6,12,24,36,no,36,estacion4
1505,5,elena,6,2,8,3,11,no,11,visita_carcel
1506,6,fernando,4,3,7,16,23,no,23,suerte4
1507,1,ana,3,3,6,19,25,no,25,rojo3
1508,2,bob,5,4,9,25,34,no,34,suerte5
1509,3,carla,1,4,5,15,20,no,20,naranja3
1510,4,diego,3,3,6,36,2,si,2,morado1
1511,5,elena,3,3,6,11,17,no,17,naranja1
1512,6,fernando,6,5,11,23,34,no,34,suerte5
1513,1,ana,6,3,9,25,34,no,34,suerte5
1514,2,bob,4,2,6,34,40,no,40,azul2
1515,3,carla,5,3,8,20,28,no,28,amarillo2
1516,4,diego,6,1,7,2,9,no,9,gris2
1517,5,elena,1,4,5,17,22,no,22,rojo1
1518,6,fernando,3,4,7,34,1,si,1,salida
1519,1,ana,2,6,8,34,2,si,2,morado1
1520,2,bob,5,1,6,40,6,si,6,estacion1
1521,3,carla,2,2,4,28,32,no,32,verde1
1522,4,diego,6,6,12,9,21,no,21,parking
1523,5,elena,2,6,8,22,30,no,30,amarillo3
1524,6,fernando,3,2,5,1,6,no,6,estacion1
1525,1,ana,1,3,4,2,6,no,6,estacion1
1526,2,bob,1,5,6,6,12,no,12,rosa1
1527,3,carla,5,5,10,32,2,si,2,morado1
1528,4,diego,2,2,4,21,25,no,25,rojo3
1529,5,elena,5,4,9,30,39,no,39,impuesto4
1530,6,fernando,5,6,11,6,17,no,17,naranja1
1531,1,ana,4,2,6,6,12,no,12,rosa1
1532,2,bob,1,4,5,12,17,no,17,naranja1
1533,3,carla,4,3,7,2,9,no,9,gris2
1534,4,diego,1,1,2,25,27,no,27,amarillo1
1535,5,elena,5,4,9,39,8,si,8,suerte2
1536,6,fernando,2,5,7,17,24,no,24,rojo2
1537,1,ana,4,4,8,12,20,no,20,naranja3
1538,2,bob,1,5,6,17,23,no,23,suerte4
1539,3,carla,4,6,10,9,19,no,19,naranja2
1540,4,diego,6,2,8,27,35,no,35,verde3
1541,5,elena,3,1,4,8,12,no,12,rosa1
1542,6,fernando,3,3,6,24,30,no,30,amarillo3
1543,1,ana,1,6,7,20,27,no,27,amarillo1
1544,2,bob,5,4,9,23,32,no,32,verde1
1545,3,carla,5,1,6,19,25,no,25,rojo3
1546,4,diego,5,1,6,35,1,si,1,salida
1547,5,elena,6,5,11,12,23,no,23,suerte4
1548,6,fernando,1,3,4,30,34,no,34,suerte5
1549,1,ana,3,3,6,27,33,no,33,verde2
1550,2,bob,2,3,5,32,37,no,37,suerte6
1551,3,carla,1,2,3,25,28,no,28,amarillo2
1552,4,diego,5,5,10,1,11,no,11,visita_carcel
1553,5,elena,4,3,7,23,30,no,30,amarillo3
1554,6,fernando,5,2,7,34,1,si,1,salida
1555,1,ana,6,1,7,33,40,no,40,azul2
1556,2,bob,2,1,3,37,40,no,40,azul2
1557,3,carla,5,1,6,28,34,no,34,suerte5
1558,4,diego,5,4,9,11,20,no,20,naranja3
1559,5,elena,4,2,6,30,36,no,36,estacion4
1560,6,fernando,1,6,7,1,8,no,8,suerte2
1561,1,ana,2,1,3,40,3,si,3,suerte1
1562,2,bob,6,2,8,40,8,si,8,suerte2
1563,3,carla,4,1,5,34,39,no,39,impuesto4
1564,4,diego,2,4,6,20,26,no,26,estacion3
1565,5,elena,3,6,9,36,5,si,5,impuesto1
1566,6,fernando,4,4,8,8,16,no,16,estacion2
1567,1,ana,4,4,8,3,11,no,11,visita_carcel
1568,2,bob,6,3,9,8,17,no,17,naranja1
1569,3,carla,1,2,3,39,2,si,2,morado1
1570,4,diego,5,6,11,26,37,no,37,suerte6
1571,5,elena,5,4,9,5,14,no,14,rosa2
1572,6,fernando,4,1,5,16,21,no,21,parking
1573,1,ana,2,5,7,11,18,no,18,suerte3
1574,2,bob,1,1,2,17,19,no,19,naranja2
1575,3,carla,2,5,7,2,9,no,9,gris2
1576,4,diego,1,6,7,37,4,si,4,morado2
1577,5,elena,3,5,8,14,22,no,22,rojo1
1578,6,fernando,5,3,8,21,29,no,29,impuesto3
1579,1,ana,4,3,7,18,25,no,25,rojo3
1580,2,bob,5,2,7,19,26,no,26,estacion3
