turno,indice_jugador,jugador,dado1,dado2,suma,posicion_anterior,posicion_nueva,paso_salida,casilla_destino,nombre_casilla
531,3,carla,3,6,9,5,14,no,14,rosa2
532,4,diego,6,3,9,34,3,si,3,suerte1
533,5,elena,5,6,11,37,8,si,8,suerte2
534,6,fernando,5,1,6,27,33,no,33,verde2
535,7,gema,2,3,5,38,3,si,3,suerte1
536,8,hugo,1,6,7,36,3,si,3,suerte1
537,1,ana,6,1,7,33,40,no,40,azul2
538,2,bob,1,5,6,39,5,si,5,impuesto1
539,3,carla,4,3,7,14,21,no,21,parking
540,4,diego,5,6,11,3,14,no,14,rosa2
541,5,elena,6,2,8,8,16,no,16,estacion2
542,6,fernando,2,4,6,33,39,no,39,impuesto4
543,7,gema,4,3,7,3,10,no,10,gris3
544,8,hugo,1,3,4,3,7,no,7,gris1
545,1,ana,4,4,8,40,8,si,8,suerte2
546,2,bob,3,2,5,5,10,no,10,gris3
547,3,carla,3,4,7,21,28,no,28,amarillo2
548,4,diego,2,3,5,14,19,no,19,naranja2
549,5,elena,3,1,4,16,20,no,20,naranja3
550,6,fernando,6,2,8,39,7,si,7,gris1
551,7,gema,5,1,6,10,16,no,16,estacion2
552,8,hugo,1,1,2,7,9,no,9,gris2
553,1,ana,4,1,5,8,13,no,13,impuesto2
554,2,bob,1,5,6,10,16,no,16,estacion2
555,3,carla,4,6,10,28,38,no,38,azul1
556,4,diego,2,1,3,19,22,no,22,rojo1
557,5,elena,6,5,11,20,31,no,31,carcel
558,6,fernando,2,1,3,7,10,no,10,gris3
559,7,gema,6,4,10,16,26,no,26,estacion3
560,8,hugo,5,3,8,9,17,no,17,naranja1
561,1,ana,1,2,3,13,16,no,16,estacion2
562,2,bob,3,4,7,16,23,no,23,suerte4
563,3,carla,1,4,5,38,3,si,3,suerte1
564,4,diego,5,6,11,22,33,no,33,verde2
565,5,elena,4,2,6,31,37,no,37,suerte6
566,6,fernando,3,6,9,10,19,no,19,naranja2
567,7,gema,2,4,6,26,32,no,32,verde1
568,8,hugo,6,1,7,17,24,no,24,rojo2
569,1,ana,5,1,6,16,22,no,22,rojo1
570,2,bob,1,1,2,23,25,no,25,rojo3
571,3,carla,4,5,9,3,12,no,12,rosa1
572,4,diego,2,5,7,33,40,no,40,azul2
573,5,elena,3,5,8,37,5,si,5,impuesto1
574,6,fernando,2,6,8,19,27,no,27,amarillo1
575,7,gema,2,2,4,32,36,no,36,estacion4
576,8,hugo,5,6,11,24,35,no,35,verde3
577,1,ana,3,4,7,22,29,no,29,impuesto3
578,2,bob,6,1,7,25,32,no,32,verde1
579,3,carla,2,3,5,12,17,no,17,naranja1
580,4,diego,6,2,8,40,8,si,8,suerte2
581,5,elena,2,5,7,5,12,no,12,rosa1
582,6,fernando,3,5,8,27,35,no,35,verde3
583,7,gema,4,1,5,36,1,si,1,salida
584,8,hugo,2,5,7,35,2,si,2,morado1
585,1,ana,1,5,6,29,35,no,35,verde3
586,2,bob,4,6,10,32,2,si,2,morado1
587,3,carla,3,1,4,17,21,no,21,parking
588,4,diego,3,5,8,8,16,no,16,estacion2
589,5,elena,1,4,5,12,17,no,17,naranja1
590,6,fernando,3,2,5,35,40,no,40,azul2
591,7,gema,2,4,6,1,7,no,7,gris1
592,8,hugo,3,3,6,2,8,no,8,suerte2
593,1,ana,5,6,11,35,6,si,6,estacion1
594,2,bob,2,4,6,2,8,no,8,suerte2
595,3,carla,6,2,8,21,29,no,29,impuesto3
596,4,diego,2,1,3,16,19,no,19,naranja2
597,5,elena,6,6,12,17,29,no,29,impuesto3
598,6,fernando,5,4,9,40,9,si,9,gris2
599,7,gema,1,1,2,7,9,no,9,gris2
600,8,hugo,4,6,10,8,18,no,18,suerte3
601,1,ana,6,3,9,6,15,no,15,rosa3
602,2,bob,3,6,9,8,17,no,17,naranja1
603,3,carla,5,6,11,29,40,no,40,azul2
604,4,diego,4,4,8,19,27,no,27,amarillo1
605,5,elena,1,6,7,29,36,no,36,estacion4
606,6,fernando,6,2,8,9,17,no,17,naranja1
607,7,gema,3,6,9,9,18,no,18,suerte3
608,8,hugo,3,1,4,18,22,no,22,rojo1
609,1,ana,6,6,12,15,27,no,27,amarillo1
610,2,bob,6,2,8,17,25,no,25,rojo3
611,3,carla,4,3,7,40,7,si,7,gris1
612,4,diego,3,3,6,27,33,no,33,verde2
613,5,elena,5,4,9,36,5,si,5,impuesto1
614,6,fernando,1,4,5,17,22,no,22,rojo1
615,7,gema,3,3,6,18,24,no,24,rojo2
616,8,hugo,3,3,6,22,28,no,28,amarillo2
617,1,ana,6,5,11,27,38,no,38,azul1
618,2,bob,6,3,9,25,34,no,34,suerte5
619,3,carla,4,2,6,7,13,no,13,impuesto2
620,4,diego,5,3,8,33,1,si,1,salida
621,5,elena,6,1,7,5,12,no,12,rosa1
622,6,fernando,1,4,5,22,27,no,27,amarillo1
623,7,gema,3,4,7,24,31,no,31,carcel
624,8,hugo,2,6,8,28,36,no,36,estacion4
625,1,ana,5,1,6,38,4,si,4,morado2
626,2,bob,2,2,4,34,38,no,38,azul1
627,3,carla,6,6,12,13,25,no,25,rojo3
628,4,diego,2,6,8,1,9,no,9,gris2
629,5,elena,3,2,5,12,17,no,17,naranja1
630,6,fernando,1,3,4,27,31,no,31,carcel
631,7,gema,1,5,6,31,37,no,37,suerte6
632,8,hugo,5,5,10,36,6,si,6,estacion1
633,1,ana,2,2,4,4,8,no,8,suerte2
634,2,bob,5,4,9,38,7,si,7,gris1
635,3,carla,5,6,11,25,36,no,36,estacion4
636,4,diego,4,2,6,9,15,no,15,rosa3
637,5,elena,1,4,5,17,22,no,22,rojo1
638,6,fernando,4,3,7,31,38,no,38,azul1
639,7,gema,1,1,2,37,39,no,39,impuesto4
640,8,hugo,5,4,9,6,15,no,15,rosa3
641,1,ana,2,5,7,8,15,no,15,rosa3
642,2,bob,4,4,8,7,15,no,15,rosa3
643,3,carla,1,5,6,36,2,si,2,morado1
644,4,diego,4,6,10,15,25,no,25,rojo3
645,5,elena,6,2,8,22,30,no,30,amarillo3
646,6,fernando,3,1,4,38,2,si,2,morado1
647,7,gema,3,3,6,39,5,si,5,impuesto1
648,8,hugo,1,6,7,15,22,no,22,rojo1
649,1,ana,5,4,9,15,24,no,24,rojo2
650,2,bob,5,1,6,15,21,no,21,parking
651,3,carla,5,1,6,2,8,no,8,suerte2
652,4,diego,6,5,11,25,36,no,36,estacion4
653,5,elena,1,3,4,30,34,no,34,suerte5
654,6,fernando,3,3,6,2,8,no,8,suerte2
655,7,gema,2,3,5,5,10,no,10,gris3
656,8,hugo,1,2,3,22,25,no,25,rojo3
657,1,ana,5,5,10,24,34,no,34,suerte5
658,2,bob,4,3,7,21,28,no,28,amarillo2
659,3,carla,5,2,7,8,15,no,15,rosa3
660,4,diego,6,1,7,36,3,si,3,suerte1
661,5,elena,2,1,3,34,37,no,37,suerte6
662,6,fernando,5,1,6,8,14,no,14,rosa2
663,7,gema,5,4,9,10,19,no,19,naranja2
664,8,hugo,4,2,6,25,31,no,31,carcel
665,1,ana,1,6,7,34,1,si,1,salida
666,2,bob,2,1,3,28,31,no,31,carcel
667,3,carla,6,2,8,15,23,no,23,suerte4
668,4,diego,4,1,5,3,8,no,8,suerte2
669,5,elena,2,4,6,37,3,si,3,suerte1
670,6,fernando,3,6,9,14,23,no,23,suerte4
671,7,gema,4,4,8,19,27,no,27,amarillo1
672,8,hugo,4,4,8,31,39,no,39,impuesto4
673,1,ana,6,3,9,1,10,no,10,gris3
674,2,bob,1,2,3,31,34,no,34,suerte5
675,3,carla,5,6,11,23,34,no,34,suerte5
676,4,diego,5,4,9,8,17,no,17,naranja1
677,5,elena,4,1,5,3,8,no,8,suerte2
678,6,fernando,2,5,7,23,30,no,30,amarillo3
679,7,gema,1,1,2,27,29,no,29,impuesto3
680,8,hugo,2,5,7,39,6,si,6,estacion1
681,1,ana,1,6,7,10,17,no,17,naranja1
682,2,bob,3,5,8,34,2,si,2,morado1
683,3,carla,5,3,8,34,2,si,2,morado1
684,4,diego,4,3,7,17,24,no,24,rojo2
685,5,elena,5,2,7,8,15,no,15,rosa3
686,6,fernando,6,4,10,30,40,no,40,azul2
687,7,gema,6,6,12,29,1,si,1,salida
688,8,hugo,5,5,10,6,16,no,16,estacion2
689,1,ana,1,2,3,17,20,no,20,naranja3
690,2,bob,2,4,6,2,8,no,8,suerte2
691,3,carla,3,6,9,2,11,no,11,visita_carcel
692,4,diego,4,2,6,24,30,no,30,amarillo3
693,5,elena,3,6,9,15,24,no,24,rojo2
694,6,fernando,3,5,8,40,8,si,8,suerte2
695,7,gema,1,1,2,1,3,no,3,suerte1
696,8,hugo,3,5,8,16,24,no,24,rojo2
697,1,ana,3,5,8,20,28,no,28,amarillo2
698,2,bob,3,2,5,8,13,no,13,impuesto2
699,3,carla,6,2,8,11,19,no,19,naranja2
700,4,diego,3,2,5,30,35,no,35,verde3
701,5,elena,2,5,7,24,31,no,31,carcel
702,6,fernando,2,1,3,8,11,no,11,visita_carcel
703,7,gema,6,4,10,3,13,no,13,impuesto2
704,8,hugo,3,4,7,24,31,no,31,carcel
705,1,ana,1,5,6,28,34,no,34,suerte5
706,2,bob,3,3,6,13,19,no,19,naranja2
707,3,carla,3,2,5,19,24,no,24,rojo2
708,4,diego,5,4,9,35,4,si,4,morado2
709,5,elena,5,2,7,31,38,no,38,azul1
710,6,fernando,4,4,8,11,19,no,19,naranja2
711,7,gema,3,6,9,13,22,no,22,rojo1
712,8,hugo,6,3,9,31,40,no,40,azul2
713,1,ana,5,6,11,34,5,si,5,impuesto1
714,2,bob,5,1,6,19,25,no,25,rojo3
715,3,carla,2,3,5,24,29,no,29,impuesto3
716,4,diego,1,6,7,4,11,no,11,visita_carcel
717,5,elena,6,1,7,38,5,si,5,impuesto1
718,6,fernando,1,5,6,19,25,no,25,rojo3
719,7,gema,4,3,7,22,29,no,29,impuesto3
720,8,hugo,5,6,11,40,11,si,11,visita_carcel
721,1,ana,6,2,8,5,13,no,13,impuesto2
722,2,bob,2,4,6,25,31,no,31,carcel
723,3,carla,4,3,7,29,36,no,36,estacion4
724,4,diego,1,3,4,11,15,no,15,rosa3
725,5,elena,4,4,8,5,13,no,13,impuesto2
726,6,fernando,3,2,5,25,30,no,30,amarillo3
727,7,gema,3,4,7,29,36,no,36,estacion4
728,8,hugo,2,3,5,11,16,no,16,estacion2
729,1,ana,3,1,4,13,17,no,17,naranja1
730,2,bob,6,2,8,31,39,no,39,impuesto4
731,3,carla,5,1,6,36,2,si,2,morado1
732,4,diego,1,1,2,15,17,no,17,naranja1
733,5,elena,4,1,5,13,18,no,18,suerte3
734,6,fernando,1,5,6,30,36,no,36,estacion4
735,7,gema,4,6,10,36,6,si,6,estacion1
736,8,hugo,2,1,3,16,19,no,19,naranja2
737,1,ana,6,5,11,17,28,no,28,amarillo2
738,2,bob,2,1,3,39,2,si,2,morado1
739,3,carla,6,4,10,2,12,no,12,rosa1
740,4,diego,5,3,8,17,25,no,25,rojo3
741,5,elena,1,2,3,18,21,no,21,parking
742,6,fernando,3,4,7,36,3,si,3,suerte1
743,7,gema,1,4,5,6,11,no,11,visita_carcel
744,8,hugo,5,6,11,19,30,no,30,amarillo3
745,1,ana,4,2,6,28,34,no,34,suerte5
746,2,bob,3,6,9,2,11,no,11,visita_carcel
747,3,carla,2,4,6,12,18,no,18,suerte3
748,4,diego,6,1,7,25,32,no,32,verde1
749,5,elena,5,1,6,21,27,no,27,amarillo1
750,6,fernando,1,1,2,3,5,no,5,impuesto1
751,7,gema,4,5,9,11,20,no,20,naranja3
752,8,hugo,2,5,7,30,37,no,37,suerte6
753,1,ana,3,5,8,34,2,si,2,morado1
754,2,bob,2,6,8,11,19,no,19,naranja2
755,3,carla,2,2,4,18,22,no,22,rojo1
756,4,diego,5,6,11,32,3,si,3,suerte1
757,5,elena,3,4,7,27,34,no,34,suerte5
758,6,fernando,6,1,7,5,12,no,12,rosa1
759,7,gema,2,3,5,20,25,no,25,rojo3
760,8,hugo,6,2,8,37,5,si,5,impuesto1
761,1,ana,2,5,7,2,9,no,9,gris2
762,2,bob,3,5,8,19,27,no,27,amarillo1
763,3,carla,4,1,5,22,27,no,27,amarillo1
764,4,diego,2,5,7,3,10,no,10,gris3
765,5,elena,1,5,6,34,40,no,40,azul2
766,6,fernando,4,6,10,12,22,no,22,rojo1
767,7,gema,3,1,4,25,29,no,29,impuesto3
768,8,hugo,3,5,8,5,13,no,13,impuesto2
769,1,ana,1,4,5,9,14,no,14,rosa2
770,2,bob,3,2,5,27,32,no,32,verde1
771,3,carla,2,4,6,27,33,no,33,verde2
772,4,diego,3,3,6,10,16,no,16,estacion2
773,5,elena,5,6,11,40,11,si,11,visita_carcel
774,6,fernando,2,4,6,22,28,no,28,amarillo2
775,7,gema,6,2,8,29,37,no,37,suerte6
776,8,hugo,2,1,3,13,16,no,16,estacion2
777,1,ana,6,6,12,14,26,no,26,estacion3
778,2,bob,5,4,9,32,1,si,1,salida
779,3,carla,1,1,2,33,35,no,35,verde3
780,4,diego,4,6,10,16,26,no,26,estacion3
781,5,elena,6,3,9,11,20,no,20,naranja3
782,6,fernando,3,6,9,28,37,no,37,suerte6
783,7,gema,5,6,11,37,8,si,8,suerte2
784,8,hugo,4,4,8,16,24,no,24,rojo2
785,1,ana,1,6,7,26,33,no,33,verde2
786,2,bob,6,2,8,1,9,no,9,gris2
787,3,carla,3,6,9,35,4,si,4,morado2
788,4,diego,3,1,4,26,30,no,30,amarillo3
789,5,elena,6,6,12,20,32,no,32,verde1
790,6,fernando,6,2,8,37,5,si,5,impuesto1
791,7,gema,4,3,7,8,15,no,15,rosa3
792,8,hugo,3,3,6,24,30,no,30,amarillo3
793,1,ana,5,4,9,33,2,si,2,morado1
794,2,bob,1,4,5,9,14,no,14,rosa2
795,3,carla,3,3,6,4,10,no,10,gris3
796,4,diego,3,3,6,30,36,no,36,estacion4
797,5,elena,6,5,11,32,3,si,3,suerte1
798,6,fernando,6,3,9,5,14,no,14,rosa2
799,7,gema,4,2,6,15,21,no,21,parking
800,8,hugo,5,3,8,30,38,no,38,azul1
801,1,ana,6,1,7,2,9,no,9,gris2
802,2,bob,1,4,5,14,19,no,19,naranja2
803,3,carla,3,4,7,10,17,no,17,naranja1
804,4,diego,2,6,8,36,4,si,4,morado2
805,5,elena,5,1,6,3,9,no,9,gris2
806,6,fernando,2,2,4,14,18,no,18,suerte3
807,7,gema,6,6,12,21,33,no,33,verde2
808,8,hugo,2,6,8,38,6,si,6,estacion1
809,1,ana,3,2,5,9,14,no,14,rosa2
810,2,bob,1,3,4,19,23,no,23,suerte4
811,3,carla,1,5,6,17,23,no,23,suerte4
812,4,diego,5,5,10,4,14,no,14,rosa2
813,5,elena,2,2,4,9,13,no,13,impuesto2
814,6,fernando,5,4,9,18,27,no,27,amarillo1
815,7,gema,5,6,11,33,4,si,4,morado2
816,8,hugo,4,2,6,6,12,no,12,rosa1
817,1,ana,1,4,5,14,19,no,19,naranja2
818,2,bob,4,3,7,23,30,no,30,amarillo3
819,3,carla,1,1,2,23,25,no,25,rojo3
820,4,diego,5,4,9,14,23,no,23,suerte4
821,5,elena,2,5,7,13,20,no,20,naranja3
822,6,fernando,4,4,8,27,35,no,35,verde3
823,7,gema,1,5,6,4,10,no,10,gris3
824,8,hugo,4,6,10,12,22,no,22,rojo1
825,1,ana,6,2,8,19,27,no,27,amarillo1
826,2,bob,3,1,4,30,34,no,34,suerte5
827,3,carla,3,3,6,25,31,no,31,carcel
828,4,diego,1,6,7,23,30,no,30,amarillo3
829,5,elena,5,4,9,20,29,no,29,impuesto3
830,6,fernando,5,1,6,35,1,si,1,salida
831,7,gema,5,1,6,10,16,no,16,estacion2
832,8,hugo,6,5,11,22,33,no,33,verde2
833,1,ana,1,3,4,27,31,no,31,carcel
834,2,bob,3,3,6,34,40,no,40,azul2
835,3,carla,2,3,5,31,36,no,36,estacion4
836,4,diego,1,2,3,30,33,no,33,verde2
837,5,elena,5,5,10,29,39,no,39,impuesto4
838,6,fernando,4,3,7,1,8,no,8,suerte2
839,7,gema,5,2,7,16,23,no,23,suerte4
840,8,hugo,6,1,7,33,40,no,40,azul2
841,1,ana,2,1,3,31,34,no,34,suerte5
842,2,bob,5,1,6,40,6,si,6,estacion1
843,3,carla,5,4,9,36,5,si,5,impuesto1
844,4,diego,4,2,6,33,39,no,39,impuesto4
845,5,elena,1,6,7,39,6,si,6,estacion1
846,6,fernando,2,1,3,8,11,no,11,visita_carcel
847,7,gema,6,2,8,23,31,no,31,carcel
848,8,hugo,4,1,5,40,5,si,5,impuesto1
849,1,ana,2,4,6,34,40,no,40,azul2
850,2,bob,3,6,9,6,15,no,15,rosa3
851,3,carla,4,4,8,5,13,no,13,impuesto2
852,4,diego,4,4,8,39,7,si,7,gris1
853,5,elena,6,3,9,6,15,no,15,rosa3
854,6,fernando,1,2,3,11,14,no,14,rosa2
855,7,gema,5,6,11,31,2,si,2,morado1
856,8,hugo,5,4,9,5,14,no,14,rosa2
857,1,ana,4,1,5,40,5,si,5,impuesto1
858,2,bob,2,5,7,15,22,no,22,rojo1
859,3,carla,1,1,2,13,15,no,15,rosa3
860,4,diego,2,5,7,7,14,no,14,rosa2
861,5,elena,1,6,7,15,22,no,22,rojo1
862,6,fernando,3,5,8,14,22,no,22,rojo1
863,7,gema,5,3,8,2,10,no,10,gris3
864,8,hugo,4,3,7,14,21,no,21,parking
865,1,ana,5,2,7,5,12,no,12,rosa1
866,2,bob,6,4,10,22,32,no,32,verde1
867,3,carla,6,6,12,15,27,no,27,amarillo1
868,4,diego,5,5,10,14,24,no,24,rojo2
869,5,elena,1,2,3,22,25,no,25,rojo3
870,6,fernando,2,4,6,22,28,no,28,amarillo2
871,7,gema,3,6,9,10,19,no,19,naranja2
872,8,hugo,4,2,6,21,27,no,27,amarillo1
873,1,ana,3,6,9,12,21,no,21,parking
874,2,bob,3,5,8,32,40,no,40,azul2
875,3,carla,1,1,2,27,29,no,29,impuesto3
876,4,diego,3,5,8,24,32,no,32,verde1
877,5,elena,3,5,8,25,33,no,33,verde2
878,6,fernando,3,2,5,28,33,no,33,verde2
879,7,gema,6,2,8,19,27,no,27,amarillo1
880,8,hugo,3,2,5,27,32,no,32,verde1
881,1,ana,2,5,7,21,28,no,28,amarillo2
882,2,bob,2,1,3,40,3,si,3,suerte1
883,3,carla,6,4,10,29,39,no,39,impuesto4
884,4,diego,3,4,7,32,39,no,39,impuesto4
885,5,elena,1,5,6,33,39,no,39,impuesto4
886,6,fernando,3,3,6,33,39,no,39,impuesto4
887,7,gema,3,2,5,27,32,no,32,verde1
888,8,hugo,5,4,9,32,1,si,1,salida
889,1,ana,5,2,7,28,35,no,35,verde3
890,2,bob,4,4,8,3,11,no,11,visita_carcel
891,3,carla,3,6,9,39,8,si,8,suerte2
892,4,diego,6,3,9,39,8,si,8,suerte2
893,5,elena,5,6,11,39,10,si,10,gris3
894,6,fernando,5,1,6,39,5,si,5,impuesto1
895,7,gema,2,3,5,32,37,no,37,suerte6
896,8,hugo,1,6,7,1,8,no,8,suerte2
897,1,ana,6,1,7,35,2,si,2,morado1
898,2,bob,1,5,6,11,17,no,17,naranja1
899,3,carla,4,3,7,8,15,no,15,rosa3
900,4,diego,5,6,11,8,19,no,19,naranja2
901,5,elena,6,2,8,10,18,no,18,suerte3
902,6,fernando,2,4,6,5,11,no,11,visita_carcel
903,7,gema,4,3,7,37,4,si,4,morado2
904,8,hugo,1,3,4,8,12,no,12,rosa1
905,1,ana,4,4,8,2,10,no,10,gris3
906,2,bob,3,2,5,17,22,no,22,rojo1
907,3,carla,3,4,7,15,22,no,22,rojo1
908,4,diego,2,3,5,19,24,no,24,rojo2
909,5,elena,3,1,4,18,22,no,22,rojo1
910,6,fernando,6,2,8,11,19,no,19,naranja2
911,7,gema,5,1,6,4,10,no,10,gris3
912,8,hugo,1,1,2,12,14,no,14,rosa2
913,1,ana,4,1,5,10,15,no,15,rosa3
914,2,bob,1,5,6,22,28,no,28,amarillo2
915,3,carla,4,6,10,22,32,no,32,verde1
916,4,diego,2,1,3,24,27,no,27,amarillo1
917,5,elena,6,5,11,22,33,no,33,verde2
918,6,fernando,2,1,3,19,22,no,22,rojo1
919,7,gema,6,4,10,10,20,no,20,naranja3
920,8,hugo,5,3,8,14,22,no,22,rojo1
921,1,ana,1,2,3,15,18,no,18,suerte3
922,2,bob,3,4,7,28,35,no,35,verde3
923,3,carla,1,4,5,32,37,no,37,suerte6
924,4,diego,5,6,11,27,38,no,38,azul1
925,5,elena,4,2,6,33,39,no,39,impuesto4
926,6,fernando,3,6,9,22,31,no,31,carcel
927,7,gema,2,4,6,20,26,no,26,estacion3
928,8,hugo,6,1,7,22,29,no,29,impuesto3
929,1,ana,5,1,6,18,24,no,24,rojo2
930,2,bob,1,1,2,35,37,no,37,suerte6
931,3,carla,4,5,9,37,6,si,6,estacion1
932,4,diego,2,5,7,38,5,si,5,impuesto1
933,5,elena,3,5,8,39,7,si,7,gris1
934,6,fernando,2,6,8,31,39,no,39,impuesto4
935,7,gema,2,2,4,26,30,no,30,amarillo3
936,8,hugo,5,6,11,29,40,no,40,azul2
937,1,ana,3,4,7,24,31,no,31,carcel
938,2,bob,6,1,7,37,4,si,4,morado2
939,3,carla,2,3,5,6,11,no,11,visita_carcel
940,4,diego,6,2,8,5,13,no,13,impuesto2
941,5,elena,2,5,7,7,14,no,14,rosa2
942,6,fernando,3,5,8,39,7,si,7,gris1
943,7,gema,4,1,5,30,35,no,35,verde3
944,8,hugo,2,5,7,40,7,si,7,gris1
945,1,ana,1,5,6,31,37,no,37,suerte6
946,2,bob,4,6,10,4,14,no,14,rosa2
947,3,carla,3,1,4,11,15,no,15,rosa3
948,4,diego,3,5,8,13,21,no,21,parking
949,5,elena,1,4,5,14,19,no,19,naranja2
950,6,fernando,3,2,5,7,12,no,12,rosa1
951,7,gema,2,4,6,35,1,si,1,salida
952,8,hugo,3,3,6,7,13,no,13,impuesto2
953,1,ana,5,6,11,37,8,si,8,suerte2
954,2,bob,2,4,6,14,20,no,20,naranja3
955,3,carla,6,2,8,15,23,no,23,suerte4
956,4,diego,2,1,3,21,24,no,24,rojo2
957,5,elena,6,6,12,19,31,no,31,carcel
958,6,fernando,5,4,9,12,21,no,21,parking
959,7,gema,1,1,2,1,3,no,3,suerte1
960,8,hugo,4,6,10,13,23,no,23,suerte4
961,1,ana,6,3,9,8,17,no,17,naranja1
962,2,bob,3,6,9,20,29,no,29,impuesto3
963,3,carla,5,6,11,23,34,no,34,suerte5
964,4,diego,4,4,8,24,32,no,32,verde1
965,5,elena,1,6,7,31,38,no,38,azul1
966,6,fernando,6,2,8,21,29,no,29,impuesto3
967,7,gema,3,6,9,3,12,no,12,rosa1
968,8,hugo,3,1,4,23,27,no,27,amarillo1
969,1,ana,6,6,12,17,29,no,29,impuesto3
970,2,bob,6,2,8,29,37,no,37,suerte6
971,3,carla,4,3,7,34,1,si,1,salida
972,4,diego,3,3,6,32,38,no,38,azul1
973,5,elena,5,4,9,38,7,si,7,gris1
974,6,fernando,1,4,5,29,34,no,34,suerte5
975,7,gema,3,3,6,12,18,no,18,suerte3
976,8,hugo,3,3,6,27,33,no,33,verde2
977,1,ana,6,5,11,29,40,no,40,azul2
978,2,bob,6,3,9,37,6,si,6,estacion1
979,3,carla,4,2,6,1,7,no,7,gris1
980,4,diego,5,3,8,38,6,si,6,estacion1
981,5,elena,6,1,7,7,14,no,14,rosa2
982,6,fernando,1,4,5,34,39,no,39,impuesto4
983,7,gema,3,4,7,18,25,no,25,rojo3
984,8,hugo,2,6,8,33,1,si,1,salida
985,1,ana,5,1,6,40,6,si,6,estacion1
986,2,bob,2,2,4,6,10,no,10,gris3
987,3,carla,6,6,12,7,19,no,19,naranja2
988,4,diego,2,6,8,6,14,no,14,rosa2
989,5,elena,3,2,5,14,19,no,19,naranja2
990,6,fernando,1,3,4,39,3,si,3,suerte1
991,7,gema,1,5,6,25,31,no,31,carcel
992,8,hugo,5,5,10,1,11,no,11,visita_carcel
993,1,ana,2,2,4,6,10,no,10,gris3
994,2,bob,5,4,9,10,19,no,19,naranja2
995,3,carla,5,6,11,19,30,no,30,amarillo3
996,4,diego,4,2,6,14,20,no,20,naranja3
997,5,elena,1,4,5,19,24,no,24,rojo2
998,6,fernando,4,3,7,3,10,no,10,gris3
999,7,gema,1,1,2,31,33,no,33,verde2
1000,8,hugo,5,4,9,11,20,no,20,naranja3
