metrica,valor
total_turnos,155
jugadores_restantes,0
total_compras,35
total_alquileres,19
importe_total_alquileres,708
total_impuestos,22
importe_total_impuestos,3150
entradas_carcel,4
salidas_pagando,0
salidas_dobles,2
liberaciones_automaticas,2
turnos_perdidos_carcel,10
bancarrotas,13
jugadores_eliminados,4
jugadores_superan_bancarrota,9
valor_total_liquidado,3205
activos_restantes_banco,26
