turno,jugador,dinero_final_turno
152,diego,9104
156,diego,9070
160,diego,9070
164,diego,9070
168,diego,9130
172,diego,9078
176,diego,9014
180,diego,8974
184,diego,9022
188,diego,9026
192,diego,8990
196,diego,8950
200,diego,8898
204,diego,8910
208,diego,8870
212,diego,8906
216,diego,8898
220,diego,8838
224,diego,8850
228,diego,8902
232,diego,8902
236,diego,8862
240,diego,8822
244,diego,8822
248,diego,8752
252,diego,8740
256,diego,8752
260,diego,8752
264,diego,8712
268,diego,8712
272,diego,8760
276,diego,8760
280,diego,8760
284,diego,8760
288,diego,8720
292,diego,8700
296,diego,8700
300,diego,8664
304,diego,8664
308,diego,8672
312,diego,8632
316,diego,8632
320,diego,8604
324,diego,8616
328,diego,8616
332,diego,8552
336,diego,8552
340,diego,8612
344,diego,8580
348,diego,8536
352,diego,8536
356,diego,8492
360,diego,8492
364,diego,8460
368,diego,8420
372,diego,8376
376,diego,8388
380,diego,8388
384,diego,8376
388,diego,8400
392,diego,8400
396,diego,8400
400,diego,8400
