turno,indice_jugador,jugador,dado1,dado2,suma,posicion_anterior,posicion_nueva,paso_salida,nombre_casilla,tipo_casilla,precio_casilla,color_casilla,compra_realizada,alquiler_realizado,alquiler_teorico,pago_real,dinero_inicial_turno,dinero_final_turno,propiedades_antes,propiedades_despues
28,2,bob,2,6,8,39,7,si,gris1,propiedad,100,gris,si,no,0,0,8084,7984,9,10
29,1,ana,2,2,4,17,21,no,parking,parking,0,ninguno,no,no,0,0,8696,8696,6,6
30,2,bob,5,6,11,7,18,no,suerte3,suerte,0,ninguno,no,no,0,0,7984,7984,10,10
31,1,ana,3,4,7,21,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,8696,8644,6,6
32,2,bob,6,1,7,18,25,no,rojo3,propiedad,240,rojo,no,no,0,0,8036,8036,10,10
33,1,ana,2,3,5,28,33,no,verde2,propiedad,300,verde,no,no,0,0,8644,8644,6,6
34,2,bob,6,2,8,25,33,no,verde2,propiedad,300,verde,no,si,60,60,8036,7976,10,10
35,1,ana,2,5,7,33,40,no,azul2,propiedad,400,azul,no,no,0,0,8704,8704,6,6
36,2,bob,3,5,8,33,1,si,salida,salida,0,ninguno,no,no,0,0,7976,7976,10,10
37,1,ana,4,1,5,40,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,8704,8704,6,6
38,2,bob,2,5,7,1,8,no,suerte2,suerte,0,ninguno,no,no,0,0,7976,7976,10,10
39,1,ana,1,5,6,5,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,8704,8704,6,6
40,2,bob,4,6,10,8,18,no,suerte3,suerte,0,ninguno,no,no,0,0,7976,7976,10,10
41,1,ana,3,1,4,11,15,no,rosa3,propiedad,160,rosa,si,no,0,0,8704,8544,6,7
42,2,bob,3,5,8,18,26,no,estacion3,estacion,200,estacion,si,no,0,0,7976,7776,10,11
43,1,ana,1,4,5,15,20,no,naranja3,propiedad,200,naranja,si,no,0,0,8544,8344,7,8
44,2,bob,3,2,5,26,31,no,carcel,carcel,0,ninguno,no,no,0,0,7776,7776,11,11
45,1,ana,2,4,6,20,26,no,estacion3,estacion,200,estacion,no,si,40,40,8344,8304,8,8
46,2,bob,3,3,6,31,37,no,suerte6,suerte,0,ninguno,no,no,0,0,7816,7816,11,11
47,1,ana,5,6,11,26,37,no,suerte6,suerte,0,ninguno,no,no,0,0,8304,8304,8,8
48,2,bob,2,4,6,37,3,si,suerte1,suerte,0,ninguno,no,no,0,0,7816,7816,11,11
49,1,ana,6,2,8,37,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,8304,8304,8,8
50,2,bob,2,1,3,3,6,no,estacion1,estacion,200,estacion,no,no,0,0,7816,7816,11,11
51,1,ana,6,6,12,5,17,no,naranja1,propiedad,180,naranja,no,no,0,0,8304,8304,8,8
52,2,bob,5,4,9,6,15,no,rosa3,propiedad,160,rosa,no,si,32,32,7816,7784,11,11
53,1,ana,1,1,2,17,19,no,naranja2,propiedad,180,naranja,si,no,0,0,8336,8156,8,9
54,2,bob,4,6,10,15,25,no,rojo3,propiedad,240,rojo,no,no,0,0,7784,7784,11,11
55,1,ana,6,3,9,19,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,8156,8104,9,9
56,2,bob,3,6,9,25,34,no,suerte5,suerte,0,ninguno,no,no,0,0,7836,7836,11,11
57,1,ana,5,6,11,28,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,8104,8104,9,9
58,2,bob,4,4,8,34,2,si,morado1,propiedad,60,morado,si,no,0,0,7836,7776,11,12
59,1,ana,1,6,7,39,6,si,estacion1,estacion,200,estacion,no,si,40,40,8104,8064,9,9
60,2,bob,6,2,8,2,10,no,gris3,propiedad,120,gris,si,no,0,0,7816,7696,12,13
61,1,ana,3,6,9,6,15,no,rosa3,propiedad,160,rosa,no,no,0,0,8064,8064,9,9
62,2,bob,3,1,4,10,14,no,rosa2,propiedad,140,rosa,no,no,0,0,7696,7696,13,13
63,1,ana,6,6,12,15,27,no,amarillo1,propiedad,260,amarillo,si,no,0,0,8064,7804,9,10
64,2,bob,6,2,8,14,22,no,rojo1,propiedad,220,rojo,no,no,0,0,7696,7696,13,13
65,1,ana,4,3,7,27,34,no,suerte5,suerte,0,ninguno,no,no,0,0,7804,7804,10,10
66,2,bob,3,3,6,22,28,no,amarillo2,propiedad,260,amarillo,no,no,0,0,7696,7696,13,13
67,1,ana,5,4,9,34,3,si,suerte1,suerte,0,ninguno,no,no,0,0,7804,7804,10,10
68,2,bob,1,4,5,28,33,no,verde2,propiedad,300,verde,no,si,60,60,7696,7636,13,13
69,1,ana,3,3,6,3,9,no,gris2,propiedad,100,gris,no,no,0,0,7864,7864,10,10
70,2,bob,3,3,6,33,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,7636,7636,13,13
71,1,ana,6,5,11,9,20,no,naranja3,propiedad,200,naranja,no,no,0,0,7864,7864,10,10
72,2,bob,6,3,9,39,8,si,suerte2,suerte,0,ninguno,no,no,0,0,7636,7636,13,13
73,1,ana,4,2,6,20,26,no,estacion3,estacion,200,estacion,no,si,40,40,7864,7824,10,10
74,2,bob,5,3,8,8,16,no,estacion2,estacion,200,estacion,no,no,0,0,7676,7676,13,13
75,1,ana,6,1,7,26,33,no,verde2,propiedad,300,verde,no,no,0,0,7824,7824,10,10
76,2,bob,1,4,5,16,21,no,parking,parking,0,ninguno,no,no,0,0,7676,7676,13,13
77,1,ana,3,4,7,33,40,no,azul2,propiedad,400,azul,no,no,0,0,7824,7824,10,10
78,2,bob,2,6,8,21,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,7676,7676,13,13
79,1,ana,5,1,6,40,6,si,estacion1,estacion,200,estacion,no,si,40,40,7824,7784,10,10
80,2,bob,2,2,4,29,33,no,verde2,propiedad,300,verde,no,si,60,60,7716,7656,13,13
81,1,ana,6,6,12,6,18,no,suerte3,suerte,0,ninguno,no,no,0,0,7844,7844,10,10
82,2,bob,2,6,8,33,1,si,salida,salida,0,ninguno,no,no,0,0,7656,7656,13,13
83,1,ana,3,2,5,18,23,no,suerte4,suerte,0,ninguno,no,no,0,0,7844,7844,10,10
84,2,bob,1,3,4,1,5,no,impuesto1,impuesto,200,ninguno,no,no,0,0,7656,7656,13,13
85,1,ana,1,5,6,23,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,7844,7844,10,10
86,2,bob,5,5,10,5,15,no,rosa3,propiedad,160,rosa,no,si,32,32,7656,7624,13,13
87,1,ana,2,2,4,29,33,no,verde2,propiedad,300,verde,no,no,0,0,7876,7876,10,10
88,2,bob,5,4,9,15,24,no,rojo2,propiedad,220,rojo,si,no,0,0,7624,7404,13,14
89,1,ana,5,6,11,33,4,si,morado2,propiedad,60,morado,no,no,0,0,7876,7876,10,10
90,2,bob,4,2,6,24,30,no,amarillo3,propiedad,280,amarillo,no,no,0,0,7404,7404,14,14
91,1,ana,1,4,5,4,9,no,gris2,propiedad,100,gris,no,no,0,0,7876,7876,10,10
92,2,bob,4,3,7,30,37,no,suerte6,suerte,0,ninguno,no,no,0,0,7404,7404,14,14
93,1,ana,1,1,2,9,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,7876,7876,10,10
94,2,bob,5,4,9,37,6,si,estacion1,estacion,200,estacion,no,no,0,0,7404,7404,14,14
95,1,ana,2,5,7,11,18,no,suerte3,suerte,0,ninguno,no,no,0,0,7876,7876,10,10
96,2,bob,4,4,8,6,14,no,rosa2,propiedad,140,rosa,no,no,0,0,7404,7404,14,14
97,1,ana,1,5,6,18,24,no,rojo2,propiedad,220,rojo,no,si,44,44,7876,7832,10,10
98,2,bob,4,6,10,14,24,no,rojo2,propiedad,220,rojo,no,no,0,0,7448,7448,14,14
99,1,ana,6,2,8,24,32,no,verde1,propiedad,300,verde,no,si,60,60,7832,7772,10,10
100,2,bob,3,1,4,24,28,no,amarillo2,propiedad,260,amarillo,no,no,0,0,7508,7508,14,14
101,1,ana,3,3,6,32,38,no,azul1,propiedad,350,azul,si,no,0,0,7772,7422,10,11
102,2,bob,1,6,7,28,35,no,verde3,propiedad,320,verde,si,no,0,0,7508,7188,14,15
103,1,ana,5,4,9,38,7,si,gris1,propiedad,100,gris,no,si,20,20,7422,7402,11,11
104,2,bob,5,1,6,35,1,si,salida,salida,0,ninguno,no,no,0,0,7208,7208,15,15
105,1,ana,5,1,6,7,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,7402,7402,11,11
106,2,bob,6,5,11,1,12,no,rosa1,propiedad,140,rosa,no,si,28,28,7208,7180,15,15
107,1,ana,1,3,4,13,17,no,naranja1,propiedad,180,naranja,no,no,0,0,7430,7430,11,11
108,2,bob,3,3,6,12,18,no,suerte3,suerte,0,ninguno,no,no,0,0,7180,7180,15,15
109,1,ana,2,3,5,17,22,no,rojo1,propiedad,220,rojo,no,si,44,44,7430,7386,11,11
110,2,bob,1,2,3,18,21,no,parking,parking,0,ninguno,no,no,0,0,7224,7224,15,15
111,1,ana,5,5,10,22,32,no,verde1,propiedad,300,verde,no,si,60,60,7386,7326,11,11
112,2,bob,4,3,7,21,28,no,amarillo2,propiedad,260,amarillo,no,no,0,0,7284,7284,15,15
113,1,ana,5,2,7,32,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,7326,7326,11,11
114,2,bob,6,1,7,28,35,no,verde3,propiedad,320,verde,no,no,0,0,7284,7284,15,15
115,1,ana,2,1,3,39,2,si,morado1,propiedad,60,morado,no,si,12,12,7326,7314,11,11
116,2,bob,5,1,6,35,1,si,salida,salida,0,ninguno,no,no,0,0,7296,7296,15,15
117,1,ana,5,4,9,2,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,7314,7314,11,11
118,2,bob,4,2,6,1,7,no,gris1,propiedad,100,gris,no,no,0,0,7296,7296,15,15
119,1,ana,1,6,7,11,18,no,suerte3,suerte,0,ninguno,no,no,0,0,7314,7314,11,11
120,2,bob,2,1,3,7,10,no,gris3,propiedad,120,gris,no,no,0,0,7296,7296,15,15
121,1,ana,6,2,8,18,26,no,estacion3,estacion,200,estacion,no,si,40,40,7314,7274,11,11
122,2,bob,4,1,5,10,15,no,rosa3,propiedad,160,rosa,no,si,32,32,7336,7304,15,15
123,1,ana,2,4,6,26,32,no,verde1,propiedad,300,verde,no,si,60,60,7306,7246,11,11
124,2,bob,3,6,9,15,24,no,rojo2,propiedad,220,rojo,no,no,0,0,7364,7364,15,15
125,1,ana,4,4,8,32,40,no,azul2,propiedad,400,azul,no,no,0,0,7246,7246,11,11
126,2,bob,4,4,8,24,32,no,verde1,propiedad,300,verde,no,no,0,0,7364,7364,15,15
127,1,ana,6,3,9,40,9,si,gris2,propiedad,100,gris,no,no,0,0,7246,7246,11,11
128,2,bob,1,2,3,32,35,no,verde3,propiedad,320,verde,no,no,0,0,7364,7364,15,15
129,1,ana,5,6,11,9,20,no,naranja3,propiedad,200,naranja,no,no,0,0,7246,7246,11,11
130,2,bob,5,4,9,35,4,si,morado2,propiedad,60,morado,no,si,12,12,7364,7352,15,15
131,1,ana,4,1,5,20,25,no,rojo3,propiedad,240,rojo,no,si,48,48,7258,7210,11,11
132,2,bob,2,5,7,4,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,7400,7400,15,15
133,1,ana,1,1,2,25,27,no,amarillo1,propiedad,260,amarillo,no,no,0,0,7210,7210,11,11
134,2,bob,2,5,7,11,18,no,suerte3,suerte,0,ninguno,no,no,0,0,7400,7400,15,15
135,1,ana,1,6,7,27,34,no,suerte5,suerte,0,ninguno,no,no,0,0,7210,7210,11,11
136,2,bob,3,5,8,18,26,no,estacion3,estacion,200,estacion,no,no,0,0,7400,7400,15,15
137,1,ana,5,3,8,34,2,si,morado1,propiedad,60,morado,no,si,12,12,7210,7198,11,11
138,2,bob,4,3,7,26,33,no,verde2,propiedad,300,verde,no,si,60,60,7412,7352,15,15
139,1,ana,5,2,7,2,9,no,gris2,propiedad,100,gris,no,no,0,0,7258,7258,11,11
140,2,bob,6,4,10,33,3,si,suerte1,suerte,0,ninguno,no,no,0,0,7352,7352,15,15
141,1,ana,6,6,12,9,21,no,parking,parking,0,ninguno,no,no,0,0,7258,7258,11,11
142,2,bob,5,5,10,3,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,7352,7352,15,15
143,1,ana,1,2,3,21,24,no,rojo2,propiedad,220,rojo,no,si,44,44,7258,7214,11,11
144,2,bob,2,4,6,13,19,no,naranja2,propiedad,180,naranja,no,si,36,36,7396,7360,15,15
145,1,ana,3,6,9,24,33,no,verde2,propiedad,300,verde,no,no,0,0,7250,7250,11,11
146,2,bob,4,2,6,19,25,no,rojo3,propiedad,240,rojo,no,no,0,0,7360,7360,15,15
147,1,ana,3,6,9,33,2,si,morado1,propiedad,60,morado,no,si,12,12,7250,7238,11,11
148,2,bob,3,5,8,25,33,no,verde2,propiedad,300,verde,no,si,60,60,7372,7312,15,15
149,1,ana,1,1,2,2,4,no,morado2,propiedad,60,morado,no,no,0,0,7298,7298,11,11
150,2,bob,3,5,8,33,1,si,salida,salida,0,ninguno,no,no,0,0,7312,7312,15,15
151,1,ana,3,5,8,4,12,no,rosa1,propiedad,140,rosa,no,no,0,0,7298,7298,11,11
152,2,bob,3,2,5,1,6,no,estacion1,estacion,200,estacion,no,no,0,0,7312,7312,15,15
153,1,ana,6,2,8,12,20,no,naranja3,propiedad,200,naranja,no,no,0,0,7298,7298,11,11
154,2,bob,3,2,5,6,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,7312,7312,15,15
155,1,ana,2,5,7,20,27,no,amarillo1,propiedad,260,amarillo,no,no,0,0,7298,7298,11,11
156,2,bob,2,1,3,11,14,no,rosa2,propiedad,140,rosa,no,no,0,0,7312,7312,15,15
157,1,ana,6,4,10,27,37,no,suerte6,suerte,0,ninguno,no,no,0,0,7298,7298,11,11
158,2,bob,3,4,7,14,21,no,parking,parking,0,ninguno,no,no,0,0,7312,7312,15,15
159,1,ana,1,5,6,37,3,si,suerte1,suerte,0,ninguno,no,no,0,0,7298,7298,11,11
160,2,bob,3,3,6,21,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,7312,7260,15,15
161,1,ana,3,2,5,3,8,no,suerte2,suerte,0,ninguno,no,no,0,0,7350,7350,11,11
162,2,bob,5,4,9,27,36,no,estacion4,estacion,200,estacion,no,no,0,0,7260,7260,15,15
163,1,ana,5,2,7,8,15,no,rosa3,propiedad,160,rosa,no,no,0,0,7350,7350,11,11
164,2,bob,4,4,8,36,4,si,morado2,propiedad,60,morado,no,si,12,12,7260,7248,15,15
165,1,ana,3,6,9,15,24,no,rojo2,propiedad,220,rojo,no,si,44,44,7362,7318,11,11
166,2,bob,6,3,9,4,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,7292,7292,15,15
167,1,ana,5,6,11,24,35,no,verde3,propiedad,320,verde,no,si,64,64,7318,7254,11,11
168,2,bob,5,1,6,13,19,no,naranja2,propiedad,180,naranja,no,si,36,36,7356,7320,15,15
169,1,ana,2,3,5,35,40,no,azul2,propiedad,400,azul,no,no,0,0,7290,7290,11,11
170,2,bob,1,6,7,19,26,no,estacion3,estacion,200,estacion,no,no,0,0,7320,7320,15,15
171,1,ana,6,1,7,40,7,si,gris1,propiedad,100,gris,no,si,20,20,7290,7270,11,11
172,2,bob,1,5,6,26,32,no,verde1,propiedad,300,verde,no,no,0,0,7340,7340,15,15
173,1,ana,4,3,7,7,14,no,rosa2,propiedad,140,rosa,no,si,28,28,7270,7242,11,11
174,2,bob,5,6,11,32,3,si,suerte1,suerte,0,ninguno,no,no,0,0,7368,7368,15,15
175,1,ana,6,2,8,14,22,no,rojo1,propiedad,220,rojo,no,si,44,44,7242,7198,11,11
176,2,bob,2,4,6,3,9,no,gris2,propiedad,100,gris,no,si,20,20,7412,7392,15,15
177,1,ana,4,3,7,22,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,7218,7218,11,11
178,2,bob,1,3,4,9,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,7392,7392,15,15
179,1,ana,4,4,8,29,37,no,suerte6,suerte,0,ninguno,no,no,0,0,7218,7218,11,11
180,2,bob,3,2,5,13,18,no,suerte3,suerte,0,ninguno,no,no,0,0,7392,7392,15,15
181,1,ana,3,4,7,37,4,si,morado2,propiedad,60,morado,no,no,0,0,7218,7218,11,11
182,2,bob,2,3,5,18,23,no,suerte4,suerte,0,ninguno,no,no,0,0,7392,7392,15,15
183,1,ana,3,1,4,4,8,no,suerte2,suerte,0,ninguno,no,no,0,0,7218,7218,11,11
184,2,bob,6,2,8,23,31,no,carcel,carcel,0,ninguno,no,no,0,0,7392,7392,15,15
185,1,ana,5,1,6,8,14,no,rosa2,propiedad,140,rosa,no,si,28,28,7218,7190,11,11
186,2,bob,1,1,2,31,33,no,verde2,propiedad,300,verde,no,si,60,60,7420,7360,15,15
187,1,ana,4,1,5,14,19,no,naranja2,propiedad,180,naranja,no,no,0,0,7250,7250,11,11
188,2,bob,1,5,6,33,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,7360,7360,15,15
189,1,ana,4,6,10,19,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,7250,7250,11,11
190,2,bob,2,1,3,39,2,si,morado1,propiedad,60,morado,no,no,0,0,7360,7360,15,15
191,1,ana,6,5,11,29,40,no,azul2,propiedad,400,azul,no,no,0,0,7250,7250,11,11
192,2,bob,2,1,3,2,5,no,impuesto1,impuesto,200,ninguno,no,no,0,0,7360,7360,15,15
193,1,ana,6,4,10,40,10,si,gris3,propiedad,120,gris,no,si,24,24,7250,7226,11,11
194,2,bob,5,3,8,5,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,7384,7384,15,15
195,1,ana,1,2,3,10,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,7226,7226,11,11
196,2,bob,3,4,7,13,20,no,naranja3,propiedad,200,naranja,no,si,40,40,7384,7344,15,15
197,1,ana,1,4,5,13,18,no,suerte3,suerte,0,ninguno,no,no,0,0,7266,7266,11,11
198,2,bob,5,6,11,20,31,no,carcel,carcel,0,ninguno,no,no,0,0,7344,7344,15,15
199,1,ana,4,2,6,18,24,no,rojo2,propiedad,220,rojo,no,si,44,44,7266,7222,11,11
200,2,bob,3,6,9,31,40,no,azul2,propiedad,400,azul,no,si,80,80,7388,7308,15,15
