turno,alquileres_acumulados,importe_acumulado
222,113,4550
223,114,4620
224,114,4620
225,114,4620
226,114,4620
227,115,4656
228,115,4656
229,116,4696
230,117,4736
231,118,4776
232,118,4776
233,119,4816
234,119,4816
235,120,4876
236,120,4876
237,121,4912
238,121,4912
239,121,4912
240,121,4912
241,121,4912
242,122,4952
243,122,4952
244,122,4952
245,123,4964
246,124,4984
247,124,4984
248,125,5020
249,126,5048
250,126,5048
251,127,5128
252,127,5128
253,127,5128
254,127,5128
255,127,5128
256,127,5128
257,127,5128
258,127,5128
259,128,5164
260,129,5204
261,130,5224
262,130,5224
263,130,5224
264,131,5256
265,132,5304
266,133,5348
267,134,5360
268,134,5360
269,135,5408
270,136,5448
271,136,5448
272,137,5518
273,138,5558
274,138,5558
275,139,5614
276,139,5614
277,140,5626
278,141,5706
279,142,5766
280,142,5766
281,143,5802
282,143,5802
283,144,5814
284,145,5862
285,145,5862
286,146,5932
287,146,5932
288,147,5972
289,148,6042
290,148,6042
291,148,6042
292,149,6070
293,149,6070
294,150,6122
295,151,6162
296,151,6162
297,152,6202
298,152,6202
299,152,6202
300,152,6202
301,153,6258
302,154,6298
303,155,6338
304,155,6338
305,156,6366
306,157,6390
307,158,6430
308,159,6474
309,160,6494
310,161,6530
311,161,6530
312,161,6530
313,162,6582
314,163,6662
315,164,6698
316,165,6734
317,166,6786
318,166,6786
319,167,6826
320,168,6878
321,169,6898
322,169,6898
323,169,6898
324,170,6922
325,170,6922
326,171,6974
327,171,6974
328,172,7038
329,173,7086
330,174,7146
331,175,7186
332,176,7256
333,177,7296
334,177,7296
335,177,7296
336,178,7356
337,178,7356
338,179,7436
339,180,7496
340,181,7536
341,181,7536
342,181,7536
343,182,7548
344,183,7592
345,184,7604
346,184,7604
347,185,7644
348,185,7644
349,185,7644
350,185,7644
351,185,7644
352,185,7644
353,186,7664
354,186,7664
355,186,7664
356,187,7684
357,187,7684
358,188,7720
359,189,7740
360,189,7740
361,190,7752
362,191,7784
363,192,7816
364,193,7856
365,193,7856
366,194,7884
367,195,7920
368,195,7920
369,196,7952
370,196,7952
371,197,7972
372,197,7972
373,197,7972
374,197,7972
375,197,7972
376,198,8004
377,199,8056
378,200,8120
379,200,8120
380,201,8160
381,202,8188
382,203,8248
383,203,8248
384,203,8248
385,204,8312
386,205,8356
387,205,8356
388,205,8356
389,206,8408
390,207,8460
391,208,8504
392,209,8584
393,209,8584
394,210,8620
395,211,8632
396,211,8632
397,212,8702
398,212,8702
399,212,8702
400,213,8766
401,214,8818
402,215,8838
403,215,8838
404,215,8838
405,216,8878
406,216,8878
407,216,8878
408,217,8902
409,218,8982
410,218,8982
411,218,8982
412,218,8982
413,218,8982
414,219,9042
415,219,9042
416,220,9082
417,220,9082
418,221,9122
419,222,9142
420,223,9166
421,224,9186
422,224,9186
423,225,9226
424,226,9306
425,227,9358
426,228,9382
427,229,9418
428,230,9470
429,231,9510
430,232,9550
431,232,9550
432,233,9590
433,234,9634
434,234,9634
435,235,9704
436,236,9740
437,236,9740
438,237,9780
439,237,9780
440,237,9780
441,238,9828
442,238,9828
443,239,9880
444,240,9904
445,241,9928
446,242,9980
447,243,10032
448,244,10112
449,244,10112
450,244,10112
451,244,10112
452,244,10112
453,244,10112
454,245,10152
455,246,10184
456,246,10184
457,247,10240
458,248,10260
459,249,10300
460,249,10300
461,250,10364
462,250,10364
463,251,10384
464,251,10384
465,251,10384
466,251,10384
467,251,10384
468,252,10416
469,253,10428
470,254,10452
471,254,10452
472,255,10488
473,256,10516
474,256,10516
475,256,10516
476,256,10516
477,257,10556
478,258,10600
479,258,10600
480,259,10640
481,259,10640
482,260,10688
483,260,10688
484,261,10728
485,261,10728
486,261,10728
487,262,10756
488,262,10756
489,262,10756
490,263,10800
491,264,10836
492,265,10888
493,266,10944
494,267,11008
495,268,11020
496,269,11060
497,270,11088
498,271,11158
499,272,11198
500,273,11258
501,274,11306
502,275,11370
503,275,11370
504,275,11370
505,276,11410
506,277,11466
507,278,11502
508,279,11514
509,279,11514
510,280,11584
511,280,11584
512,280,11584
513,280,11584
514,280,11584
515,281,11628
516,282,11692
517,283,11740
518,284,11760
519,285,11800
520,285,11800
521,286,11812
522,287,11836
523,287,11836
524,288,11872
525,288,11872
526,288,11872
527,289,11932
528,289,11932
529,289,11932
530,290,11956
531,291,11988
532,292,12028
533,293,12052
534,294,12092
535,294,12092
536,295,12116
537,295,12116
538,296,12168
539,296,12168
540,297,12208
541,298,12252
542,299,12292
543,299,12292
544,299,12292
545,299,12292
546,300,12324
547,300,12324
548,301,12364
549,302,12400
550,302,12400
551,303,12452
552,304,12492
553,305,12544
554,305,12544
555,306,12572
556,306,12572
557,306,12572
558,307,12584
559,308,12628
560,309,12676
561,310,12736
562,310,12736
563,310,12736
564,310,12736
565,311,12776
566,312,12824
567,313,12860
568,314,12900
569,314,12900
570,315,12960
571,316,13040
572,316,13040
573,317,13110
574,318,13138
575,319,13190
576,320,13250
577,321,13294
578,322,13322
579,323,13392
580,324,13472
581,324,13472
582,325,13500
583,326,13512
584,327,13556
585,327,13556
586,327,13556
587,327,13556
588,328,13592
589,329,13604
590,330,13644
591,331,13684
592,331,13684
593,332,13712
594,333,13764
595,333,13764
596,334,13784
597,334,13784
598,334,13784
599,334,13784
600,335,13816
601,336,13868
602,337,13908
603,337,13908
604,338,13972
605,339,14000
606,339,14000
607,339,14000
608,339,14000
609,340,14040
610,340,14040
611,341,14080
612,341,14080
613,341,14080
614,341,14080
615,341,14080
616,342,14124
617,343,14144
618,343,14144
619,344,14196
620,345,14236
621,345,14236
622,345,14236
623,345,14236
624,345,14236
625,346,14300
626,347,14356
627,348,14384
628,349,14404
629,350,14464
630,351,14504
631,352,14524
632,352,14524
633,353,14536
634,353,14536
635,354,14616
636,354,14616
637,355,14656
638,355,14656
639,356,14736
640,357,14748
641,357,14748
642,357,14748
643,358,14772
644,359,14804
645,360,14844
646,360,14844
647,361,14892
648,362,14936
649,363,14976
650,364,15008
651,365,15044
652,365,15044
653,366,15076
654,366,15076
655,367,15116
656,367,15116
657,368,15176
658,368,15176
659,369,15196
660,369,15196
661,369,15196
662,369,15196
663,370,15240
664,370,15240
665,371,15284
666,371,15284
667,372,15354
668,373,15434
669,374,15470
670,374,15470
671,375,15534
672,376,15594
673,377,15654
674,378,15710
675,378,15710
676,378,15710
677,379,15790
678,380,15810
679,381,15854
680,381,15854
681,381,15854
682,382,15934
683,383,16014
684,384,16094
685,384,16094
686,385,16154
687,385,16154
688,385,16154
689,386,16214
690,386,16214
691,386,16214
692,386,16214
693,387,16226
694,387,16226
695,388,16246
696,389,16316
697,389,16316
698,389,16316
699,390,16396
700,391,16436
701,392,16480
702,393,16512
703,393,16512
704,394,16540
705,395,16568
706,396,16588
707,396,16588
708,397,16628
709,398,16648
710,399,16680
711,400,16740
712,400,16740
713,400,16740
714,400,16740
715,400,16740
716,400,16740
717,401,16788
718,401,16788
719,402,16824
720,402,16824
721,403,16904
722,404,16952
723,404,16952
724,405,16992
725,405,16992
726,405,16992
727,405,16992
728,405,16992
729,405,16992
730,405,16992
731,405,16992
732,405,16992
733,405,16992
734,405,16992
735,405,16992
736,405,16992
737,405,16992
738,405,16992
739,406,17032
740,407,17088
741,408,17112
742,409,17124
743,409,17124
744,410,17194
745,410,17194
746,411,17246
747,411,17246
748,412,17278
749,413,17342
750,413,17342
751,413,17342
752,414,17366
753,414,17366
754,415,17386
755,416,17414
756,417,17478
757,418,17502
758,418,17502
759,419,17514
760,419,17514
761,419,17514
762,420,17550
763,421,17570
764,422,17606
765,423,17646
766,423,17646
767,423,17646
768,424,17698
769,424,17698
770,424,17698
771,424,17698
772,424,17698
773,425,17730
774,426,17774
775,426,17774
776,427,17802
777,428,17838
778,429,17908
779,430,17944
780,431,17984
781,431,17984
782,431,17984
783,432,18028
784,433,18084
785,433,18084
786,433,18084
787,433,18084
788,434,18124
789,435,18168
790,436,18208
791,437,18236
792,438,18276
793,439,18328
794,440,18368
795,440,18368
796,441,18416
797,442,18480
798,443,18508
799,443,18508
800,443,18508
801,443,18508
802,444,18520
803,444,18520
804,445,18600
805,446,18640
806,447,18700
807,448,18780
808,448,18780
809,448,18780
810,448,18780
811,449,18828
812,449,18828
813,449,18828
814,449,18828
815,450,18876
816,450,18876
817,451,18888
818,451,18888
819,452,18900
820,453,18920
821,453,18920
822,453,18920
823,453,18920
824,454,18944
825,454,18944
826,455,18964
827,455,18964
828,456,19024
829,456,19024
830,457,19064
831,458,19128
832,458,19128
833,458,19128
834,458,19128
835,458,19128
836,459,19156
837,459,19156
838,460,19236
839,460,19236
840,461,19276
841,462,19288
842,463,19352
843,463,19352
844,464,19392
845,465,19412
846,466,19448
847,467,19492
848,468,19512
849,468,19512
850,468,19512
851,468,19512
852,469,19582
853,470,19622
854,471,19670
855,472,19698
856,473,19738
857,474,19778
858,475,19818
859,476,19870
860,477,19882
861,477,19882
862,477,19882
863,477,19882
864,478,19946
865,479,19986
866,480,20026
867,480,20026
868,481,20070
869,481,20070
870,481,20070
871,482,20126
872,482,20126
873,482,20126
874,482,20126
875,482,20126
876,482,20126
877,482,20126
878,482,20126
879,483,20138
880,483,20138
881,484,20218
882,485,20258
883,485,20258
884,486,20278
885,486,20278
886,487,20302
887,488,20314
888,489,20378
889,489,20378
890,490,20418
891,490,20418
892,491,20458
893,492,20498
894,493,20538
895,494,20578
896,494,20578
897,494,20578
898,495,20618
899,495,20618
900,496,20658
901,496,20658
902,496,20658
903,497,20702
904,497,20702
905,497,20702
906,497,20702
907,497,20702
908,498,20730
909,499,20782
910,500,20834
911,500,20834
912,501,20874
913,501,20874
914,502,20918
915,503,20962
916,504,21006
917,505,21054
918,506,21098
919,507,21154
920,508,21218
921,509,21270
922,510,21290
923,511,21370
924,512,21430
925,513,21486
926,513,21486
927,513,21486
928,514,21530
929,514,21530
930,515,21542
931,516,21582
932,517,21614
933,518,21626
934,519,21638
935,519,21638
936,520,21708
937,521,21748
938,522,21808
939,523,21848
940,524,21872
941,524,21872
942,524,21872
943,525,21896
944,526,21924
945,526,21924
946,527,21964
947,527,21964
948,527,21964
949,528,21992
950,529,22032
951,529,22032
952,530,22084
953,530,22084
954,531,22120
955,531,22120
956,532,22152
957,532,22152
958,533,22172
959,533,22172
960,534,22220
961,534,22220
962,535,22260
963,535,22260
964,536,22308
965,537,22352
966,538,22388
967,538,22388
968,539,22420
969,540,22472
970,540,22472
971,541,22532
972,541,22532
973,541,22532
974,541,22532
975,542,22592
976,543,22644
977,543,22644
978,543,22644
979,544,22708
980,545,22748
981,545,22748
982,546,22768
983,546,22768
984,547,22832
985,547,22832
986,548,22872
987,549,22912
988,549,22912
989,549,22912
990,550,22952
991,550,22952
992,550,22952
993,550,22952
994,550,22952
995,551,22976
996,551,22976
997,552,23028
998,553,23068
999,553,23068
1000,553,23068
