turno,indice_jugador,jugador,dado1,dado2,suma,posicion_anterior,posicion_nueva,paso_salida,nombre_casilla,tipo_casilla,precio_casilla,color_casilla,compra_realizada,alquiler_realizado,alquiler_teorico,pago_real,dinero_inicial_turno,dinero_final_turno,propiedades_antes,propiedades_despues
28,4,diego,2,6,8,36,4,si,morado2,propiedad,60,morado,no,si,12,12,9460,9448,3,3
29,1,ana,2,2,4,14,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9684,9684,2,2
30,2,bob,5,6,11,4,15,no,rosa3,propiedad,160,rosa,no,si,32,32,9360,9328,4,4
31,3,carla,3,4,7,4,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9608,9608,2,2
32,4,diego,6,1,7,4,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9480,9480,3,3
33,1,ana,2,3,5,18,23,no,suerte4,suerte,0,ninguno,no,no,0,0,9684,9684,2,2
34,2,bob,6,2,8,15,23,no,suerte4,suerte,0,ninguno,no,no,0,0,9328,9328,4,4
35,3,carla,2,5,7,11,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9608,9608,2,2
36,4,diego,3,5,8,11,19,no,naranja2,propiedad,180,naranja,no,si,36,36,9480,9444,3,3
37,1,ana,4,1,5,23,28,no,amarillo2,propiedad,260,amarillo,si,no,0,0,9684,9424,2,3
38,2,bob,2,5,7,23,30,no,amarillo3,propiedad,280,amarillo,no,no,0,0,9364,9364,4,4
39,3,carla,1,5,6,18,24,no,rojo2,propiedad,220,rojo,no,si,44,44,9608,9564,2,2
40,4,diego,4,6,10,19,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9444,9444,3,3
41,1,ana,3,1,4,28,32,no,verde1,propiedad,300,verde,si,no,0,0,9468,9168,3,4
42,2,bob,3,5,8,30,38,no,azul1,propiedad,350,azul,si,no,0,0,9364,9014,4,5
43,3,carla,1,4,5,24,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9564,9564,2,2
44,4,diego,3,2,5,29,34,no,suerte5,suerte,0,ninguno,no,no,0,0,9444,9444,3,3
45,1,ana,2,4,6,32,38,no,azul1,propiedad,350,azul,no,si,70,70,9168,9098,4,4
46,2,bob,3,3,6,38,4,si,morado2,propiedad,60,morado,no,no,0,0,9084,9084,5,5
47,3,carla,5,6,11,29,40,no,azul2,propiedad,400,azul,si,no,0,0,9564,9164,2,3
48,4,diego,2,4,6,34,40,no,azul2,propiedad,400,azul,no,si,80,80,9444,9364,3,3
49,1,ana,6,2,8,38,6,si,estacion1,estacion,200,estacion,no,si,40,40,9098,9058,4,4
50,2,bob,2,1,3,4,7,no,gris1,propiedad,100,gris,si,no,0,0,9124,9024,5,6
51,3,carla,6,6,12,40,12,si,rosa1,propiedad,140,rosa,si,no,0,0,9244,9104,3,4
52,4,diego,5,4,9,40,9,si,gris2,propiedad,100,gris,no,no,0,0,9364,9364,3,3
53,1,ana,1,1,2,6,8,no,suerte2,suerte,0,ninguno,no,no,0,0,9058,9058,4,4
54,2,bob,4,6,10,7,17,no,naranja1,propiedad,180,naranja,si,no,0,0,9024,8844,6,7
55,3,carla,6,3,9,12,21,no,parking,parking,0,ninguno,no,no,0,0,9104,9104,4,4
56,4,diego,3,6,9,9,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9364,9364,3,3
57,1,ana,5,6,11,8,19,no,naranja2,propiedad,180,naranja,no,si,36,36,9058,9022,4,4
58,2,bob,4,4,8,17,25,no,rojo3,propiedad,240,rojo,no,si,48,48,8880,8832,7,7
59,3,carla,1,6,7,21,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,9104,9052,4,4
60,4,diego,6,2,8,18,26,no,estacion3,estacion,200,estacion,si,no,0,0,9412,9212,3,4
61,1,ana,3,6,9,19,28,no,amarillo2,propiedad,260,amarillo,no,no,0,0,9074,9074,4,4
62,2,bob,3,1,4,25,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8832,8832,7,7
63,3,carla,6,6,12,28,40,no,azul2,propiedad,400,azul,no,no,0,0,9052,9052,4,4
64,4,diego,6,2,8,26,34,no,suerte5,suerte,0,ninguno,no,no,0,0,9212,9212,4,4
65,1,ana,4,3,7,28,35,no,verde3,propiedad,320,verde,si,no,0,0,9074,8754,4,5
66,2,bob,3,3,6,29,35,no,verde3,propiedad,320,verde,no,si,64,64,8832,8768,7,7
67,3,carla,5,4,9,40,9,si,gris2,propiedad,100,gris,no,si,20,20,9052,9032,4,4
68,4,diego,1,4,5,34,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,9232,9232,4,4
69,1,ana,3,3,6,35,1,si,salida,salida,0,ninguno,no,no,0,0,8818,8818,5,5
70,2,bob,3,3,6,35,1,si,salida,salida,0,ninguno,no,no,0,0,8768,8768,7,7
71,3,carla,6,5,11,9,20,no,naranja3,propiedad,200,naranja,si,no,0,0,9032,8832,4,5
72,4,diego,6,3,9,39,8,si,suerte2,suerte,0,ninguno,no,no,0,0,9232,9232,4,4
73,1,ana,4,2,6,1,7,no,gris1,propiedad,100,gris,no,si,20,20,8818,8798,5,5
74,2,bob,5,3,8,1,9,no,gris2,propiedad,100,gris,no,si,20,20,8788,8768,7,7
75,3,carla,6,1,7,20,27,no,amarillo1,propiedad,260,amarillo,si,no,0,0,8832,8572,5,6
76,4,diego,1,4,5,8,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9252,9252,4,4
77,1,ana,3,4,7,7,14,no,rosa2,propiedad,140,rosa,no,no,0,0,8798,8798,5,5
78,2,bob,2,6,8,9,17,no,naranja1,propiedad,180,naranja,no,no,0,0,8768,8768,7,7
79,3,carla,5,1,6,27,33,no,verde2,propiedad,300,verde,si,no,0,0,8572,8272,6,7
80,4,diego,2,2,4,13,17,no,naranja1,propiedad,180,naranja,no,si,36,36,9252,9216,4,4
81,1,ana,6,6,12,14,26,no,estacion3,estacion,200,estacion,no,si,40,40,8798,8758,5,5
82,2,bob,2,6,8,17,25,no,rojo3,propiedad,240,rojo,no,si,48,48,8804,8756,7,7
83,3,carla,3,2,5,33,38,no,azul1,propiedad,350,azul,no,si,70,70,8272,8202,7,7
84,4,diego,1,3,4,17,21,no,parking,parking,0,ninguno,no,no,0,0,9304,9304,4,4
85,1,ana,1,5,6,26,32,no,verde1,propiedad,300,verde,no,no,0,0,8758,8758,5,5
86,2,bob,5,5,10,25,35,no,verde3,propiedad,320,verde,no,si,64,64,8826,8762,7,7
87,3,carla,2,2,4,38,2,si,morado1,propiedad,60,morado,si,no,0,0,8202,8142,7,8
88,4,diego,5,4,9,21,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,9304,9248,4,4
89,1,ana,5,6,11,32,3,si,suerte1,suerte,0,ninguno,no,no,0,0,8822,8822,5,5
90,2,bob,4,2,6,35,1,si,salida,salida,0,ninguno,no,no,0,0,8818,8818,7,7
91,3,carla,1,4,5,2,7,no,gris1,propiedad,100,gris,no,si,20,20,8142,8122,8,8
92,4,diego,4,3,7,30,37,no,suerte6,suerte,0,ninguno,no,no,0,0,9248,9248,4,4
93,1,ana,1,1,2,3,5,no,impuesto1,impuesto,200,ninguno,no,no,0,0,8822,8822,5,5
94,2,bob,5,4,9,1,10,no,gris3,propiedad,120,gris,no,si,24,24,8838,8814,7,7
95,3,carla,2,5,7,7,14,no,rosa2,propiedad,140,rosa,no,si,28,28,8146,8118,8,8
96,4,diego,4,4,8,37,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,9248,9248,4,4
97,1,ana,1,5,6,5,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,8850,8850,5,5
98,2,bob,4,6,10,10,20,no,naranja3,propiedad,200,naranja,no,si,40,40,8814,8774,7,7
99,3,carla,6,2,8,14,22,no,rojo1,propiedad,220,rojo,si,no,0,0,8158,7938,8,9
100,4,diego,3,1,4,5,9,no,gris2,propiedad,100,gris,no,no,0,0,9248,9248,4,4
101,1,ana,3,3,6,11,17,no,naranja1,propiedad,180,naranja,no,si,36,36,8850,8814,5,5
102,2,bob,1,6,7,20,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,8810,8758,7,7
103,3,carla,5,4,9,22,31,no,carcel,carcel,0,ninguno,no,no,0,0,7990,7990,9,9
104,4,diego,5,1,6,9,15,no,rosa3,propiedad,160,rosa,no,no,0,0,9248,9248,4,4
105,1,ana,5,1,6,17,23,no,suerte4,suerte,0,ninguno,no,no,0,0,8814,8814,5,5
106,2,bob,6,5,11,27,38,no,azul1,propiedad,350,azul,no,no,0,0,8758,8758,7,7
107,3,carla,1,3,4,31,35,no,verde3,propiedad,320,verde,no,si,64,64,7990,7926,9,9
108,4,diego,3,3,6,15,21,no,parking,parking,0,ninguno,no,no,0,0,9248,9248,4,4
109,1,ana,2,3,5,23,28,no,amarillo2,propiedad,260,amarillo,no,no,0,0,8878,8878,5,5
110,2,bob,1,2,3,38,1,si,salida,salida,0,ninguno,no,no,0,0,8758,8758,7,7
111,3,carla,5,5,10,35,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,7926,7926,9,9
112,4,diego,4,3,7,21,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,9248,9196,4,4
113,1,ana,5,2,7,28,35,no,verde3,propiedad,320,verde,no,no,0,0,8930,8930,5,5
114,2,bob,6,1,7,1,8,no,suerte2,suerte,0,ninguno,no,no,0,0,8758,8758,7,7
115,3,carla,2,1,3,5,8,no,suerte2,suerte,0,ninguno,no,no,0,0,7926,7926,9,9
116,4,diego,5,1,6,28,34,no,suerte5,suerte,0,ninguno,no,no,0,0,9196,9196,4,4
117,1,ana,5,4,9,35,4,si,morado2,propiedad,60,morado,no,si,12,12,8930,8918,5,5
118,2,bob,4,2,6,8,14,no,rosa2,propiedad,140,rosa,no,si,28,28,8770,8742,7,7
119,3,carla,1,6,7,8,15,no,rosa3,propiedad,160,rosa,no,si,32,32,7926,7894,9,9
120,4,diego,2,1,3,34,37,no,suerte6,suerte,0,ninguno,no,no,0,0,9228,9228,4,4
121,1,ana,6,2,8,4,12,no,rosa1,propiedad,140,rosa,no,si,28,28,8946,8918,5,5
122,2,bob,4,1,5,14,19,no,naranja2,propiedad,180,naranja,no,no,0,0,8742,8742,7,7
123,3,carla,2,4,6,15,21,no,parking,parking,0,ninguno,no,no,0,0,7922,7922,9,9
124,4,diego,3,6,9,37,6,si,estacion1,estacion,200,estacion,no,si,40,40,9228,9188,4,4
125,1,ana,4,4,8,12,20,no,naranja3,propiedad,200,naranja,no,si,40,40,8918,8878,5,5
126,2,bob,4,4,8,19,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,8782,8730,7,7
127,3,carla,6,3,9,21,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,8014,7958,9,9
128,4,diego,1,2,3,6,9,no,gris2,propiedad,100,gris,no,no,0,0,9188,9188,4,4
129,1,ana,5,6,11,20,31,no,carcel,carcel,0,ninguno,no,no,0,0,8878,8878,5,5
130,2,bob,5,4,9,27,36,no,estacion4,estacion,200,estacion,no,si,40,40,8786,8746,7,7
131,3,carla,4,1,5,30,35,no,verde3,propiedad,320,verde,no,si,64,64,7998,7934,9,9
132,4,diego,2,5,7,9,16,no,estacion2,estacion,200,estacion,si,no,0,0,9188,8988,4,5
133,1,ana,1,1,2,31,33,no,verde2,propiedad,300,verde,no,si,60,60,8942,8882,5,5
134,2,bob,2,5,7,36,3,si,suerte1,suerte,0,ninguno,no,no,0,0,8746,8746,7,7
135,3,carla,1,6,7,35,2,si,morado1,propiedad,60,morado,no,no,0,0,7994,7994,9,9
136,4,diego,3,5,8,16,24,no,rojo2,propiedad,220,rojo,no,si,44,44,8988,8944,5,5
137,1,ana,5,3,8,33,1,si,salida,salida,0,ninguno,no,no,0,0,8926,8926,5,5
138,2,bob,4,3,7,3,10,no,gris3,propiedad,120,gris,no,si,24,24,8746,8722,7,7
139,3,carla,5,2,7,2,9,no,gris2,propiedad,100,gris,no,si,20,20,8018,7998,9,9
140,4,diego,6,4,10,24,34,no,suerte5,suerte,0,ninguno,no,no,0,0,8964,8964,5,5
141,1,ana,6,6,12,1,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,8926,8926,5,5
142,2,bob,5,5,10,10,20,no,naranja3,propiedad,200,naranja,no,si,40,40,8722,8682,7,7
143,3,carla,1,2,3,9,12,no,rosa1,propiedad,140,rosa,no,no,0,0,8038,8038,9,9
144,4,diego,2,4,6,34,40,no,azul2,propiedad,400,azul,no,si,80,80,8964,8884,5,5
145,1,ana,3,6,9,13,22,no,rojo1,propiedad,220,rojo,no,si,44,44,8926,8882,5,5
146,2,bob,4,2,6,20,26,no,estacion3,estacion,200,estacion,no,si,40,40,8682,8642,7,7
147,3,carla,3,6,9,12,21,no,parking,parking,0,ninguno,no,no,0,0,8162,8162,9,9
148,4,diego,3,5,8,40,8,si,suerte2,suerte,0,ninguno,no,no,0,0,8924,8924,5,5
149,1,ana,1,1,2,22,24,no,rojo2,propiedad,220,rojo,no,no,0,0,8882,8882,5,5
150,2,bob,3,5,8,26,34,no,suerte5,suerte,0,ninguno,no,no,0,0,8642,8642,7,7
151,3,carla,3,5,8,21,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8162,8162,9,9
152,4,diego,3,2,5,8,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,8924,8924,5,5
153,1,ana,6,2,8,24,32,no,verde1,propiedad,300,verde,no,no,0,0,8882,8882,5,5
154,2,bob,3,2,5,34,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,8642,8642,7,7
155,3,carla,2,5,7,29,36,no,estacion4,estacion,200,estacion,no,no,0,0,8162,8162,9,9
156,4,diego,2,1,3,13,16,no,estacion2,estacion,200,estacion,no,no,0,0,8924,8924,5,5
157,1,ana,6,4,10,32,2,si,morado1,propiedad,60,morado,no,si,12,12,8882,8870,5,5
158,2,bob,3,4,7,39,6,si,estacion1,estacion,200,estacion,no,no,0,0,8642,8642,7,7
159,3,carla,1,5,6,36,2,si,morado1,propiedad,60,morado,no,no,0,0,8174,8174,9,9
160,4,diego,3,3,6,16,22,no,rojo1,propiedad,220,rojo,no,si,44,44,8924,8880,5,5
161,1,ana,3,2,5,2,7,no,gris1,propiedad,100,gris,no,si,20,20,8870,8850,5,5
162,2,bob,5,4,9,6,15,no,rosa3,propiedad,160,rosa,no,si,32,32,8662,8630,7,7
163,3,carla,5,2,7,2,9,no,gris2,propiedad,100,gris,no,si,20,20,8218,8198,9,9
164,4,diego,4,4,8,22,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,8932,8876,5,5
165,1,ana,3,6,9,7,16,no,estacion2,estacion,200,estacion,no,si,40,40,8850,8810,5,5
166,2,bob,6,3,9,15,24,no,rojo2,propiedad,220,rojo,no,si,44,44,8686,8642,7,7
167,3,carla,5,6,11,9,20,no,naranja3,propiedad,200,naranja,no,no,0,0,8198,8198,9,9
168,4,diego,5,1,6,30,36,no,estacion4,estacion,200,estacion,no,si,40,40,8916,8876,5,5
169,1,ana,2,3,5,16,21,no,parking,parking,0,ninguno,no,no,0,0,8854,8854,5,5
170,2,bob,1,6,7,24,31,no,carcel,carcel,0,ninguno,no,no,0,0,8642,8642,7,7
171,3,carla,6,1,7,20,27,no,amarillo1,propiedad,260,amarillo,no,no,0,0,8238,8238,9,9
172,4,diego,1,5,6,36,2,si,morado1,propiedad,60,morado,no,si,12,12,8876,8864,5,5
173,1,ana,4,3,7,21,28,no,amarillo2,propiedad,260,amarillo,no,no,0,0,8854,8854,5,5
174,2,bob,5,6,11,31,2,si,morado1,propiedad,60,morado,no,si,12,12,8642,8630,7,7
175,3,carla,6,2,8,27,35,no,verde3,propiedad,320,verde,no,si,64,64,8262,8198,9,9
176,4,diego,2,4,6,2,8,no,suerte2,suerte,0,ninguno,no,no,0,0,8864,8864,5,5
177,1,ana,4,3,7,28,35,no,verde3,propiedad,320,verde,no,no,0,0,8918,8918,5,5
178,2,bob,1,3,4,2,6,no,estacion1,estacion,200,estacion,no,no,0,0,8630,8630,7,7
179,3,carla,4,4,8,35,3,si,suerte1,suerte,0,ninguno,no,no,0,0,8198,8198,9,9
180,4,diego,3,2,5,8,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,8864,8864,5,5
181,1,ana,3,4,7,35,2,si,morado1,propiedad,60,morado,no,si,12,12,8918,8906,5,5
182,2,bob,2,3,5,6,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,8630,8630,7,7
183,3,carla,3,1,4,3,7,no,gris1,propiedad,100,gris,no,si,20,20,8210,8190,9,9
184,4,diego,6,2,8,13,21,no,parking,parking,0,ninguno,no,no,0,0,8864,8864,5,5
185,1,ana,5,1,6,2,8,no,suerte2,suerte,0,ninguno,no,no,0,0,8906,8906,5,5
186,2,bob,1,1,2,11,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,8650,8650,7,7
187,3,carla,4,1,5,7,12,no,rosa1,propiedad,140,rosa,no,no,0,0,8190,8190,9,9
188,4,diego,1,5,6,21,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,8864,8812,5,5
189,1,ana,4,6,10,8,18,no,suerte3,suerte,0,ninguno,no,no,0,0,8906,8906,5,5
190,2,bob,2,1,3,13,16,no,estacion2,estacion,200,estacion,no,si,40,40,8650,8610,7,7
191,3,carla,6,5,11,12,23,no,suerte4,suerte,0,ninguno,no,no,0,0,8242,8242,9,9
192,4,diego,2,1,3,27,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,8852,8796,5,5
193,1,ana,6,4,10,18,28,no,amarillo2,propiedad,260,amarillo,no,no,0,0,8906,8906,5,5
194,2,bob,5,3,8,16,24,no,rojo2,propiedad,220,rojo,no,si,44,44,8666,8622,7,7
195,3,carla,1,2,3,23,26,no,estacion3,estacion,200,estacion,no,si,40,40,8242,8202,9,9
196,4,diego,3,4,7,30,37,no,suerte6,suerte,0,ninguno,no,no,0,0,8836,8836,5,5
197,1,ana,1,4,5,28,33,no,verde2,propiedad,300,verde,no,si,60,60,8950,8890,5,5
198,2,bob,5,6,11,24,35,no,verde3,propiedad,320,verde,no,si,64,64,8622,8558,7,7
199,3,carla,4,2,6,26,32,no,verde1,propiedad,300,verde,no,si,60,60,8262,8202,9,9
200,4,diego,3,6,9,37,6,si,estacion1,estacion,200,estacion,no,si,40,40,8836,8796,5,5
201,1,ana,2,4,6,33,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,9014,9014,5,5
202,2,bob,6,1,7,35,2,si,morado1,propiedad,60,morado,no,si,12,12,8598,8586,7,7
203,3,carla,5,1,6,32,38,no,azul1,propiedad,350,azul,no,si,70,70,8214,8144,9,9
204,4,diego,1,1,2,6,8,no,suerte2,suerte,0,ninguno,no,no,0,0,8796,8796,5,5
205,1,ana,4,5,9,39,8,si,suerte2,suerte,0,ninguno,no,no,0,0,9014,9014,5,5
206,2,bob,2,5,7,2,9,no,gris2,propiedad,100,gris,no,si,20,20,8656,8636,7,7
207,3,carla,3,5,8,38,6,si,estacion1,estacion,200,estacion,no,si,40,40,8144,8104,9,9
208,4,diego,2,6,8,8,16,no,estacion2,estacion,200,estacion,no,no,0,0,8816,8816,5,5
209,1,ana,2,2,4,8,12,no,rosa1,propiedad,140,rosa,no,si,28,28,9014,8986,5,5
210,2,bob,5,6,11,9,20,no,naranja3,propiedad,200,naranja,no,si,40,40,8676,8636,7,7
211,3,carla,3,4,7,6,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,8172,8172,9,9
212,4,diego,6,1,7,16,23,no,suerte4,suerte,0,ninguno,no,no,0,0,8816,8816,5,5
213,1,ana,2,3,5,12,17,no,naranja1,propiedad,180,naranja,no,si,36,36,8986,8950,5,5
214,2,bob,6,2,8,20,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,8672,8620,7,7
215,3,carla,2,5,7,13,20,no,naranja3,propiedad,200,naranja,no,no,0,0,8172,8172,9,9
216,4,diego,3,5,8,23,31,no,carcel,carcel,0,ninguno,no,no,0,0,8816,8816,5,5
217,1,ana,4,1,5,17,22,no,rojo1,propiedad,220,rojo,no,si,44,44,9002,8958,5,5
218,2,bob,2,5,7,28,35,no,verde3,propiedad,320,verde,no,si,64,64,8620,8556,7,7
219,3,carla,1,5,6,20,26,no,estacion3,estacion,200,estacion,no,si,40,40,8216,8176,9,9
220,4,diego,4,6,10,31,1,si,salida,salida,0,ninguno,no,no,0,0,8856,8856,5,5
221,1,ana,3,1,4,22,26,no,estacion3,estacion,200,estacion,no,si,40,40,9022,8982,5,5
222,2,bob,3,5,8,35,3,si,suerte1,suerte,0,ninguno,no,no,0,0,8556,8556,7,7
223,3,carla,1,4,5,26,31,no,carcel,carcel,0,ninguno,no,no,0,0,8176,8176,9,9
224,4,diego,3,2,5,1,6,no,estacion1,estacion,200,estacion,no,si,40,40,8896,8856,5,5
225,1,ana,2,4,6,26,32,no,verde1,propiedad,300,verde,no,no,0,0,8982,8982,5,5
226,2,bob,3,3,6,3,9,no,gris2,propiedad,100,gris,no,si,20,20,8596,8576,7,7
227,3,carla,5,6,11,31,2,si,morado1,propiedad,60,morado,no,no,0,0,8176,8176,9,9
228,4,diego,2,4,6,6,12,no,rosa1,propiedad,140,rosa,no,si,28,28,8876,8848,5,5
229,1,ana,6,2,8,32,40,no,azul2,propiedad,400,azul,no,si,80,80,8982,8902,5,5
230,2,bob,2,1,3,9,12,no,rosa1,propiedad,140,rosa,no,si,28,28,8576,8548,7,7
231,3,carla,6,6,12,2,14,no,rosa2,propiedad,140,rosa,no,si,28,28,8312,8284,9,9
232,4,diego,5,4,9,12,21,no,parking,parking,0,ninguno,no,no,0,0,8848,8848,5,5
233,1,ana,1,1,2,40,2,si,morado1,propiedad,60,morado,no,si,12,12,8930,8918,5,5
234,2,bob,4,6,10,12,22,no,rojo1,propiedad,220,rojo,no,si,44,44,8548,8504,7,7
235,3,carla,6,3,9,14,23,no,suerte4,suerte,0,ninguno,no,no,0,0,8340,8340,9,9
236,4,diego,3,6,9,21,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,8848,8792,5,5
237,1,ana,5,6,11,2,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,8918,8918,5,5
238,2,bob,4,4,8,22,30,no,amarillo3,propiedad,280,amarillo,no,no,0,0,8560,8560,7,7
239,3,carla,1,6,7,23,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,8340,8284,9,9
240,4,diego,6,2,8,30,38,no,azul1,propiedad,350,azul,no,si,70,70,8792,8722,5,5
241,1,ana,3,6,9,13,22,no,rojo1,propiedad,220,rojo,no,si,44,44,8918,8874,5,5
242,2,bob,3,1,4,30,34,no,suerte5,suerte,0,ninguno,no,no,0,0,8686,8686,7,7
243,3,carla,6,6,12,30,2,si,morado1,propiedad,60,morado,no,no,0,0,8328,8328,9,9
244,4,diego,6,2,8,38,6,si,estacion1,estacion,200,estacion,no,si,40,40,8722,8682,5,5
245,1,ana,4,3,7,22,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8874,8874,5,5
246,2,bob,3,3,6,34,40,no,azul2,propiedad,400,azul,no,si,80,80,8726,8646,7,7
247,3,carla,5,4,9,2,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,8408,8408,9,9
248,4,diego,1,4,5,6,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,8682,8682,5,5
249,1,ana,3,3,6,29,35,no,verde3,propiedad,320,verde,no,no,0,0,8874,8874,5,5
250,2,bob,3,3,6,40,6,si,estacion1,estacion,200,estacion,no,no,0,0,8646,8646,7,7
251,3,carla,6,5,11,11,22,no,rojo1,propiedad,220,rojo,no,no,0,0,8408,8408,9,9
252,4,diego,6,3,9,11,20,no,naranja3,propiedad,200,naranja,no,si,40,40,8682,8642,5,5
253,1,ana,4,2,6,35,1,si,salida,salida,0,ninguno,no,no,0,0,8874,8874,5,5
254,2,bob,5,3,8,6,14,no,rosa2,propiedad,140,rosa,no,si,28,28,8646,8618,7,7
255,3,carla,6,1,7,22,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8448,8448,9,9
256,4,diego,1,4,5,20,25,no,rojo3,propiedad,240,rojo,no,no,0,0,8642,8642,5,5
257,1,ana,3,4,7,1,8,no,suerte2,suerte,0,ninguno,no,no,0,0,8902,8902,5,5
258,2,bob,2,6,8,14,22,no,rojo1,propiedad,220,rojo,no,si,44,44,8618,8574,7,7
259,3,carla,5,1,6,29,35,no,verde3,propiedad,320,verde,no,si,64,64,8492,8428,9,9
260,4,diego,2,2,4,25,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8642,8642,5,5
