turno,indice_jugador,jugador,estado_carcel_antes,decision_carcel,dado1,dado2,suma,posicion_anterior,posicion_nueva,paso_salida,nombre_casilla,tipo_casilla,precio_casilla,color_casilla,compra_realizada,alquiler_realizado,alquiler_teorico,pago_real,dinero_inicial_turno,dinero_tras_carcel,dinero_final_turno,propiedades_antes,propiedades_despues,turno_perdido_carcel
407,7,gema,libre,no_aplica,6,2,8,27,35,no,verde3,propiedad,320,verde,no,si,64,64,8744,8744,8680,1,1,no
408,8,hugo,libre,no_aplica,2,5,7,29,36,no,estacion4,estacion,200,estacion,no,si,40,40,9408,9408,9368,4,4,no
409,9,irene,libre,no_aplica,3,5,8,4,12,no,rosa1,propiedad,140,rosa,no,si,28,28,9480,9480,9452,3,3,no
410,10,javier,encarcelado(3),liberacion_automatica,4,1,5,11,16,no,estacion2,estacion,200,estacion,no,si,40,40,9042,9042,9002,2,2,no
411,1,ana,libre,no_aplica,2,5,7,37,4,si,morado2,propiedad,60,morado,no,si,12,12,9170,9170,9158,2,2,no
412,2,bob,libre,no_aplica,1,5,6,6,12,no,rosa1,propiedad,140,rosa,no,si,28,28,9358,9358,9330,2,2,no
413,3,carla,libre,no_aplica,4,6,10,5,15,no,rosa3,propiedad,160,rosa,no,si,32,32,9880,9880,9848,5,5,no
414,4,diego,libre,no_aplica,3,1,4,8,12,no,rosa1,propiedad,140,rosa,no,si,28,28,8932,8932,8904,2,2,no
415,5,elena,libre,no_aplica,3,5,8,10,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9536,9536,9536,2,2,no
416,6,fernando,libre,no_aplica,1,4,5,7,12,no,rosa1,propiedad,140,rosa,no,si,28,28,9404,9404,9376,3,3,no
417,7,gema,libre,no_aplica,3,2,5,35,40,no,azul2,propiedad,400,azul,no,si,80,80,8712,8712,8632,1,1,no
418,8,hugo,libre,no_aplica,2,4,6,36,2,si,morado1,propiedad,60,morado,no,si,12,12,9492,9492,9480,4,4,no
419,9,irene,libre,no_aplica,3,3,6,12,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9452,9452,9452,3,3,no
420,10,javier,libre,no_aplica,5,6,11,16,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,9002,9002,8950,2,2,no
421,1,ana,libre,no_aplica,2,4,6,4,10,no,gris3,propiedad,120,gris,no,si,24,24,9158,9158,9134,2,2,no
422,2,bob,libre,no_aplica,6,2,8,12,20,no,naranja3,propiedad,200,naranja,no,si,40,40,9330,9330,9290,2,2,no
423,3,carla,libre,no_aplica,2,1,3,15,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9848,9848,9848,5,5,no
424,4,diego,libre,no_aplica,6,6,12,12,24,no,rojo2,propiedad,220,rojo,no,si,44,44,8984,8984,8940,2,2,no
425,5,elena,libre,no_aplica,5,4,9,18,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,9536,9536,9484,2,2,no
426,6,fernando,libre,no_aplica,1,1,2,12,14,no,rosa2,propiedad,140,rosa,no,si,28,28,9432,9432,9404,3,3,no
427,7,gema,libre,no_aplica,4,6,10,40,10,si,gris3,propiedad,120,gris,no,si,24,24,8632,8632,8608,1,1,no
428,8,hugo,libre,no_aplica,6,3,9,2,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9584,9584,9584,4,4,no
429,9,irene,libre,no_aplica,3,6,9,18,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,9500,9500,9448,3,3,no
430,10,javier,libre,no_aplica,5,6,11,27,38,no,azul1,propiedad,350,azul,no,no,0,0,8990,8990,8990,2,2,no
431,1,ana,libre,no_aplica,4,4,8,10,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9162,9162,9162,2,2,no
432,2,bob,libre,no_aplica,1,6,7,20,27,no,amarillo1,propiedad,260,amarillo,no,si,52,52,9290,9290,9238,2,2,no
433,3,carla,libre,no_aplica,6,2,8,18,26,no,estacion3,estacion,200,estacion,no,si,40,40,9848,9848,9808,5,5,no
434,4,diego,libre,no_aplica,3,6,9,24,33,no,verde2,propiedad,300,verde,no,si,60,60,8940,8940,8880,2,2,no
435,5,elena,libre,no_aplica,3,1,4,27,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9484,9484,9484,2,2,no
436,6,fernando,libre,no_aplica,6,6,12,14,26,no,estacion3,estacion,200,estacion,no,si,40,40,9404,9404,9364,3,3,no
437,7,gema,libre,no_aplica,6,2,8,10,18,no,suerte3,suerte,0,ninguno,no,no,0,0,8608,8608,8608,1,1,no
438,8,hugo,libre,no_aplica,4,3,7,11,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9688,9688,9688,4,4,no
439,9,irene,libre,no_aplica,3,3,6,27,33,no,verde2,propiedad,300,verde,no,no,0,0,9508,9508,9508,3,3,no
440,10,javier,libre,no_aplica,5,4,9,38,7,si,gris1,propiedad,100,gris,no,si,20,20,8990,8990,8970,2,2,no
441,1,ana,libre,no_aplica,1,4,5,18,23,no,suerte4,suerte,0,ninguno,no,no,0,0,9242,9242,9242,2,2,no
442,2,bob,libre,no_aplica,3,3,6,27,33,no,verde2,propiedad,300,verde,no,si,60,60,9238,9238,9178,2,2,no
443,3,carla,libre,no_aplica,3,3,6,26,32,no,verde1,propiedad,300,verde,no,si,60,60,9808,9808,9748,5,5,no
444,4,diego,libre,no_aplica,6,5,11,33,4,si,morado2,propiedad,60,morado,no,si,12,12,8880,8880,8868,2,2,no
445,5,elena,encarcelado(0),pagar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,9544,9344,9344,2,2,si
446,6,fernando,libre,no_aplica,6,3,9,26,35,no,verde3,propiedad,320,verde,no,si,64,64,9364,9364,9300,3,3,no
447,7,gema,libre,no_aplica,4,2,6,18,24,no,rojo2,propiedad,220,rojo,no,si,44,44,8608,8608,8564,1,1,no
448,8,hugo,libre,no_aplica,5,3,8,18,26,no,estacion3,estacion,200,estacion,no,si,40,40,9700,9700,9660,4,4,no
449,9,irene,libre,no_aplica,6,1,7,33,40,no,azul2,propiedad,400,azul,no,si,80,80,9588,9588,9508,3,3,no
450,10,javier,libre,no_aplica,1,4,5,7,12,no,rosa1,propiedad,140,rosa,no,si,28,28,8970,8970,8942,2,2,no
451,1,ana,libre,no_aplica,3,4,7,23,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,9282,9282,9226,2,2,no
452,2,bob,libre,no_aplica,2,6,8,33,1,si,salida,salida,0,ninguno,no,no,0,0,9234,9234,9234,2,2,no
453,3,carla,libre,no_aplica,5,1,6,32,38,no,azul1,propiedad,350,azul,no,si,70,70,9812,9812,9742,5,5,no
454,4,diego,libre,no_aplica,2,2,4,4,8,no,suerte2,suerte,0,ninguno,no,no,0,0,8948,8948,8948,2,2,no
455,5,elena,libre,no_aplica,6,6,12,11,23,no,suerte4,suerte,0,ninguno,no,no,0,0,9344,9344,9344,2,2,no
456,6,fernando,libre,no_aplica,2,6,8,35,3,si,suerte1,suerte,0,ninguno,no,no,0,0,9344,9344,9344,3,3,no
457,7,gema,libre,no_aplica,3,2,5,24,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,8564,8564,8564,1,1,no
458,8,hugo,libre,no_aplica,1,3,4,26,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,9688,9688,9632,4,4,no
459,9,irene,libre,no_aplica,1,5,6,40,6,si,estacion1,estacion,200,estacion,no,si,40,40,9508,9508,9468,3,3,no
460,10,javier,libre,no_aplica,5,5,10,12,22,no,rojo1,propiedad,220,rojo,no,si,44,44,9012,9012,8968,2,2,no
461,1,ana,libre,no_aplica,2,2,4,30,34,no,suerte5,suerte,0,ninguno,no,no,0,0,9226,9226,9226,2,2,no
462,2,bob,libre,no_aplica,5,4,9,1,10,no,gris3,propiedad,120,gris,no,si,24,24,9334,9334,9310,2,2,no
463,3,carla,libre,no_aplica,5,6,11,38,9,si,gris2,propiedad,100,gris,no,no,0,0,9742,9742,9742,5,5,no
464,4,diego,libre,no_aplica,4,2,6,8,14,no,rosa2,propiedad,140,rosa,no,si,28,28,8988,8988,8960,2,2,no
465,5,elena,libre,no_aplica,1,4,5,23,28,no,amarillo2,propiedad,260,amarillo,no,si,52,52,9344,9344,9292,2,2,no
466,6,fernando,libre,no_aplica,4,3,7,3,10,no,gris3,propiedad,120,gris,no,si,24,24,9344,9344,9320,3,3,no
467,7,gema,libre,no_aplica,1,1,2,29,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,8564,8564,8564,1,1,no
468,8,hugo,libre,no_aplica,5,4,9,30,39,no,impuesto4,impuesto,100,ninguno,no,no,0,0,9632,9632,9632,4,4,no
469,9,irene,libre,no_aplica,2,5,7,6,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9516,9516,9516,3,3,no
470,10,javier,libre,no_aplica,4,4,8,22,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,8968,8968,8912,2,2,no
471,1,ana,libre,no_aplica,1,5,6,34,40,no,azul2,propiedad,400,azul,no,si,80,80,9254,9254,9174,2,2,no
472,2,bob,libre,no_aplica,4,6,10,10,20,no,naranja3,propiedad,200,naranja,no,si,40,40,9366,9366,9326,2,2,no
473,3,carla,libre,no_aplica,6,2,8,9,17,no,naranja1,propiedad,180,naranja,no,si,36,36,9794,9794,9758,5,5,no
474,4,diego,libre,no_aplica,3,1,4,14,18,no,suerte3,suerte,0,ninguno,no,no,0,0,9040,9040,9040,2,2,no
475,5,elena,libre,no_aplica,3,3,6,28,34,no,suerte5,suerte,0,ninguno,no,no,0,0,9292,9292,9292,2,2,no
476,6,fernando,libre,no_aplica,1,6,7,10,17,no,naranja1,propiedad,180,naranja,no,si,36,36,9320,9320,9284,3,3,no
477,7,gema,encarcelado(0),tirar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,8564,8564,8564,1,1,si
478,8,hugo,libre,no_aplica,5,1,6,39,5,si,impuesto1,impuesto,200,ninguno,no,no,0,0,9704,9704,9704,4,4,no
479,9,irene,libre,no_aplica,5,1,6,13,19,no,naranja2,propiedad,180,naranja,no,si,36,36,9516,9516,9480,3,3,no
480,10,javier,libre,no_aplica,6,5,11,30,1,si,salida,salida,0,ninguno,no,no,0,0,8952,8952,8952,2,2,no
481,1,ana,libre,no_aplica,1,3,4,40,4,si,morado2,propiedad,60,morado,no,si,12,12,9174,9174,9162,2,2,no
482,2,bob,libre,no_aplica,3,3,6,20,26,no,estacion3,estacion,200,estacion,no,si,40,40,9326,9326,9286,2,2,no
483,3,carla,libre,no_aplica,2,3,5,17,22,no,rojo1,propiedad,220,rojo,no,si,44,44,9794,9794,9750,5,5,no
484,4,diego,libre,no_aplica,1,2,3,18,21,no,parking,parking,0,ninguno,no,no,0,0,9040,9040,9040,2,2,no
485,5,elena,libre,no_aplica,5,5,10,34,4,si,morado2,propiedad,60,morado,no,si,12,12,9292,9292,9280,2,2,no
486,6,fernando,libre,no_aplica,4,3,7,17,24,no,rojo2,propiedad,220,rojo,no,no,0,0,9284,9284,9284,3,3,no
487,7,gema,encarcelado(1),tirar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,8564,8564,8564,1,1,si
488,8,hugo,libre,no_aplica,6,1,7,5,12,no,rosa1,propiedad,140,rosa,no,no,0,0,9728,9728,9728,4,4,no
489,9,irene,libre,no_aplica,2,1,3,19,22,no,rojo1,propiedad,220,rojo,no,si,44,44,9480,9480,9436,3,3,no
490,10,javier,libre,no_aplica,5,1,6,1,7,no,gris1,propiedad,100,gris,no,si,20,20,8952,8952,8932,2,2,no
491,1,ana,libre,no_aplica,5,4,9,4,13,no,impuesto2,impuesto,150,ninguno,no,no,0,0,9202,9202,9202,2,2,no
492,2,bob,libre,no_aplica,4,2,6,26,32,no,verde1,propiedad,300,verde,no,si,60,60,9374,9374,9314,2,2,no
493,3,carla,libre,no_aplica,1,6,7,22,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9750,9750,9750,5,5,no
494,4,diego,libre,no_aplica,2,1,3,21,24,no,rojo2,propiedad,220,rojo,no,si,44,44,9040,9040,8996,2,2,no
495,5,elena,libre,no_aplica,6,2,8,4,12,no,rosa1,propiedad,140,rosa,no,si,28,28,9340,9340,9312,2,2,no
496,6,fernando,libre,no_aplica,4,1,5,24,29,no,impuesto3,impuesto,100,ninguno,no,no,0,0,9328,9328,9328,3,3,no
497,7,gema,encarcelado(2),tirar,0,0,0,11,11,no,visita_carcel,visita_carcel,0,ninguno,no,no,0,0,8564,8564,8564,1,1,si
498,8,hugo,libre,no_aplica,3,6,9,12,21,no,parking,parking,0,ninguno,no,no,0,0,9756,9756,9756,4,4,no
499,9,irene,libre,no_aplica,4,4,8,22,30,no,amarillo3,propiedad,280,amarillo,no,si,56,56,9456,9456,9400,3,3,no
500,10,javier,libre,no_aplica,4,4,8,7,15,no,rosa3,propiedad,160,rosa,no,si,32,32,8932,8932,8900,2,2,no
