turno,pagador,cobrador,propiedad,tipo,color,precio_casilla,alquiler_teorico,pago_real,dinero_pagador_antes,dinero_pagador_despues,dinero_cobrador_antes,dinero_cobrador_despues
347,gema,elena,verde1,propiedad,verde,300,60,60,8960,8900,9492,9552
348,hugo,bob,rojo1,propiedad,rojo,220,44,44,9492,9448,9258,9302
353,carla,irene,gris3,propiedad,gris,120,24,24,9684,9660,9516,9540
359,irene,bob,rojo1,propiedad,rojo,220,44,44,9540,9496,9302,9346
360,javier,fernando,rojo2,propiedad,rojo,220,44,44,9046,9002,9408,9452
363,carla,hugo,naranja1,propiedad,naranja,180,36,36,9660,9624,9448,9484
364,diego,hugo,naranja1,propiedad,naranja,180,36,36,9036,9000,9484,9520
365,elena,carla,amarillo2,propiedad,amarillo,260,52,52,9552,9500,9624,9676
366,fernando,bob,rojo1,propiedad,rojo,220,44,44,9452,9408,9346,9390
367,gema,carla,gris2,propiedad,gris,100,20,20,8900,8880,9676,9696
369,irene,carla,amarillo2,propiedad,amarillo,260,52,52,9496,9444,9696,9748
371,ana,hugo,rosa1,propiedad,rosa,140,28,28,9118,9090,9320,9348
372,bob,ana,estacion3,estacion,estacion,200,40,40,9390,9350,9090,9130
373,carla,bob,rojo1,propiedad,rojo,220,44,44,9748,9704,9350,9394
374,diego,fernando,rojo2,propiedad,rojo,220,44,44,9000,8956,9408,9452
375,elena,irene,verde2,propiedad,verde,300,60,60,9500,9440,9444,9504
376,fernando,ana,estacion3,estacion,estacion,200,40,40,9452,9412,9130,9170
377,gema,hugo,naranja1,propiedad,naranja,180,36,36,8880,8844,9348,9384
379,irene,bob,amarillo3,propiedad,amarillo,280,56,56,9504,9448,9394,9450
382,bob,elena,estacion4,estacion,estacion,200,40,40,9450,9410,9440,9480
384,diego,carla,verde3,propiedad,verde,320,64,64,8956,8892,9704,9768
386,fernando,elena,estacion4,estacion,estacion,200,40,40,9412,9372,9480,9520
387,gema,carla,rojo3,propiedad,rojo,240,48,48,8844,8796,9768,9816
388,hugo,javier,naranja3,propiedad,naranja,200,40,40,9384,9344,9002,9042
392,bob,fernando,morado1,propiedad,morado,60,12,12,9410,9398,9372,9384
397,gema,hugo,amarillo1,propiedad,amarillo,260,52,52,8796,8744,9344,9396
399,irene,hugo,morado2,propiedad,morado,60,12,12,9448,9436,9396,9408
402,bob,diego,estacion1,estacion,estacion,200,40,40,9398,9358,8892,8932
405,elena,irene,gris3,propiedad,gris,120,24,24,9520,9496,9436,9460
406,fernando,irene,gris1,propiedad,gris,100,20,20,9384,9364,9460,9480
407,gema,carla,verde3,propiedad,verde,320,64,64,8744,8680,9816,9880
408,hugo,elena,estacion4,estacion,estacion,200,40,40,9408,9368,9496,9536
409,irene,hugo,rosa1,propiedad,rosa,140,28,28,9480,9452,9368,9396
410,javier,fernando,estacion2,estacion,estacion,200,40,40,9042,9002,9364,9404
411,ana,hugo,morado2,propiedad,morado,60,12,12,9170,9158,9396,9408
412,bob,hugo,rosa1,propiedad,rosa,140,28,28,9358,9330,9408,9436
413,carla,gema,rosa3,propiedad,rosa,160,32,32,9880,9848,8680,8712
414,diego,hugo,rosa1,propiedad,rosa,140,28,28,8932,8904,9436,9464
416,fernando,hugo,rosa1,propiedad,rosa,140,28,28,9404,9376,9464,9492
417,gema,diego,azul2,propiedad,azul,400,80,80,8712,8632,8904,8984
418,hugo,fernando,morado1,propiedad,morado,60,12,12,9492,9480,9376,9388
420,javier,hugo,amarillo1,propiedad,amarillo,260,52,52,9002,8950,9480,9532
421,ana,irene,gris3,propiedad,gris,120,24,24,9158,9134,9452,9476
422,bob,javier,naranja3,propiedad,naranja,200,40,40,9330,9290,8950,8990
424,diego,fernando,rojo2,propiedad,rojo,220,44,44,8984,8940,9388,9432
425,elena,hugo,amarillo1,propiedad,amarillo,260,52,52,9536,9484,9532,9584
426,fernando,ana,rosa2,propiedad,rosa,140,28,28,9432,9404,9134,9162
427,gema,irene,gris3,propiedad,gris,120,24,24,8632,8608,9476,9500
429,irene,hugo,amarillo1,propiedad,amarillo,260,52,52,9500,9448,9584,9636
432,bob,hugo,amarillo1,propiedad,amarillo,260,52,52,9290,9238,9636,9688
433,carla,ana,estacion3,estacion,estacion,200,40,40,9848,9808,9162,9202
434,diego,irene,verde2,propiedad,verde,300,60,60,8940,8880,9448,9508
436,fernando,ana,estacion3,estacion,estacion,200,40,40,9404,9364,9202,9242
440,javier,irene,gris1,propiedad,gris,100,20,20,8990,8970,9508,9528
442,bob,irene,verde2,propiedad,verde,300,60,60,9238,9178,9528,9588
443,carla,elena,verde1,propiedad,verde,300,60,60,9808,9748,9484,9544
444,diego,hugo,morado2,propiedad,morado,60,12,12,8880,8868,9688,9700
446,fernando,carla,verde3,propiedad,verde,320,64,64,9364,9300,9748,9812
447,gema,fernando,rojo2,propiedad,rojo,220,44,44,8608,8564,9300,9344
448,hugo,ana,estacion3,estacion,estacion,200,40,40,9700,9660,9242,9282
449,irene,diego,azul2,propiedad,azul,400,80,80,9588,9508,8868,8948
450,javier,hugo,rosa1,propiedad,rosa,140,28,28,8970,8942,9660,9688
451,ana,bob,amarillo3,propiedad,amarillo,280,56,56,9282,9226,9178,9234
453,carla,javier,azul1,propiedad,azul,350,70,70,9812,9742,8942,9012
458,hugo,bob,amarillo3,propiedad,amarillo,280,56,56,9688,9632,9234,9290
459,irene,diego,estacion1,estacion,estacion,200,40,40,9508,9468,8948,8988
460,javier,bob,rojo1,propiedad,rojo,220,44,44,9012,8968,9290,9334
462,bob,irene,gris3,propiedad,gris,120,24,24,9334,9310,9468,9492
464,diego,ana,rosa2,propiedad,rosa,140,28,28,8988,8960,9226,9254
465,elena,carla,amarillo2,propiedad,amarillo,260,52,52,9344,9292,9742,9794
466,fernando,irene,gris3,propiedad,gris,120,24,24,9344,9320,9492,9516
470,javier,bob,amarillo3,propiedad,amarillo,280,56,56,8968,8912,9310,9366
471,ana,diego,azul2,propiedad,azul,400,80,80,9254,9174,8960,9040
472,bob,javier,naranja3,propiedad,naranja,200,40,40,9366,9326,8912,8952
473,carla,hugo,naranja1,propiedad,naranja,180,36,36,9794,9758,9632,9668
476,fernando,hugo,naranja1,propiedad,naranja,180,36,36,9320,9284,9668,9704
479,irene,carla,naranja2,propiedad,naranja,180,36,36,9516,9480,9758,9794
481,ana,hugo,morado2,propiedad,morado,60,12,12,9174,9162,9704,9716
482,bob,ana,estacion3,estacion,estacion,200,40,40,9326,9286,9162,9202
483,carla,bob,rojo1,propiedad,rojo,220,44,44,9794,9750,9286,9330
485,elena,hugo,morado2,propiedad,morado,60,12,12,9292,9280,9716,9728
489,irene,bob,rojo1,propiedad,rojo,220,44,44,9480,9436,9330,9374
490,javier,irene,gris1,propiedad,gris,100,20,20,8952,8932,9436,9456
492,bob,elena,verde1,propiedad,verde,300,60,60,9374,9314,9280,9340
494,diego,fernando,rojo2,propiedad,rojo,220,44,44,9040,8996,9284,9328
495,elena,hugo,rosa1,propiedad,rosa,140,28,28,9340,9312,9728,9756
499,irene,bob,amarillo3,propiedad,amarillo,280,56,56,9456,9400,9314,9370
500,javier,gema,rosa3,propiedad,rosa,160,32,32,8932,8900,8564,8596
